movie_id,title,genres,year,original_language,budget,overview,popularity,revenue,tagline,tmdb_vote_avg,tmdb_vote_count,tmdb_id
844,"story of xinghua, the",drama,1993,zh,0,"Xinghua lives with her husband, who makes money by selling stones from the Great Wall. But she is unable to give him a son to inherit this wealth. When her husband hatches a plan to tear down the local historic fortress to find a legendary hidden treasure, she finds herself drawn to a gentler, more educated man who wants to preserve it.",0,0,,2,1,297645
845,"day the sun turned cold, the (tianguo niezi)",drama,1994,zh,0,Guan Jian wants to report the murder of his father who died 10 years ago. The alleged murderer whom Guan Jian accuses of the crime is his own mother.,0,0,,5,6,48144
846,flirt,drama,1995,en,0,"The same situation is played out in different cities (New York, Berlin and Japan). A lover has to choose whether to commit to a partner who is returning home. In each case there are other people involved, an ex-partner and someone else in a ""permanent"" relationship, what do they choose to do?",3,0,,6,16,6521
847,"big squeeze, the",comedy drama,1996,en,0,"Benny, a hapless grifter, is thrown off a train after cheating at cards, and into the life of Tanya, a lovely bartender. Tanya has been supporting her husband, a former ballplayer, since his accident, waiting for an insurance settlement that will solve all their financial woes. But when it comes, he refuses to share it with her, claiming with newfound piety that money is the root of all evil. She then enlists the help of Benny to concoct a scheme to get her fair share of the settlement, and he finds one: a local Catholic mission needs money for repairs and Benny decides to create a miracle that will encourage husband Henry to fork over the money - which Benny and Tanya will intercept and share.",0,0,,3,2,144982
848,"spitfire grill, the",drama,1996,en,6000000,"Percy, upon being released from prison, goes to the small town of Gillead, to find a place where she can start over again. She is taken in by Hannah, to help out at her place, the Spitfire Grill. Percy brings change to the small town, stirring resentment and fear in some, and growth in others.",5,12643776,"To a town with no future, comes a girl with a past.",6,45,47907
849,escape from l.a.,action adventure sci-fi thriller,1996,en,50000000,"This time, a cataclysmic temblor hits Los Angeles, turning it into an island. The president views the quake as a sign from above, expels Los Angeles from the country and makes it a penal colony for those found guilty of moral crimes. When his daughter, part of a resistance movement, steals the control unit for a doomsday weapon, Snake again gets tapped to save the day.",23,42277365,Snake is back.,5,1092,6521
850,cyclo,crime drama,1995,vi,0,Follows a young cyclo (bicycle cab) driver on his poverty-driven descent into criminality in modern-day Ho Chi Minh City. The boy's struggles to scratch out a living for his two sisters and grandfather in the mean streets of the city lead to petty crime on behalf of a mysterious Madame from whom he rents his cyclo.,5,0,,7,70,6521
851,basquiat,drama,1996,en,2962051,"The brief life of Jean Michel Basquiat, a world renowned New York street artist struggling with fame, drugs and his identity.",9,3011195,"In 1981, A Nineteen-Year-Old Unknown Graffiti Writer Took The New York Art World By Storm. The Rest Is Art History.",6,228,6521
852,tin cup,comedy romance,1996,en,45000000,A washed up golf pro working at a driving range tries to qualify for the US Open in order to win the heart of his succesful rival's girlfriend.,12,53854588,Golf Pro. Love Amateur.,6,401,6521
853,dingo,drama,1992,en,0,"Documentary on Australian actor Ernie Dingo. As an actor, Ernie Dingo has played many parts, but many people see his major achievement as being a role model for other Aborigines. This film traces the life of the WA actor from his birth in a corrugated iron shed on Bullado station to early childhood in Mullewa, and his high school years in Geraldton to the beginning of his acting career.",1,0,A Profile of Ernie Dingo,0,0,6521
854,"ballad of narayama, the (narayama bushiko)",drama,1958,ja,0,"In Kabuki style, the film tells the story of a remote mountain village where the scarcity of food leads to a voluntary but socially-enforced policy in which relatives carry 70-year-old family members up Narayama mountain to die. Granny Orin is approaching 70, content to embrace her fate. Her widowed son Tatsuhei cannot bear losing his mother, even as she arranges his marriage to a widow his age. Her grandson Kesa, who's girlfriend is pregnant, is selfishly happy to see Orin die. Around them, a family of thieves are dealt with severely, and an old man, past 70, whose son has cast him out, scrounges for food. Will Orin's loving and accepting spirit teach and ennoble her family?",10,0,,7,53,116690
855,every other weekend,drama,1990,fr,0,"Camille, a mercurial César-winning actress, has seen better times. Estranged from her husband, she's with her children only every other weekend. It's her weekend, but her agent has booked her to MC a Rotary club dinner in Vichy. She takes them with her, and when her husband learns this, he demands to pick them up at once. She bolts in a rented car to the seaside, trying to improve her relations with the children, especially the precocious and distant Vincent. He loves astronomy. A rare meteor shower is due in a few days, so she suggests they go to a plateau in Spain hoping to see it. He agrees, but the relationship remains difficult, and her husband is on their trail.",0,0,,6,5,6521
856,mille bolle blu,comedy,1993,it,0,,0,0,,6,6,6521
857,crows and sparrows,drama,1949,zh,0,"At a Shanghai apartment, Mr Hou, a Nationalist official, gets ready to move to Taiwan upon the imminent defeat of the KMT during the Civil War. Mrs Hou gives an ultimatum to the rest of the tenants to move out on behalf of her husband, who is the ""owner"" of the flat and who is now planning to sell it. From the conversations with the rest, we find out that Hou has been a Hanjian during the Sino-Japanese War and that he has since taken over the apartment by force from the old landlord, Mr Kong.  The tenants, including Mr Kong, Mrs Xiao, Little Broadcast (alias Mr Xiao, played by Zhao Dan) and a schoolteacher, Mr Hua, and his wife, initially plan to band together, but circumstances force them to find other ways out. Mr Hua tries to find a place to stay at the KMT-sponsored school he is teaching in. Little Broadcast and Mrs Xiao invest in black market gold. As the situation escalates, Mr Hua gets arrested by KMT agents and his young daughter falls desperately ill.",1,0,,5,5,6521
858,"godfather, the",action crime drama,1972,en,6000000,"Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.",117,245066411,An offer you can't refuse.,8,15669,6521
859,"hippie revolution, the",documentary,1996,en,0,"Back in the stone aged we all went to San Fransisco to escape our parents and the Vietnam war. To laugh, dance and love each other. To make love not war. Music bt Country Joe & The Fish, Quicksilver Messenger Service, The Steve Miller Band and Mother Earth.",0,0,,0,0,484245
860,"maybe, maybe not (bewegte mann, der)",comedy,1994,de,0,"Der Bewegte Mann is a German comedy about a heterosexual man, Axel, who is thrown out of his girlfriends home for cheating and ends up moving in with a gay man. Axel learns the advantages of living with gay men even though they are attracted to him and when his girlfriend wants him back he must make a tough decision.",6,0,,6,73,159
861,supercop,action thriller,1992,cn,900000,A Hong Kong detective teams up with his female Red Chinese counterpart to stop a Chinese drug czar.,29,20483423,"There's never a cop around when you need one, but when this cop's around, all you need is one.",6,328,6521
862,manny & lo,drama,1996,en,500000,A pregnant teen and her younger sister run away from foster homes and kidnap a woman whom they believe can help with the pregnancy.,3,431326,,5,25,6521
863,celestial clockwork,comedy,1994,fr,0,Ana bolts from her wedding altar and flies from Venezuela to Paris to realize her dream of becoming a great opera star.,0,0,,3,4,6521
864,"wife, the",comedy drama,1995,en,0,"A sudden visit from a patient and his unstable, outrageously candid wife leads to a delirious night of shattering revelations for a husband and wife team of therapists.",0,0,,3,7,6521
865,small faces,drama,1995,en,1850000,"Three teenage brothers, gang-member Bobby, troubled mama's boy Alan and self-assured prankster Lex, reside in a downtrodden section of Glasgow, Scotland, circa 1968. But while Bobby and Alan are beginning to experience the power of raging hormones, the story focuses on Lex, who begins a downward spiral after he accidentally shoots the leader of Bobby's gang. Lex's cockiness and immaturity unfortunately prevent him from understanding the effect his subsequent crimes will have on both himself, and on those around him.",2,0,You are now entering Tongland,6,22,6521
866,bound,crime drama romance thriller,1996,en,4500000,"Corky, a tough female ex-convict working on an apartment renovation in a Chicago building, meets a couple living next door, Caesar, a paranoid mobster, and Violet, his seductive girlfriend, who is immediately attracted to her.",18,7011317,For money. For murder. For each other.,7,645,6521
867,carpool,comedy crime,1996,en,17000000,"A man with an important business meeting finds himself having to take care of the carpool for the neighborhood school children when his wife gets sick. Stopping to get donuts for the kids, things go even more awry when he finds himself a victim of a robbery. However, the situation only gets worse as a desperate man who had been contemplating a bank robbery robs the robbers and takes the man and the kids hostage in their van as his truck is blocked by an armored car. The thing then proceeds into a comedic chase movie. The father finds his kids don't really respect him and they react better to the robber. The end result is everyone gets a lifestyle change, including the original store owner.",5,0,A dad in a hurry. A man on the run. And five kids with an attitude.,4,63,6521
868,death in brunswick,comedy,1991,en,0,"A reserved man in need of a job, Carl Fitzgerald finds employment at a Greek restaurant. Upon meeting waitress Sophie, Carl begins dating the attractive woman. Though it seems things are improving for Carl, an unexpected situation leads to the death of Mustafa, a shady coworker, and Carl must figure out how to cover up the incident. Unsure of what to do, Carl enlists the help of his buddy, Dave, to get rid of Mustafa's corpse.",2,0,Carl Fitzgerald has decided to clean up his act... but first he has to get rid of the body.,6,14,6521
869,kansas city,crime,1996,en,18000000,"Robert Altman's story – a riff on race, class, and power – cross-cuts between two kidnappings and a background of corrupt politics and virtuoso jazz music. It all takes place in Kansas City in 1934.",7,0,"Kansas City, 1934. Anything could happen here. One night it did.",6,50,6521
870,gone fishin',comedy,1997,en,53000000,Two fishing fanatics get in trouble when their fishing boat gets stolen while on a trip.,9,19745922,Even the fish are laughing!,4,127,6521
871,lover's knot,comedy,1996,de,0,A pair of lovers have no idea that their affair is overseen and orchestrated by an angel sent by Cupid to see that they remain together in this romantic comedy.,1,0,,4,2,6521
872,aiqing wansui,drama,1994,zh,0,"Three lonely young denizens of Taipei unknowingly share an apartment: Mei, a real estate agent who uses it for her sexual affairs; Ah-jung, her current lover; and Hsiao-ang, who's stolen the key and uses the apartment as a retreat.",8,0,,7,80,11985
873,shadow of angels (schatten der engel),drama,1976,de,0,"Beautiful, detached, laconic, consumptive Lily Brest is a streetwalker with few clients. She loves her idle boyfriend Raoul who gambles away what little she earns. The town's power broker, called the rich Jew, discovers she is a good listener, so she's soon busy. Raoul imagines grotesque sex scenes between Lily and the Jew; he leaves her for a man. Her parents, a bitter Fascist who is a cabaret singer in drag and her wheelchair-bound mother, offer no refuge. Even though all have a philosophical bent, the other whores reject Lily because she tolerates everyone, including men. She tires of her lonely life and looks for a way out. Even that act serves the local corrupt powers.",1,0,,4,7,10232
874,killer: a journal of murder,crime drama,1995,en,0,"Carl Panzram is sent to Leavenworth Prison for burglary. While there, he is brutally beaten by a guard. Neophyte guard Henry Lesser feels sympathy for Panzram, befriends him, and gets him to write his life story. Lesser learns that Panzram's past is much more violent than he thought, but also that he's capable of being a much better person than the rest of the prison staff believes - or so Lesser thinks.",4,0,"Liar. Thief. Murderer. He hated all of humanity, himself most of all.",5,32,6521
875,nothing to lose,drama,1994,en,0,"A young street fighter seeks revenge against a powerful drug lord who killed his entire family. Using of his many special combat skills, he's about to take down a whole criminal operation, reaching his goal whatever the consequences.",1,0,The Most Dangerous Man Alive Is A Man With Nothing To Lose,2,1,6521
876,police story 4: project s (chao ji ji hua),action,1993,cn,0,"As a crime wave sweeps through Hong Kong, the police call Jessica Yang (Yeoh), a rising star in the ranks, to help stop a notorious gang of thieves! What Jessica doesn't realize is that her boyfriend - recently discharged from the force - is the leader of this ruthless crime ring!",14,0,Only One Force Can Stop This Crime Wave....And She's One Tough Cop!,5,50,38955
877,girls town,drama,1996,en,0,"Four women, Patti, Emma, Angela, and Nikki are completing their last year of high school. Unfortunately for the group, one of their own, Nikki, unexpectedly commits suicide. The three remaining women, upon finding out that Nikki had been raped before she died, begin to talk to each other about the ways in which they are oppressed by the men in their lives. They begin to fight together, taking revenge on Emma's rapist, Patti's abusive ex-boyfriend, and finally, Nikki's rapist.",0,0,,5,5,6521
878,bye-bye,drama,1995,en,0,"With varying degrees of success, recently divorced friends Dave, Vic and Donny are trying to move on with their lives. Vic feels vilified by his ex-wife's parents, while Donny has a shaky bond with his teen daughter, Emma. Dave, meanwhile, has an enviable problem -- he has more dates than he can handle. As they confront their post-marital challenges, the men take solace in one another's plights.",5,0,"Donny, Dave and Vic are best friends. They have everything in common ... ex-wives, new girlfriends, and the kids for the weekend.",6,51,6521
879,"relic, the",horror,1997,en,60000000,A homicide detective teams up with an evolutionary biologist to hunt a giant creature that is killing people in a Chicago museum.,15,33956608,The Next Evolution In Terror.,5,382,6521
880,"island of dr. moreau, the",sci-fi thriller,1996,en,40000000,A shipwrecked sailor stumbles upon a mysterious island and is shocked to discover that a brilliant scientist and his lab assistant have found a way to combine human and animal DNA—with horrific results.,12,49627779,The gates of hell are unlocked.,4,408,6521
881,first kid,children's comedy,1996,en,0,"Some say that to be the leader of a country is one of the loneliest jobs in the world. But being the child of a world leader can be doubly so. Constantly surrounded by security officers, restricted in movements and having almost every waking moment carefully monitored makes normalcy an impossibility. No one knows this better than young Luke Davenport, the son of U.S. President Davenport. He vents his loneliness, frustration and feelings of isolation from family and friends by being a brat to his private Secret Service agent. When the agent snaps from the strain in front of the First Lady, a new agent is assigned to Luke. He turns out to be the enormous Sam Simms, a bit of a rogue who managed to rise through the ranks by sheer determination rather than strict adherence to Secret-Service protocol. At first, Luke tries all his old tricks upon Sam. But instead of getting angry, Sam seems to actually understand.",10,0,He's young. He's wild. He's fun. And he's the one protecting the president's son.,5,152,6521
882,"trigger effect, the",drama thriller,1996,en,8000000,"A blackout leaves those affected to consider what is necessary, what is legal, and what is questionable, in order to survive in a predatory environment.",8,0,"When Nothing Works, Anything Goes.",5,68,58770
884,sweet nothing,drama,1995,en,0,"Angel celebrates the birth of his daughter by taking his first hit of crack cocaine. With the hesitant support of his wife, Monika, he joins a friend of his to deal drugs for a short time--enough time to get out of debt and buy some nice things for the family. Three years later, Angel is still dealing, and has not saved any money, instead spending it on crack. His addiction grows, straining his friendship and his family life, and he gradually loses control.",1,102350,,7,5,6521
885,bogus,children's drama fantasy,1996,en,32000000,"Recently orphaned, a young boy is taken in by his godmother who is shocked to realize that she can see the boy's imaginary friend: a flamboyant, French magician named Bogus.",7,0,"A comedy about losing your heart, finding your inner child and meeting the one friend you've always tried to avoid.",5,196,6521
886,bulletproof,action,1996,en,25000000,"An undercover police officer named Rock Keats befriends a drug dealer and car thief named Archie Moses in a bid to catch the villainous drug lord Frank Coltan. But the only problem is that Keats is a cop, his real name is Jack Carter, and he is working undercover with the LAPD to bust Moses and Colton at a sting operation the LAPD has set up.",14,22611954,Tough cop. Hostile witness.,5,448,6521
887,talk of angels,drama,1998,en,0,"This is the story of a young Irish woman who comes to Spain to escape from the pressures she feels about her impending marriage to a political activist in Ireland. But in Spain in the 1930's, taking a job of governess in a wealthy family, she finds the same kinds of political unrest. In fact, it isn't long before she finds herself attracted to a married man who is similarly involved in the struggle against fascism and Franco. This awakens her to her nature that brings her to such men and resolves for her what she must do about the life she left in Ireland",4,0,,5,12,6521
888,land before time iii: the time of the great giving,animation children's,1995,en,0,"Littlefoot and his young friends Cera, Ducky and Spike are being harassed by a group of older dinosaurs led by Hyp. When a meteorite strikes nearby, it causes a drought. The resulting scarcity of resources creates animosity among the different species in the Great Valley. Littlefoot and his crew resolve to venture forth to find a solution - as does Hyp and his gang. Will the groups learn to cooperate, or will their rivalry destroy them?",16,0,,6,309,6521
889,1-900,romance,1994,nl,0,"Sarah, 30, single, well educated, likes art, places a voice ad for phone sex, inviting replies from men under 35, sturdy and sensual. Wilbert, a chubby middle aged architect, leaves a message that he is Thomas, 32 and well formed. A week later, she phones. She likes his voice, he likes her laugh, so once a week she phones him (he's not to know her last name, where she lives, or her number). Portraits emerge of humor and sadness. He presses for details of her life and tells her about his work; she wants these Thursday calls to be fantasy and release, separate from the rest of who she is. The film dramatizes these tensions of lies and truth, connection and distance. Written by",1,0,,4,5,6521
890,baton rouge,thriller,1988,es,0,"Poor gigolo tries to frame his rich mature mistress, but gets tangled in his own wiles.",0,0,,4,6,6521
891,halloween: the curse of michael myers,horror thriller,1995,en,5000000,"Six years ago, Michael Myers terrorized the town of Haddonfield, Illinois. He and his niece, Jamie Lloyd, have disappeared. Jamie was kidnapped by a bunch of evil druids who protect Michael Myers. And now, six years later, Jamie has escaped after giving birth to Michael's child. She runs to Haddonfield to get Dr. Loomis to help her again.",27,15116634,Terror Never Rests in Peace,5,770,6521
892,twelfth night,comedy drama romance,1996,en,0,"Shakespeare's comedy of gender confusion, in which a girl disguises herself as a man to be near the count she adores, only to be pursued by the woman he loves.",10,0,,6,61,6521
893,mother night,drama,1996,en,0,"An American spy behind the lines during WWII serves as a Nazi propagandist, a role he cannot escape in his future life as he can never reveal his real role in the war.",6,0,The truth is more shocking than the uniform he wears... HE WAS AN AMERICAN SPY.,6,35,6521
894,liebelei,romance,1933,de,0,"Vienna in the beginning of the twentieth century. Cavalry Lieutenant Fritz Lobheimer is about to end his affair with Baroness Eggerdorff when he meets the young Christine, the daughter of an opera violinist. Baron Eggerdorff however soon hears of his past misfortune...",3,0,,6,25,6521
895,venice/venice,drama,1992,en,0,"Dean is a maverick American film director surprised that his most recent film has been chosen as the Official U.S. Entry at the Venice Film Festival. A beautiful French journalist arrives at the festival with the apparent intention of interviewing the unique and eccentric filmmaker. In the midst of all the festival madness, she is forced to confront the wide divergence between things as they really are and things as they seem to be - both on screen and off. And so, finally, are we. Shot half in Venice, Italy and half in Venice, California, ""Venice/Venice"" looks at the profound effect movies have had - and continue to have - on our lives, our loves and on our dreams of romance.",0,0,,0,0,6521
896,wild reeds,drama,1994,fr,0,"As the Algerian War draws to a close, a teenager with a girlfriend starts feeling homosexual urges for two of his classmates: a country boy, and a French-Algerian intellectual.",8,807775,,7,85,6521
897,for whom the bell tolls,adventure war,1943,en,3000000,Spain in the 1930s is the place to be for a man of action like Robert Jordan. There is a civil war going on and Jordan—who has joined up on the side that appeals most to idealists of that era—has been given a high-risk assignment up in the mountains. He awaits the right time to blow up a crucial bridge in order to halt the enemy's progress,19,17800000,Thunderous! Tender! Touching!,6,132,6521
898,"philadelphia story, the",comedy romance,1940,en,0,"When a rich woman's ex-husband and a tabloid-type reporter turn up just before her planned remarriage, she begins to learn the truth about herself.",14,0,Broadway's howling year-run comedy hit of the snooty society beauty who slipped and fell - IN LOVE!,7,642,981
899,singin' in the rain,musical romance,1952,en,2540800,"In 1927 Hollywood, a silent film production company and cast make a difficult transition to sound.",17,7200000,What a Glorious Feeling!,8,2359,6521
900,"american in paris, an",musical romance,1951,en,22000000,An American man unwittingly gets involved with werewolves who have developed a serum allowing them to transform at will.,20,26570463,Things are about to get a little hairy.,5,510,6521
901,funny face,comedy musical,1957,en,0,A shy Greenwich Village book clerk is discovered by a fashion photographer and whisked off to Paris where she becomes a reluctant model.,13,0,'S Wonderful! 'S Marvelous!,7,534,6521
902,breakfast at tiffany's,drama romance,1961,en,2500000,"Holly Golightly is an eccentric New York City playgirl determined to marry a Brazilian millionaire. But when young writer Paul Varjak moves into her apartment building, her past threatens to get in their way.",21,9500000,"Audrey Hepburn plays that daring, darling Holly Golightly to a new high in entertainment delight!",7,3458,6521
903,vertigo,mystery thriller,1958,en,2479000,"A retired San Francisco detective suffering from acrophobia investigates the strange activities of an old friend's wife, all the while becoming dangerously obsessed with her.",26,7797728,Alfred Hitchcock engulfs you in a whirlpool of terror and tension!,8,4491,6521
904,rear window,mystery thriller,1954,en,1000000,A wheelchair-bound photographer spies on his neighbors from his apartment window and becomes convinced one of them has committed murder.,32,37034514,It only takes one witness to spoil the perfect crime.,8,5020,6521
905,it happened one night,comedy,1934,en,325000,"A renegade reporter and a crazy young heiress meet on a bus heading for New York, and end up stuck with each other when the bus leaves them behind at one of the stops.",10,4500000,Together for the first time!,7,882,6521
906,gaslight,mystery thriller,1944,en,2068000,A newlywed fears she's going mad when strange things start happening at the family mansion.,11,0,Strange drama of a captive sweetheart!,7,316,6521
907,"gay divorcee, the",comedy musical romance,1934,en,520000,"Seeking a divorce from her absentee husband, Mimi Glossop travels to an English seaside resort. There she falls in love with dancer Guy Holden, whom she later mistakes for the corespondent her lawyer hired.",7,0,The King and Queen of 'Carioca',7,80,28288
908,north by northwest,drama thriller,1959,en,4000000,"Advertising man Roger Thornhill is mistaken for a spy, triggering a deadly cross-country chase.",24,13275000,It's a deadly game of 'tag' and Cary Grant is 'it'...,8,3172,6521
909,"apartment, the",comedy drama,1960,en,3000000,"Bud Baxter is a minor clerk in a huge New York insurance company, until he discovers a quick way to climb the corporate ladder. He lends out his apartment to the executives as a place to take their mistresses. Although he often has to deal with the aftermath of their visits, one night he's left with a major problem to solve.",18,25000000,"Movie-wise, there has never been anything like it - laugh-wise, love-wise, or otherwise-wise!",8,1674,6521
910,some like it hot,comedy crime,1959,en,2883848,"Two musicians witness a mob hit and struggle to find a way out of the city before they are found by the gangsters. Their only opportunity is to join an all-girl band as they leave on a tour. To make their getaway they must first disguise themselves as women, then keep their identities secret and deal with the problems this brings - such as an attractive bandmate and a very determined suitor.",30,25000000,,8,2662,6521
911,charade,comedy mystery romance thriller,1963,en,4000000,"After Regina Lampert falls for the dashing Peter Joshua on a skiing holiday in the French Alps, she discovers upon her return to Paris that her husband has been murdered. Soon, she and Peter are giving chase to three of her late husband's World War II cronies, Tex, Scobie and Gideon, who are after a quarter of a million dollars the quartet stole while behind enemy lines. But why does Peter keep changing his name?",13,13475000,Is anyone really who they seem to be?,7,1003,6521
912,casablanca,drama romance war,1942,en,878000,"In Casablanca, Morocco in December 1941, a cynical American expatriate meets a former lover, with unforeseen complications.",25,10462500,They had a date with fate in Casablanca!,8,4149,6521
913,"maltese falcon, the",film-noir mystery,1941,en,375000,"A private detective takes on a case that involves him with three eccentric criminals, a beautiful liar, and their quest for a priceless statuette.",15,1772000,A story as EXPLOSIVE as his BLAZING automatics!,7,1228,963
914,my fair lady,musical romance,1964,en,17000000,A snobbish phonetics professor agrees to a wager that he can take a flower girl and make her presentable in high society.,19,72661442,The loverliest motion picture of them all!,7,988,6521
915,sabrina,comedy romance,1954,en,58000000,"An ugly duckling having undergone a remarkable change, still harbors feelings for her crush: a carefree playboy, but not before his business-focused brother has something to say about it.",17,53672080,You are cordially invited to the most surprising merger of the year.,6,455,6521
916,roman holiday,comedy romance,1953,en,1500000,"Overwhelmed by her suffocating schedule, touring European princess Ann takes off for a night while in Rome. When a sedative she took from her doctor kicks in, however, she falls asleep on a park bench and is found by an American reporter, Joe Bradley, who takes her back to his apartment for safety. At work the next morning, Joe finds out Ann's regal identity and bets his editor he can get exclusive interview with her, but romance soon gets in the way.",17,12000000,Romance in romantic Rome!,7,1537,6521
917,"little princess, the",children's drama,1939,en,0,"Wysteria is beaming with pride; her gardens are in bloom, her little Breezie friends are in town, and it's time for Ponyville's fanciest spring parade, the ultimate celebration of flowers, flowers, flowers! But things don't go according to plan when Wysteria accidentally awakens Spike the Dragon, a sleepy, silly 1,000-year-old dragon. For you see, legend holds that when a dragon is awakened, an new princess is about to be crowned. But who is the Princess of Ponyville?",7,0,,5,11,6521
918,meet me in st. louis,musical,1944,en,1707561,"In the year before the 1904 St. Louis World's Fair, the four Smith daughters learn lessons of life and love, even as they prepare for a reluctant move to New York.",11,7566000,M·G·M's glorious love story with music!,7,260,6521
919,"wizard of oz, the",adventure children's drama musical,1939,en,0,"Documentary about the making of the 1939 MGM classic film The Wizard of Oz. Includes interviews of cast and crew members, their families and fans of the film.",2,0,,8,8,6521
920,gone with the wind,drama romance war,1939,en,4000000,"The spoiled daughter of a well-to-do plantation owner is forced to use every means at her disposal to claw her way out of poverty, following Maj. Gen. William Sherman's destructive ""March to the Sea,” during the American Civil War.",30,402352579,The greatest romance of all time!,8,3217,6521
921,my favorite year,comedy,1982,en,0,"New York City, 1954: Benjy Stone is the junior writer on the top rated variety/comedy show. His idol Alan Swann, an actor with a drinking problem, is to be that week's guest star.",5,0,,7,70,6521
922,sunset blvd. (a.k.a. sunset boulevard),film-noir,1950,en,1752000,A hack screenwriter writes a screenplay for a former silent film star who has faded into Hollywood obscurity.,27,5000000,A Hollywood Story,8,1902,599
923,citizen kane,drama,1941,en,839727,"Newspaper magnate, Charles Foster Kane is taken from his mother as a boy and made the ward of a rich industrialist. As a result, every well-meaning, tyrannical or self-destructive move he makes for the rest of his life appears in some way to be a reaction to that deeply wounding event.",23,23218000,It's terrific!,8,4328,6521
924,2001: a space odyssey,drama mystery sci-fi thriller,1968,en,12000000,"Humanity finds a mysterious object buried beneath the lunar surface and sets off to find its origins with the help of HAL 9000, the world's most advanced super computer.",41,71923560,The Ultimate Trip.,8,9180,6521
925,golden earrings,adventure romance,1947,en,1000000,A British colonel escapes from the Gestapo to the Black Forest and poses as a Gypsy's mate.,2,7000000,Strange . . . Amazing . . . Their Love Story !,5,5,6521
926,all about eve,drama,1950,en,1400000,"From the moment she glimpses her idol at the stage door, Eve Harrington is determined to take the reins of power away from the great actress Margo Channing. Eve maneuvers her way into Margo's Broadway role, becomes a sensation and even causes turmoil in the lives of Margo's director boyfriend, her playwright and his wife. Only the cynical drama critic sees through Eve, admiring her audacity and perfect pattern of deceit.",18,8400000,It's all about women... and their men!,8,1171,6521
927,"women, the",comedy,1939,en,1688000,A happily married woman lets her catty friends talk her into divorce when her husband strays.,7,2270000,It's all about men!,7,104,6521
928,rebecca,romance thriller,1940,en,1288000,"Story of a young woman who marries a fascinating widower only to find out that she must live in the shadow of his former wife, Rebecca, who died mysteriously several years earlier. The young wife must come to grips with the terrible secret of her handsome, cold husband, Max De Winter. She must also deal with the jealous, obsessed Mrs. Danvers, the housekeeper, who will not accept her as the mistress of the house.",17,6000000,The shadow of this woman darkened their love.,7,1263,6521
929,foreign correspondent,thriller,1940,en,0,"The European war was only beginning to erupt across national borders. Johnny Jones, an American crime reporter dispatched by his New York publisher to put a fresh spin on the drowsy dispatches emanating from overseas, has a nose for a good story—which promptly leads him to the crime of fascism and Nazi Germany's designs on European conquest. In attempting to learn more about a seemingly noble peace effort, Jones walks into the middle of an assassination, uncovers a spy ring and—not entirely coincidentally—falls in love.",12,0,The thrill spectacle of the year!,6,259,6521
930,notorious,film-noir romance thriller,1946,en,1000000,"In order to help bring Nazis to justice, U.S. government agent T.R. Devlin recruits Alicia Huberman, the American daughter of a convicted German war criminal, as a spy. As they begin to fall for one another, Alicia is instructed to win the affections of Alexander Sebastian, a Nazi hiding out in Brazil. When Sebastian becomes serious about his relationship with Alicia, the stakes get higher, and Devlin must watch her slip further undercover.",16,24500000,Notorious woman of affairs... Adventurous man of the world.,7,1165,6521
931,spellbound,mystery romance thriller,1945,en,1500000,"When Dr. Anthony Edwardes arrives at a Vermont mental hospital to replace the outgoing hospital director, Dr. Constance Peterson, a psychoanalyst, discovers Edwardes is actually an impostor. The man confesses that the real Dr. Edwardes is dead and fears he may have killed him, but cannot recall anything. Dr. Peterson, however is convinced his impostor is innocent of the man's murder, and joins him on a quest to unravel his amnesia through psychoanalysis.",12,7000000,The maddest love that ever possessed a woman.,7,644,6521
932,"affair to remember, an",romance,1957,en,2100000,A couple falls in love and agrees to meet in six months at the Empire State Building - but will it happen?,14,3800000,In Italy... on the Mediterranean... across an ocean... and all over New York!,7,346,8356
933,to catch a thief,comedy romance thriller,1955,en,2500000,"An ex-thief is accused of enacting a new crime spree, so to clear his name he sets off to catch the new thief, who’s imitating his signature style.",15,8750000,WANTED by the police in all the luxury-spots of Europe!... A catch for any woman!,7,1138,6521
934,father of the bride,comedy,1950,en,0,"Proud father Stanley Banks remembers the day his daughter, Kay, got married. Starting when she announces her engagement through to the wedding itself, we learn of all the surprises and disasters along the way.",8,0,You're invited... to a hilarious wedding!,7,152,6521
935,"band wagon, the",comedy musical,1953,en,0,A Broadway artiste turns a faded film star's comeback vehicle into an artsy flop.,9,0,Get Aboard!,7,153,29376
936,ninotchka,comedy romance,1939,en,1365000,A stern Russian woman sent to Paris on official business finds herself attracted to a man who represents everything she is supposed to detest.,11,2279000,Garbo Laughs,7,270,6521
937,love in the afternoon,comedy romance,1957,en,2100000,Lovestruck conservatory student Ariane pretends to be just as much a cosmopolitan lover as the worldly mature Frank Flannagan hoping that l’amour will take hold.,16,2000000,Love is a game any number can play... especially in the afternoon...,7,223,6521
938,gigi,musical,1958,en,3319355,"A home, a motorcar, servants, the latest fashions: the most eligible and most finicky bachelor in Paris offers them all to Gigi. But she, who's gone from girlish gawkishness to cultured glamour before our eyes, yearns for that wonderful something money can't buy.",10,13200000,Thank heaven for Gigi,6,237,6521
