movie_id,title,genres,year,tconst,averageRating,numVotes,isAdult,runtimeMinutes,original_language,budget,overview,popularity,revenue,tagline,tmdb_vote_avg,tmdb_vote_count
1277,Cyrano de Bergerac,action drama romance,1990,tt0182028,5.9,43.0,0.0,100,fr,0,"Embarrassed by his large nose, a romantic poet/soldier romances his cousin by proxy.",15,0,,7,566
1278,Young Frankenstein,comedy horror,1974,tt0072431,8.0,154537.0,0.0,106,en,2800000,"A young neurosurgeon inherits the castle of his grandfather, the famous Dr. Victor von Frankenstein. In the castle he finds a funny hunchback, a pretty lab assistant and the elderly housekeeper. Young Frankenstein believes that the work of his grandfather was delusional, but when he discovers the book where the mad doctor described his reanimation experiment, he suddenly changes his mind.",21,86273333,The scariest comedy of all time!,7,2518
1279,Night on Earth,comedy drama,1991,tt0102536,7.7,59289.0,0.0,129,en,3500000,An anthology of 5 different cab drivers in 5 American and European cities and their remarkable fares on the same eventful night.,15,2015810,Five Taxis. Five Cities. One Night.,7,616
1280,Raise the Red Lantern,drama,1991,tt0101640,8.1,31933.0,0.0,125,zh,0,"China in the 1920s. After her father's death, 19 year old Songlian is forced to marry the much older lord of a powerful family. With three wives already, each living in a separate house within the great castle, there is fierce competition for his attention and the privileges that are gained. This competition gets out of hand...",16,0,,8,508
1281,The Great Dictator,comedy,1940,tt12672130,-1.0,-1.0,0.0,-1,en,2000000,Dictator Adenoid Hynkel tries to expand his empire while a poor Jewish barber tries to avoid persecution from Hynkel's regime.,20,11000000,Once again - the whole world laughs!,8,2539
1282,Fantasia,animation children's musical,1940,tt1502827,-1.0,-1.0,0.0,-1,en,2280000,"Walt Disney's timeless masterpiece is an extravaganza of sight and sound! See the music come to life, hear the pictures burst into song and experience the excitement that is Fantasia over and over again.",71,76411819,The most sensational sound you'll ever see!,7,2422
1283,High Noon,western,1952,tt6068198,-1.0,-1.0,0.0,-1,en,730000,"Will Kane, the sheriff of a small town in New Mexico, learns a notorious outlaw he put in jail has been freed, and will be arriving on the noon train. Knowing the outlaw and his gang are coming to kill him, Kane is determined to stand his ground, so he attempts to gather a posse from among the local townspeople.",26,8000000,The story of a man who was too proud to run.,7,1066
1284,The Big Sleep,film-noir mystery,1946,tt0077234,5.7,4751.0,0.0,99,en,1600000,"Private Investigator Philip Marlowe is hired by wealthy General Sternwood regarding a matter involving his youngest daughter Carmen. Before the complex case is over, Marlowe sees murder, blackmail, deception, and what might be love.",16,4900000,The picture they were born for!,7,749
1285,Heathers,comedy,1989,tt0097493,7.2,99408.0,0.0,103,en,3000000,"A girl who halfheartedly tries to be part of the ""in crowd"" of her school meets a rebel who teaches her a more devious way to play social politics: by killing the popular kids.",25,1108462,"Best friends, social trends, and occasional murder.",7,1272
1286,Somewhere in Time,drama romance,1980,tt0081534,7.2,28752.0,0.0,103,en,5100000,"Young writer Richard Collier is met on the opening night of his first play by an old lady who begs him to ""Come back to me"". Mystified, he tries to find out about her, and learns that she is a famous stage actress from the early 1900s. Becoming more and more obsessed with her, by self-hypnosis he manages to travel back in time—where he meets her.",16,0,Beyond fantasy. Beyond obsession. Beyond time itself... he will find her.,7,400
1287,Ben-Hur,action adventure drama,1959,tt0052618,8.1,233264.0,0.0,212,en,15000000,"In 25 AD,Judah Ben-Hur, a Jew in ancient Judea, opposes the occupying Roman empire.  Falsely accused by a Roman childhood friend-turned-overlord of trying to kill the Roman governor, he is put into slavery and his mother and sister are taken away as prisoners.  Three years later and freed by a grateful Roman galley commander whom he has rescued from drowning, he becomes an expert charioteer for Rome, all the while plotting to return to Judea, find and rescue his family, and avenge himself on his former friend.  All the while, the form and work of Jesus move in the background of his life...",58,164000000,The entertainment experience of a lifetime.,7,2035
1288,This Is Spinal Tap,comedy drama musical,1984,tt0088258,7.9,137168.0,0.0,82,en,2500000,"""This Is Spinal Tap"" shines a light on the self-contained universe of a metal band struggling to get back on the charts, including everything from its complicated history of ups and downs, gold albums, name changes and undersold concert dates, along with the full host of requisite groupies, promoters, hangers-on and historians, sessions, release events and those special behind-the-scenes moments that keep it all real.",16,4736202,Prepare to crank those amps up to eleven,7,1069
1289,Koyaanisqatsi,documentary war,1983,tt0085809,8.2,37771.0,0.0,86,en,0,Takes us to locations all around the US and shows us the heavy toll that modern technology is having on humans and the earth. The visual tone poem contains neither dialogue nor a vocalized narration: its tone is set by the juxtaposition of images and the exceptional music by Philip Glass.,15,1723872,"Until now, you've never really seen the world you live in.",7,465
1290,Some Kind of Wonderful,drama romance,1987,tt0094006,7.0,30655.0,0.0,95,en,0,"A young tomboy, Watts, finds her feelings for her best friend, Keith, run deeper than just friendship when he gets a date with the most popular girl in school.",11,18553948,"Before they could stand together, they had to stand alone.",6,355
1291,Indiana Jones and the Last Crusade,action adventure,1989,tt0097576,8.3,732561.0,0.0,127,en,48000000,"When Dr. Henry Jones Sr. suddenly goes missing while pursuing the Holy Grail, eminent archaeologist Indiana must team up with Marcus Brody, Sallah and Elsa Schneider to follow in his father's footsteps and stop the Nazis from recovering the power of eternal life.",40,474171806,"The man with the hat is back. And this time, he's bringing his Dad.",7,8000
1292,Being There,comedy,1979,tt0395345,6.7,23.0,0.0,50,en,0,"A simple-minded gardener named Chance has spent all his life in the Washington D.C. house of an old man. When the man dies, Chance is put out on the street with no knowledge of the world except what he has learned from television.",14,30177511,Getting there is half the fun; being there is all of it!,7,724
1293,Gandhi,drama,1982,tt0083987,8.1,226085.0,0.0,191,en,22000000,"In the early years of the 20th century, Mohandas K. Gandhi, a British-trained lawyer, forsakes all worldly possessions to take up the cause of Indian independence. Faced with armed resistance from the British government, Gandhi adopts a policy of 'passive resistance', endeavouring to win freedom for his people without resorting to bloodshed.",17,77737889,His triumph changed the world forever.,7,1852
1294,M*A*S*H,comedy war,1970,,-1.0,-1.0,0.0,-1,en,3500000,The staff of a Korean War field hospital use humor and high jinks to keep their sanity in the face of the horror of war.,17,81600000,M*A*S*H Gives A D*A*M*N.,7,749
1295,The Unbearable Lightness of Being,drama,1988,tt0096332,7.3,35684.0,0.0,171,en,17000000,"Successful surgeon Tomas leaves Prague for an operation, meets a young photographer named Tereza, and brings her back with him. Tereza is surprised to learn that Tomas is already having an affair with the bohemian Sabina, but when the Soviet invasion occurs, all three flee to Switzerland. Sabina begins an affair, Tom continues womanizing, and Tereza, disgusted, returns to Czechoslovakia. Realizing his mistake, Tomas decides to chase after her.",13,10006806,A lovers' story,7,320
1296,"Room with a View, A",drama romance,1986,,-1.0,-1.0,0.0,-1,,-1,,-1,-1,,-1,-1
1297,Real Genius,comedy,1985,tt0089886,6.9,33390.0,0.0,108,en,8000000,"Chris is the top brain who just wants to party, Mitch is the 15-year-old college wiz kid. Supposedly hard at work on a lab project with a mysterious deadline, they still find time to use their genius to discover new ways to have fun.",14,13000000,"Who ELSE can turn lasers into light shows, aircraft into armchairs, and high-tech into hijinks?",6,296
1298,Pink Floyd - The Wall,drama musical war,1982,,-1.0,-1.0,0.0,-1,en,12000000,A troubled rock star descends into madness in the midst of his physical and social isolation from everyone.,17,22244207,The Memories... The Madness... The Music... The Movie.,8,1154
1299,The Killing Fields,drama war,1984,tt0087553,7.8,54745.0,0.0,141,en,14400000,"The real-life story of a friendship between two journalists, an American and a Cambodian, during the bloody Khmer Rouge takeover of Cambodia in 1975, which led to the death of 2-3 million Cambodians during the next four years, until Pol Pot's regime was toppled by the intervening Vietnamese in 1979.",19,34700291,"Here, only the silent survive.",7,538
1300,My Life as a Dog (Mitt liv som hund),drama,1985,,-1.0,-1.0,0.0,-1,,-1,,-1,-1,,-1,-1
1301,Forbidden Planet,sci-fi,1956,tt1317479,-1.0,-1.0,0.0,-1,en,1900000,"Starship C57D travels to planet Altair 4 in search of the crew of spaceship ""Bellerophon,"" a scientific expedition that has been missing for 20 years, only to find themselves unwelcome by the expedition's lone survivor and warned of destruction by an invisible force if they don't turn back immediately.",18,3250000,"Earthmen on a fabulous, peril-journey into outer space!",7,667
1302,Field of Dreams,drama,1989,tt0097351,7.5,116408.0,0.0,107,en,15000000,"Ray Kinsella is an Iowa farmer who hears a mysterious voice telling him to turn his cornfield into a baseball diamond. He does, but the voice's directions don't stop -- even after the spirits of deceased ballplayers turn up to play.",19,84431625,"If you believe the impossible, the incredible can come true.",7,1112
1303,The Man Who Would Be King,adventure,1975,tt0073341,7.8,48095.0,0.0,129,en,8000000,"A robust adventure about two British adventurers who take over primitive Kafiristan as ""godlike"" rulers, meeting a tragic end through their desire for a native girl. Based on a short story by Rudyard Kipling.",10,12678,"Rudyard Kipling's epic of splendor, spectacle and high adventure at the top of a legendary world.",7,449
1304,Butch Cassidy and the Sundance Kid,action comedy western,1969,tt0064115,8.0,212082.0,0.0,110,en,6000000,"In late 1890s Wyoming, Butch Cassidy is the affable, clever and talkative leader of the outlaw Hole in the Wall Gang. His closest companion is the laconic dead-shot 'Sundance Kid'. As the west rapidly becomes civilized, the law finally catches up to Butch, Sundance and their gang.  Chased doggedly by a special posse, the two decide to make their way to South America in hopes of evading their pursuers once and for all.",26,102308889,"Not that it matters, but most of it is true.",7,1662
1305,"Paris, Texas",drama,1984,tt0087884,8.1,102704.0,0.0,145,en,1746964,"A man wanders out of the desert not knowing who he is. His brother finds him, and helps to pull his memory back of the life he led before he walked out on his family and disappeared four years earlier.",22,2181987,A place for dreams. A place for heartbreak. A place to pick up the pieces.,8,1231
1306,Until the End of the World (Bis ans Ende der Welt),drama sci-fi,1991,,-1.0,-1.0,0.0,-1,,-1,,-1,-1,,-1,-1
1307,When Harry Met Sally...,comedy romance,1989,tt0098635,7.7,211328.0,0.0,95,en,16000000,"During their travel from Chicago to New York, Harry and Sally debate whether or not sex ruins a friendship between a man and a woman. Eleven years later, and they're still no closer to finding the answer.",23,92823546,Can two friends sleep together and still love each other in the morning?,7,3153
1308,I Shot a Man in Vegas,comedy,1995,tt0113369,4.0,129.0,0.0,86,en,0,Friends flash back to a fight between pals that left one dead earlier that night in Las Vegas.,0,0,,2,1
1309,Parallel Sons,drama romance,1995,tt0114089,6.2,269.0,0.0,93,en,0,"Seth is a youth with artistic leanings, a fascination with Black pop culture, and a dead-end life in an Adirondack village. He's alternatively sensitive and brutal with Kristen, who wants a sexual relationship that he explosively rejects. Late one night, as he's closing the cafe where he works, a young Black man attempts to rob him at gun point but faints from illness. Seth takes the man, Knowledge, an escapee from a nearby prison, to a family cabin where he nurses him and they begin a tentative friendship. When the sheriff learns of Seth's harboring a fugitive, a confrontation looms. Relationships between fathers and their children dominate the subplots.",1,0,,5,6
1310,Hype!,documentary,1996,tt0116589,7.6,2659.0,0.0,84,en,0,"When the champ's promoter, Rev. Sultan, decides something new is needed to boost the marketability of the boxing matches, he searches and finds the only man to ever beat the champ. The problem is that he isn't a boxer anymore and he's white. However, once Rev. Sultan convinces him to fight, he goes into heavy training while the confident champ takes it easy and falls out of shape.",10,0,If you can't find the perfect contender....make one.,5,74
1311,Santa with Muscles,comedy,1996,tt0117550,2.6,9044.0,0.0,97,en,0,"Penurious but muscle-bound Blake Thorne has made a vast fortune marketing health food and health supplements. He once was a nice fellow, but as his wealth increases, he becomes increasingly self-centered and decadent. One day, he gets in a great paint-gun fight that goes too far. Blake escapes the cops by running into a shopping mall, quickly donning a Santa Suit and pretending to be St. Nick. A head injury causes Blake to suffer amnesia, and an opportunistic ""elf"" decides to convince Blake that he is indeed Santa. This leads ""Santa"" to help save an orphanage, filled with adorable moppets, from the machinations of a greedy, insane doctor.",6,0,He's arrived in the St. Nick of time!,3,62
1312,Female Perversions,drama,1996,tt0116293,5.4,2476.0,0.0,120,en,0,"An ambitious female attorney wallows in excess and meaningless sex with both male and female partners, while dealing with her personal life problems including helping her kleptomaniac sister.",10,0,Dare to let yourself go where you've never been before.,5,36
1313,Mad Dog Time,crime,1996,tt0116953,5.3,2886.0,0.0,93,en,0,"With his boss in the madhouse, a mobster is temporary boss of the criminal empire just as vicious rivals threaten the control of the empire.",6,0,,5,30
1314,Breathing Room,romance,1996,tt0160259,6.2,7.0,0.0,-1,en,0,"Thrown naked into a desolate room with thirteen strangers, Tonya discovers that she is the final contestant in a deadly game. Restrained by lethal electronic collars, the players must utilize hints and tools from a box marked ""pieces"" to find both an exit and the reason for their abduction. One by one the players are eliminated as their ""curfew"" begins and the lights go out. With each dead body comes another clue, which they use to discover that one of them is the killer. The question is ... which one?",8,0,,4,62
1315,Paris Was a Woman,documentary,1995,tt0114093,7.3,172.0,0.0,75,en,0,"Women (many of them lesbian) artists, writers, photographers, designers, and adventurers settled in Paris between the wars. They embraced France, some developed an ex-pat culture, and most cherished a way of life quite different than the one left behind.",1,0,,5,5
1316,Anna,drama,1996,tt5626136,-1.0,-1.0,0.0,-1,fr,34000000,Beneath Anna Poliatova's striking beauty lies a secret that will unleash her indelible strength and skill to become one of the world's most feared government assassins.,43,31626978,Never make the weapon the target,6,2042
1317,I'm Not Rappaport,comedy,1996,tt0116601,6.5,1689.0,0.0,135,en,0,"Old Nat Moyer is a talker, a philosopher, and a troublemaker with a fanciful imagination. His companion is Midge Carter, who is half-blind, but still the super of an apartment house. When he is threatened with retirement, Nat battles on his behalf. Nat also takes on his daughter, a drug dealer, and a mugger in this appealing version of a really 'odd couple'.",4,0,,5,22
1318,Blue Juice,comedy drama,1995,tt0112537,5.1,2715.0,0.0,90,en,0,"JC is the hero of the Cornish surfing community. Staring thirty hard in the face, he fears that the wave that has carried him through a prolonged adolescence is heading for the rocks as his girlfriend pressures him for commitment and his friends contemplate growing up.",5,0,The ride is wild!,3,22
1319,Kids of Survival,documentary,1993,tt0107314,6.9,15.0,0.0,87,en,0,"Kids of Survival is an Emmy Award-winning feature-length documentary about three years of work and struggle inside the acclaimed South Bronx art/education group, Tim Rollins + K.O.S. For over a decade, artist-educator Tim Rollins, working with Puerto Rican and Dominican teenagers in the Bronx, has made large-scale paintings now hanging in major museums and collections around the world. In Kids of Survival, five teenage boys from the Bronx use their talents as modern artists to wage a crucial personal battle.",0,0,,0,0
1320,Alien³,action horror sci-fi thriller,1992,,-1.0,-1.0,0.0,-1,en,11000000,"During its return to the earth, commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet, a creature inside one of the eggs attacks an explorer. The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed.",64,104931801,In space no one can hear you scream.,8,11438
1321,"American Werewolf in London, An",horror,1981,,-1.0,-1.0,0.0,-1,,-1,,-1,-1,,-1,-1
1322,Amityville 1992: It's About Time,horror,1992,,-1.0,-1.0,0.0,-1,en,0,"When an old clock arrives at home as a gift, strange things begin to happen. The family that proudly assigned a privileged place to the clock in the living room, is unaware that this thing is a link to an old and evil house...",8,0,The terror returns... with a vengeance!,4,74
1323,Amityville 3-D,horror,1983,tt0085159,4.1,6527.0,0.0,105,en,0,"To debunk the Amityville house's infamous reputation and take advantage of a rock-bottom asking price, skeptical journalist John Baxter buys the place and settles in to write his first novel. But as soon as the ink on the deed has dried, people who have come into contact with John and the house begin to meet with shocking fates. Is it all just coincidence, or is the house really the gateway to hell?",12,6333135,WARNING: in this movie you are the victim.,4,147
1324,Amityville: Dollhouse,horror,1996,,-1.0,-1.0,0.0,-1,en,0,"A dollhouse that is a replica of the infamous Amityville haunted house is given to a little girl. Soon after, all sorts of horrible unexplained accidents start to happen. The family must work together to fight off the terrifying evil that has inhabited their lives.",10,0,Home is where the Horror is...,4,57
1325,Amityville: A New Generation,horror,1993,,-1.0,-1.0,0.0,-1,en,1500000,"Photographer Keyes is given an old mirror from an homeless person he photographs on the street, takes it home and gives it a friend. He doesn't know yet that people see horrible things happen to themselves in the mirror and later these things come true. Are these really suicides or is there a demonic force behind the mirror?",9,0,Terror Has a Reflection All its Own.,4,53
1326,Amityville II: The Possession,horror,1982,tt0083550,5.5,11270.0,0.0,104,en,5000000,"Eager to start afresh, the unsuspecting couple of Anthony and Dolores Montelli, along with their four children, move into their dream house in Amityville. However, right from the very first night, strange paranormal experiences shatter the Montellis' fantasy, as the restless spirits of the dead and the new home's dark secrets open the unfathomable black portal of hell. Now, the family's older child, Sonny, has become the perfect vessel of destruction, as the invisible demonic forces claim his soul. Can Father Frank Adamsky cleanse the infernal Amityville House?",27,12534817,"In ""The Amityville Horror"", the Lutzes got out of this house alive. This family was not so lucky.",5,248
1327,The Amityville Horror,horror,1979,tt0078767,6.2,38790.0,0.0,117,en,19000000,"This hair-raising remake of the 1979 horror hit depicts the ordeal of the Lutz clan, whose new home has a gory past and a legacy of demons. Before long, the family patriarch is plagued by nightmares and his daughter is seeing phantoms.",55,108047131,What happened over the next 28 days has never been explained.,6,1744
1328,The Amityville Curse,horror,1990,,-1.0,-1.0,0.0,-1,en,750000,"Five people spend the night in an abandoned house, the Amityville haunted house, and soon find themselves terrorized by assorted ghosts, venomous insects and ghostly apparitions.",8,0,"It began with a murder and a hanging. Now, the innocent must pay for the sins of the guilty...",3,60
1329,Blood For Dracula (Andy Warhol's Dracula),horror,1974,,-1.0,-1.0,0.0,-1,,-1,,-1,-1,,-1,-1
1330,April Fool's Day,comedy horror,1986,tt0090655,6.1,16189.0,0.0,89,en,5000000,"The new ""April Fool's"" revolves around a party given by two rich siblings for their friend. Tragedy strikes when a friend falls over a balcony and dies. One year later, the teens responsible for the accident become the targets of a twisted killer who begins hunting them down one by one.",9,0,"This April Fool's Day, Put All Jokes Aside...Because You May Be Next.",4,57
1331,Audrey Rose,horror,1977,tt17279546,-1.0,-1.0,0.0,-1,en,0,"A man is convinced that a young girl is the reincarnation of his own daughter Audrey Rose, who died in a fiery car accident, along with his wife, two minutes before the girl was born.",9,0,Suddenly Their Lives Were Engulfed By Supernatural Terror!,5,96
1332,The Believers,horror thriller,1987,tt7985596,-1.0,-1.0,0.0,-1,en,0,"Mourning the accidental death of his wife and having just moved to New York with his young son, laconic police psychologist Cal Jamison is reluctantly drawn into a series of grisly, ritualistic murders involving the immolation of two youths.",9,18753438,"Nothing can stop them, no one can help you. They know who you are.",5,108
1333,The Birds,horror,1963,tt0067379,6.1,30.0,0.0,78,en,2500000,"Chic socialite Melanie Daniels enjoys a passing flirtation with an eligible attorney in a San Francisco pet shop and, on an impulse, follows him to his hometown bearing a gift of lovebirds. But upon her arrival, the bird population runs amok. Suddenly, the townsfolk face a massive avian onslaught, with the feathered fiends inexplicably attacking people all over Bodega Bay.",35,11500000,"...and remember, the next scream you hear may be your own!",7,3133
1334,The Blob,horror sci-fi,1958,tt4381834,-1.0,-1.0,0.0,-1,en,19000000,"Remake of the 1958 horror sci-fi about a deadly blob which is the spawn of a secret government germ warfare project which consumes everyone in its path. Teenagers try in vain to warn the townsfolk, who refuse to take them seriously, while government agents try to cover up the evidence and confine the creature.",19,8247943,"Scream now, while there's still room to breathe.  Terror has no shape.",6,621
1335,Blood Beach,action horror,1981,tt0082083,4.5,2500.0,0.0,92,en,2000000,"Something or someone is attacking people one by one on the beach. Some of them are mutilated, but most of them are sucked into the sand, disappearing without a trace. What is the creature responsible? Where does it live, and where did it come from? And is there any chance of it reproducing? Meanwhile, David Huffman and Mariana Hill are once-almost-married old friends, reunited over the death of her mother on the beach, and searching for clues in the abandoned buildings where they used to play when they were young.",6,0,Just when you thought it was safe to go back in the water - you can't get to it.,4,48
1336,Body Parts,horror,1991,tt8923480,-1.0,-1.0,0.0,-1,en,0,"A criminal psychologist loses his arm in a car crash, and becomes one of three patients to have their missing limbs replaced by those belonging to an executed serial killer. One of them dies violently, and disturbing occurrences start happening to the surviving two.",9,0,The transplant was a success. Then the donor came to take it back.,5,82
1337,The Body Snatcher,horror,1945,tt0049428,6.7,169.0,0.0,80,en,125000,"Edinburgh, 1831. Among those who undertake the illegal trade of grave robbery is Gray, ostensibly a cab driver. Formerly a medical student convicted of grave robbery, Gray holds a grudge against Dr. MacFarlane who had escaped detection and punishment.",8,0,GRAVES RAIDED! COFFINS ROBBED! CORPSES CARVED! MIDNIGHT MURDER! BODY BLACKMAIL! STALKING GHOULS! Mad Thrills of Terror And Macabre Mystery... –and don't blame us if you stay awake all night!,7,130
1339,Bram Stoker's Dracula,horror romance,1992,tt0103874,7.4,210217.0,0.0,128,en,40000000,"When Dracula leaves the captive Jonathan Harker and Transylvania for London in search of Mina Harker, the reincarnation of Dracula's long-dead wife Elisabeta, obsessed vampire hunter Dr. Van Helsing sets out to end the madness.",53,215862692,The blood is life.,7,3902
1340,Bride of Frankenstein,horror,1935,tt1457762,-1.0,-1.0,0.0,-1,en,393750,"After recovering from injuries sustained in the mob attack upon himself and his creation, Dr. Frankenstein falls under the control of his former mentor, Dr. Pretorius, who insists the now-chastened doctor resume his experiments in creating new life. Meanwhile, the Monster remains on the run from those who wish to destroy him without understanding that his intentions are generally good despite his lack of socialization and self-control.",20,2000000,The monster demands a mate!,7,659
1341,Burnt Offerings,horror,1976,tt5312948,-1.0,-1.0,0.0,-1,en,0,"A couple and their 12-year-old son move into a giant house for the summer. Things start acting strange almost immediately. It seems that every time someone gets hurt on the grounds, the beat-up house seems to repair itself.",11,0,"Up the ancient stairs, behind the locked door, something lives, something evil, from which no one has ever returned.",6,161
1342,Candyman,horror,1992,tt0103919,6.7,87579.0,0.0,99,en,25000000,"Anthony and his partner move into a loft in the now gentrified Cabrini-Green, and after a chance encounter with an old-timer exposes Anthony to the true story behind Candyman, he unknowingly opens a door to a complex past that unravels his own sanity and unleashes a terrifying wave of violence.",114,77389310,Dare to say his name.,6,799
1343,Cape Fear,thriller,1991,tt0101540,7.3,188061.0,0.0,128,en,35000000,"Sam Bowden is a small-town corporate attorney. Max Cady is a tattooed, cigar-smoking, Bible-quoting, psychotic rapist. What do they have in common? Fourteen years ago, Sam was a public defender assigned to Max Cady's rape trial, and he made a serious error: he hid a document from his illiterate client that could have gotten him acquitted. Now, the cagey Cady has been released, and he intends to teach Sam Bowden and his family a thing or two about loss.",21,182300000,There is nothing in the dark that isn't there in the light. Except fear.,7,2553
1344,Cape Fear,film-noir thriller,1962,tt0101540,7.3,188061.0,0.0,128,en,35000000,"Sam Bowden is a small-town corporate attorney. Max Cady is a tattooed, cigar-smoking, Bible-quoting, psychotic rapist. What do they have in common? Fourteen years ago, Sam was a public defender assigned to Max Cady's rape trial, and he made a serious error: he hid a document from his illiterate client that could have gotten him acquitted. Now, the cagey Cady has been released, and he intends to teach Sam Bowden and his family a thing or two about loss.",21,182300000,There is nothing in the dark that isn't there in the light. Except fear.,7,2553
1345,Carrie,horror,1976,tt0074285,7.4,180828.0,0.0,98,en,0,"Carrie White is a lonely and painfully shy teenage girl with telekinetic powers who is slowly pushed to the edge of insanity by frequent bullying from both classmates at her school, and her own religious, but abusive, mother.",76,0,If only they knew she had the power,6,354
1346,Cat People,horror,1982,tt0083722,6.2,20800.0,0.0,118,en,18000000,"After years of separation, Irina and her minister brother, Paul, reunite in New Orleans in this erotic tale of the supernatural. When zoologists capture a wild panther, Irina is drawn to the cat -- and the zoo curator is drawn to her. Soon, Irina's brother will have to reveal the family secret: that when sexually aroused, they turn into predatory jungle cats.",14,0,They are something more than lovers who are about to become something less than human.,6,351
1347,"Nightmare on Elm Street, A",horror,1984,,-1.0,-1.0,0.0,-1,,-1,,-1,-1,,-1,-1
1348,"Nosferatu (Nosferatu, eine Symphonie des Grauens)",horror,1922,,-1.0,-1.0,0.0,-1,,-1,,-1,-1,,-1,-1
1349,Nosferatu a Venezia,horror,1986,,-1.0,-1.0,0.0,-1,it,0,"Professor Paris Catalano visits Venice, to investigate the last known appearance of the famous vampire Nosferatu during the carnival of 1786.",5,0,,5,21
1350,The Omen,horror,1976,tt0075005,7.5,115525.0,0.0,111,en,25000000,A diplomatic couple adopts the son of the devil without knowing it. A remake of the classic horror film of the same name from 1976.,37,119188334,A new generation of terror,5,809
1351,Blood & Wine,drama,1997,,-1.0,-1.0,0.0,-1,en,26000000,"A man who has failed as a father and husband commits a heist to make money for his fledging business, but things become complicated when his wife interferes.",9,1094668,There is no honour amongst thieves.,5,117
1352,Albino Alligator,crime thriller,1996,tt0115495,6.1,8029.0,0.0,94,en,6000000,"While escaping from a foiled robbery attempt, three thieves find themselves surrounded by police at a New Orleans bar--only they're not the people the police are searching for.",10,0,They Planned The Perfect Crime... Until It All Went Perfectly Wrong!,5,126
1353,The Mirror Has Two Faces,comedy romance,1996,tt0117057,6.6,19558.0,0.0,126,en,42000000,"Rose Morgan, who still lives with her mother, is a professor of Romantic Literature who desperately longs for passion in her life. Gregory Larkin, a mathematics professor, has been burned by passionate relationships and longs for a sexless union based on friendship and respect.",12,41083864,A story about just how wrong two people can be before they can be right.,6,248
1354,Breaking the Waves,drama,1996,tt0115751,7.8,65750.0,0.0,159,da,0,"In a small and conservative Scottish village, a woman's paralytic husband convinces her to have extramarital intercourse so she can tell him about it and give him a reason for living.",17,3803298,Love is a mighty power.,7,715
1355,Nightwatch,horror thriller,1997,tt7730012,-1.0,-1.0,0.0,-1,en,0,"A law student, who takes a job as a night watchman at a morgue, begins to discover clues that implicate him as the suspect of a series of murders.",16,1179002,,6,299
1356,Star Trek: First Contact,action adventure sci-fi,1996,tt0117731,7.6,123323.0,0.0,111,en,46000000,"The Borg, a relentless race of cyborgs, are on a direct course for Earth. Violating orders to stay away from the battle, Captain Picard and the crew of the newly-commissioned USS Enterprise E pursue the Borg back in time to prevent the invaders from changing Federation history and assimilating the galaxy.",26,150000000,Resistance is futile.,7,1366
1357,Shine,drama romance,1996,tt4507784,-1.0,-1.0,0.0,-1,en,5500000,"Pianist David Helfgott, driven by his father and teachers, has a breakdown. Years later he returns to the piano, to popular if not critical acclaim.",16,35892330,A true story of the mystery of music and the miracle of love,7,506
1358,Sling Blade,drama thriller,1996,tt0117666,8.0,92539.0,0.0,135,en,1200000,"Karl Childers is a mentally disabled man who has been in the custody of the state mental hospital since the age of 12 for killing his mother and her lover. Although thoroughly institutionalized, Karl is deemed fit to be released into the outside world.",13,34100000,A simple man. A difficult choice.,7,591
1359,Jingle All the Way,adventure children's comedy,1996,tt0116705,5.7,102722.0,0.0,89,en,60000000,"Howard Langston, a salesman for a mattress company, is constantly kept busy at his job, disappointing his son. After he misses his son's karate exposition, Howard vows to make it up to him by buying an action figure of his son's favorite television hero for Christmas. Unfortunately for Howard, it is Christmas Eve, and every store is sold out of Turbo Man. Now, Howard must travel all over town and compete with everybody else to find a Turbo Man action figure.",25,129832389,"Two dads, one toy, no prisoners.",6,2032
1360,Identification of a Woman (Identificazione di una donna),drama,1982,,-1.0,-1.0,0.0,-1,,-1,,-1,-1,,-1,-1
1361,Paradise Lost: The Child Murders at Robin Hood Hills,documentary,1996,tt0117293,8.2,16503.0,0.0,150,en,0,A horrific triple child murder leads to an indictment and trial of three nonconformist boys based on questionable evidence.,7,0,Witchcraft or witch hunt?,7,131
1362,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il)",drama,1970,,-1.0,-1.0,0.0,-1,,-1,,-1,-1,,-1,-1
1363,The Preacher's Wife,drama,1996,tt0117372,5.6,12178.0,0.0,123,en,40000000,"Good natured Reverend Henry Biggs finds that his marriage to choir mistress Julia is flagging, due to his constant absence caring for the deprived neighborhood they live in. On top of all this, his church is coming under threat from property developer Joe Hamilton. In desperation, Rev. Biggs prays to God for help - and help arrives in the form of an angel named Dudley.",9,48102795,They needed help. What they got was a miracle.,5,173
1364,Zero Kelvin (Kjærlighetens kjøtere),action,1995,,-1.0,-1.0,0.0,-1,,-1,,-1,-1,,-1,-1
1365,Ridicule,drama,1996,tt0117477,7.3,7543.0,0.0,102,fr,3000000,"To get royal backing on a needed drainage project, a poor French lord must learn to play the delicate games of wit at court at Versailles.",11,2503829,Wit is the ultimate weapon.,6,148
