,movie_id,title,genres,year
653,659,Purple Noon,crime thriller,1960
654,660,August,drama,1996
655,661,James and the Giant Peach,animation children's musical,1996
656,662,Fear,thriller,1996
657,663,Kids in the Hall: Brain Candy,comedy,1996
658,664,Faithful,comedy,1996
659,665,Underground,war,1995
660,666,All Things Fair,drama,1996
661,667,Bloodsport 2,action,1995
662,668,Pather Panchali,drama,1955
663,669,Aparajito,drama,1956
664,670,"World of Apu, The (Apur Sansar)",drama,1959
665,671,Mystery Science Theater 3000: The Movie,comedy sci-fi,1996
666,672,Tarantella,drama,1995
667,673,Space Jam,adventure animation children's comedy fantasy,1996
668,674,Barbarella,adventure sci-fi,1968
669,675,Hostile Intentions,action drama thriller,1994
670,676,They Bite,drama,1996
671,678,Some Folks Call It a Sling Blade,drama thriller,1993
672,679,"Run of the Country, The",drama,1995
673,680,Alphaville,sci-fi,1965
674,681,Clean Slate (Coup de Torchon),crime,1981
675,682,Tigrero: A Film That Was Never Made,documentary drama,1994
676,683,"Eye of Vichy, The (Oeil de Vichy, L')",documentary,1993
677,684,Windows,drama,1980
678,685,It's My Party,drama,1995
679,687,Country Life,drama romance,1994
680,688,Operation Dumbo Drop,action adventure comedy war,1995
681,690,"Promise, The (Versprechen, Das)",romance,1994
682,691,Mrs. Winterbourne,comedy romance,1996
683,692,Solo,action sci-fi thriller,1996
684,693,Under the Domin Tree (Etz Hadomim Tafus),drama,1994
685,694,"Substitute, The",action,1996
686,695,True Crime,mystery thriller,1995
687,696,Butterfly Kiss,thriller,1995
688,697,Feeling Minnesota,drama romance,1996
689,698,Delta of Venus,drama,1994
690,699,To Cross the Rubicon,drama,1991
691,700,Angus,comedy,1995
692,701,Daens,drama,1992
693,702,Faces,drama,1968
694,703,Boys,drama,1996
695,704,"Quest, The",action adventure,1996
696,705,Cosi,comedy,1996
697,706,Sunset Park,drama,1996
698,707,Mulholland Falls,crime film-noir thriller,1996
699,708,"Truth About Cats & Dogs, The",comedy romance,1996
700,709,Oliver & Company,animation children's,1988
701,710,Celtic Pride,comedy,1996
702,711,Flipper,adventure children's,1996
703,712,Captives,drama,1994
704,713,Of Love and Shadows,drama,1994
705,714,Dead Man,western,1995
706,715,"Horseman on the Roof, The (Hussard sur le toit, Le)",drama,1995
707,716,Switchblade Sisters,crime,1975
708,717,Mouth to Mouth (Boca a boca),comedy,1995
709,718,"Visitors, The (Les Visiteurs)",comedy sci-fi,1993
710,719,Multiplicity,comedy,1996
711,720,Wallace & Gromit: The Best of Aardman Animation,animation,1996
712,721,Halfmoon (Paul Bowles - Halbmond),drama,1995
713,722,"Haunted World of Edward D. Wood Jr., The",documentary,1995
714,723,Two Friends,drama,1986
715,724,"Craft, The",drama horror,1996
716,725,"Great White Hype, The",comedy,1996
717,726,Last Dance,drama,1996
718,727,War Stories,documentary,1995
719,728,Cold Comfort Farm,comedy,1995
720,729,"Institute Benjamenta, or This Dream People Call Human Life",drama,1995
721,730,"Low Life, The",drama,1994
722,731,Heaven's Prisoners,mystery thriller,1996
723,732,Original Gangstas,crime,1996
724,733,"Rock, The",action adventure thriller,1996
725,734,Getting Away With Murder,comedy,1996
726,735,Cemetery Man (Dellamorte Dellamore),comedy horror,1994
727,736,Twister,action adventure romance thriller,1996
728,737,Barb Wire,action sci-fi,1996
729,738,"Garcu, Le",drama,1995
730,739,Honigmond,comedy,1996
731,741,Ghost in the Shell (Kokaku kidotai),animation sci-fi,1995
732,742,Thinner,horror thriller,1996
733,743,Spy Hard,comedy,1996
734,744,Brothers in Trouble,drama,1995
735,745,"Close Shave, A",animation comedy thriller,1995
736,746,Force of Evil,film-noir,1948
737,747,"Stupids, The",comedy,1996
738,748,"Arrival, The",action sci-fi thriller,1996
739,749,"Man from Down Under, The",drama,1943
740,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,sci-fi war,1963
741,751,Careful,comedy,1992
742,752,Vermont Is For Lovers,comedy romance,1992
743,753,"Month by the Lake, A",comedy drama,1995
744,754,Gold Diggers: The Secret of Bear Mountain,adventure children's,1995
745,755,Kim,children's drama,1950
746,756,Carmen Miranda: Bananas Is My Business,documentary,1994
747,757,Ashes of Time,drama,1994
748,758,"Jar, The (Khomreh)",drama,1992
749,759,Maya Lin: A Strong Clear Vision,documentary,1994
750,760,Stalingrad,war,1993
751,761,"Phantom, The",adventure,1996
752,762,Striptease,comedy crime,1996
753,763,"Last of the High Kings, The (a.k.a. Summer Fling)",drama,1996
754,764,Heavy,drama romance,1995
755,765,Jack,comedy drama,1996
756,766,I Shot Andy Warhol,drama,1996
757,767,"Grass Harp, The",drama,1995
758,768,Someone Else's America,drama,1995
759,769,Marlene Dietrich: Shadow and Light,documentary,1996
760,770,Costa Brava,drama,1946
761,771,"Vie est belle, La (Life is Rosey)",comedy drama,1987
762,772,Quartier Mozart,comedy,1992
763,773,Touki Bouki (Journey of the Hyena),drama,1973
764,774,Wend Kuuni (God's Gift),drama,1982
765,775,Spirits of the Dead (Tre Passi nel Delirio),horror,1968
766,776,Babyfever,comedy drama,1994
767,777,Pharaoh's Army,war,1995
768,778,Trainspotting,drama,1996
769,779,'Til There Was You,drama romance,1997
770,780,Independence Day (ID4),action sci-fi war,1996
771,781,Stealing Beauty,drama,1996
772,782,"Fan, The",thriller,1996
773,783,"Hunchback of Notre Dame, The",animation children's musical,1996
774,784,"Cable Guy, The",comedy,1996
775,785,Kingpin,comedy,1996
776,786,Eraser,action thriller,1996
777,787,"Gate of Heavenly Peace, The",documentary,1995
778,788,"Nutty Professor, The",comedy fantasy romance sci-fi,1996
779,789,"I, Worst of All (Yo, la peor de todas)",drama,1990
780,790,An Unforgettable Summer,drama,1994
781,791,"Last Klezmer: Leopold Kozlowski, His Life and Music, The",documentary,1995
782,792,"Hungarian Fairy Tale, A",fantasy,1987
783,793,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud),drama,1993
784,794,Midnight Dancers (Sibak),comedy drama,1994
785,795,Somebody to Love,drama,1994
786,796,"Very Natural Thing, A",drama,1974
787,797,"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La)",comedy,1991
788,798,Daylight,action adventure thriller,1996
789,799,"Frighteners, The",comedy horror,1996
790,800,Lone Star,drama mystery,1996
791,801,Harriet the Spy,children's comedy,1996
792,802,Phenomenon,drama romance,1996
793,803,Walking and Talking,romance,1996
794,804,She's the One,comedy romance,1996
795,805,"Time to Kill, A",drama,1996
796,806,American Buffalo,drama,1996
797,807,"Rendezvous in Paris (Rendez-vous de Paris, Les)",comedy romance,1995
798,808,Alaska,adventure children's,1996
799,809,Fled,action adventure,1996
800,810,Kazaam,children's comedy fantasy,1996
801,811,"Bewegte Mann, Der",comedy,1994
802,812,Magic Hunter,drama,1994
803,813,Larger Than Life,comedy,1996
804,814,"Boy Called Hate, A",drama,1995
805,815,Power 98,action mystery thriller,1995
806,816,Two Deaths,drama,1995
807,818,"Very Brady Sequel, A",comedy,1996
808,819,Stefano Quantestorie,comedy drama,1993
809,820,"Death in the Garden (Mort en ce jardin, La)",drama,1956
810,821,"Crude Oasis, The",romance,1995
811,822,Hedd Wyn,drama,1992
812,823,"Collectionneuse, La",drama,1967
813,824,Kaspar Hauser,drama,1993
814,825,Echte Kerle,comedy romance,1996
815,826,Diebinnen,drama,1995
816,827,"Convent, The (Convento, O)",drama,1995
817,828,"Adventures of Pinocchio, The",adventure children's,1996
818,829,Joe's Apartment,comedy musical,1996
819,830,"First Wives Club, The",comedy,1996
820,831,Stonewall,drama,1995
821,832,Ransom,drama thriller,1996
822,833,High School High,comedy,1996
823,834,Phat Beach,comedy,1996
824,835,Foxfire,drama,1996
825,836,Chain Reaction,action adventure thriller,1996
826,837,Matilda,children's comedy,1996
827,838,Emma,comedy drama romance,1996
828,839,"Crow: City of Angels, The",action thriller,1996
829,840,House Arrest,comedy,1996
830,841,Eyes Without a Face,horror,1959
831,842,Tales from the Crypt Presents: Bordello of Blood,horror,1996
832,843,Lotto Land,drama,1995
833,844,"Story of Xinghua, The",drama,1993
834,845,"Day the Sun Turned Cold, The (Tianguo niezi)",drama,1994
835,846,Flirt,drama,1995
836,847,"Big Squeeze, The",comedy drama,1996
837,848,"Spitfire Grill, The",drama,1996
838,849,Escape from L.A.,action adventure sci-fi thriller,1996
839,850,Cyclo,crime drama,1995
840,851,Basquiat,drama,1996
841,852,Tin Cup,comedy romance,1996
842,853,Dingo,drama,1992
843,854,"Ballad of Narayama, The (Narayama Bushiko)",drama,1958
844,855,Every Other Weekend,drama,1990
845,856,Mille bolle blu,comedy,1993
846,857,Crows and Sparrows,drama,1949
847,858,"Godfather, The",action crime drama,1972
848,859,"Hippie Revolution, The",documentary,1996
849,860,"Maybe, Maybe Not (Bewegte Mann, Der)",comedy,1994
850,861,Supercop,action thriller,1992
851,862,Manny & Lo,drama,1996
852,863,Celestial Clockwork,comedy,1994
853,864,"Wife, The",comedy drama,1995
854,865,Small Faces,drama,1995
855,866,Bound,crime drama romance thriller,1996
856,867,Carpool,comedy crime,1996
857,868,Death in Brunswick,comedy,1991
858,869,Kansas City,crime,1996
859,870,Gone Fishin',comedy,1997
860,871,Lover's Knot,comedy,1996
861,872,Aiqing wansui,drama,1994
862,873,Shadow of Angels (Schatten der Engel),drama,1976
863,874,Killer: A Journal of Murder,crime drama,1995
864,875,Nothing to Lose,drama,1994
865,876,Police Story 4: Project S (Chao ji ji hua),action,1993
866,877,Girls Town,drama,1996
867,878,Bye-Bye,drama,1995
868,879,"Relic, The",horror,1997
869,880,"Island of Dr. Moreau, The",sci-fi thriller,1996
870,881,First Kid,children's comedy,1996
871,882,"Trigger Effect, The",drama thriller,1996
872,884,Sweet Nothing,drama,1995
873,885,Bogus,children's drama fantasy,1996
874,886,Bulletproof,action,1996
875,887,Talk of Angels,drama,1998
876,888,Land Before Time III: The Time of the Great Giving,animation children's,1995
877,889,1-900,romance,1994
878,890,Baton Rouge,thriller,1988
879,891,Halloween: The Curse of Michael Myers,horror thriller,1995
880,892,Twelfth Night,comedy drama romance,1996
881,893,Mother Night,drama,1996
882,894,Liebelei,romance,1933
883,895,Venice/Venice,drama,1992
884,896,Wild Reeds,drama,1994
885,897,For Whom the Bell Tolls,adventure war,1943
886,898,"Philadelphia Story, The",comedy romance,1940
887,899,Singin' in the Rain,musical romance,1952
888,900,"American in Paris, An",musical romance,1951
889,901,Funny Face,comedy musical,1957
890,902,Breakfast at Tiffany's,drama romance,1961
891,903,Vertigo,mystery thriller,1958
892,904,Rear Window,mystery thriller,1954
893,905,It Happened One Night,comedy,1934
894,906,Gaslight,mystery thriller,1944
895,907,"Gay Divorcee, The",comedy musical romance,1934
896,908,North by Northwest,drama thriller,1959
897,909,"Apartment, The",comedy drama,1960
898,910,Some Like It Hot,comedy crime,1959
899,911,Charade,comedy mystery romance thriller,1963
900,912,Casablanca,drama romance war,1942
901,913,"Maltese Falcon, The",film-noir mystery,1941
902,914,My Fair Lady,musical romance,1964
903,915,Sabrina,comedy romance,1954
904,916,Roman Holiday,comedy romance,1953
905,917,"Little Princess, The",children's drama,1939
906,918,Meet Me in St. Louis,musical,1944
907,919,"Wizard of Oz, The",adventure children's drama musical,1939
908,920,Gone with the Wind,drama romance war,1939
909,921,My Favorite Year,comedy,1982
910,922,Sunset Blvd. (a.k.a. Sunset Boulevard),film-noir,1950
911,923,Citizen Kane,drama,1941
912,924,2001: A Space Odyssey,drama mystery sci-fi thriller,1968
913,925,Golden Earrings,adventure romance,1947
914,926,All About Eve,drama,1950
915,927,"Women, The",comedy,1939
916,928,Rebecca,romance thriller,1940
917,929,Foreign Correspondent,thriller,1940
918,930,Notorious,film-noir romance thriller,1946
919,931,Spellbound,mystery romance thriller,1945
920,932,"Affair to Remember, An",romance,1957
921,933,To Catch a Thief,comedy romance thriller,1955
922,934,Father of the Bride,comedy,1950
923,935,"Band Wagon, The",comedy musical,1953
924,936,Ninotchka,comedy romance,1939
925,937,Love in the Afternoon,comedy romance,1957
926,938,Gigi,musical,1958
927,939,"Reluctant Debutante, The",comedy drama,1958
928,940,"Adventures of Robin Hood, The",action adventure,1938
929,941,"Mark of Zorro, The",adventure,1940
930,942,Laura,crime film-noir mystery,1944
931,943,"Ghost and Mrs. Muir, The",drama romance,1947
932,944,Lost Horizon,drama,1937
933,945,Top Hat,comedy musical romance,1935
934,946,To Be or Not to Be,comedy drama war,1942
935,947,My Man Godfrey,comedy,1936
936,948,Giant,drama,1956
937,949,East of Eden,drama,1955
938,950,"Thin Man, The",mystery,1934
939,951,His Girl Friday,comedy,1940
940,952,Around the World in 80 Days,adventure comedy,1956
941,953,It's a Wonderful Life,drama,1946
942,954,Mr. Smith Goes to Washington,drama,1939
943,955,Bringing Up Baby,comedy,1938
944,956,Penny Serenade,drama romance,1941
945,957,"Scarlet Letter, The",drama,1926
946,958,Lady of Burlesque,comedy mystery,1943
947,959,Of Human Bondage,drama,1934
948,960,Angel on My Shoulder,crime drama,1946
949,961,Little Lord Fauntleroy,drama,1936
950,962,They Made Me a Criminal,crime drama,1939
951,963,"Inspector General, The",musical,1949
952,964,Angel and the Badman,western,1947
953,965,"39 Steps, The",thriller,1935
954,966,"Walk in the Sun, A",drama,1945
955,967,"Outlaw, The",western,1943
956,968,Night of the Living Dead,horror sci-fi,1968
957,969,"African Queen, The",action adventure romance war,1951
958,970,Beat the Devil,comedy drama,1954
959,971,Cat on a Hot Tin Roof,drama,1958
960,972,"Last Time I Saw Paris, The",drama,1954
961,973,Meet John Doe,drama,1941
962,974,Algiers,drama romance,1938
963,975,Something to Sing About,comedy musical,1937
964,976,"Farewell to Arms, A",romance war,1932
965,977,Moonlight Murder,mystery,1936
966,978,"Blue Angel, The (Blaue Engel, Der)",drama,1930
967,979,Nothing Personal,drama war,1995
968,980,In the Line of Duty 2,action,1987
969,981,Dangerous Ground,drama,1997
970,982,Picnic,drama,1955
971,983,Madagascar Skin,romance,1995
972,984,"Pompatus of Love, The",comedy drama,1996
973,985,Small Wonders,documentary,1996
974,986,Fly Away Home,adventure children's,1996
975,987,Bliss,drama romance,1997
976,988,Grace of My Heart,comedy drama,1996
977,989,Schlafes Bruder (Brother of Sleep),drama,1995
978,990,Maximum Risk,action adventure thriller,1996
979,991,Michael Collins,drama war,1996
980,992,"Rich Man's Wife, The",thriller,1996
981,993,Infinity,drama,1996
982,994,Big Night,drama,1996
983,996,Last Man Standing,action drama western,1996
984,997,Caught,drama thriller,1996
985,998,Set It Off,action crime,1996
986,999,2 Days in the Valley,crime,1996
987,1000,Curdled,crime,1996
988,1001,"Associate, The (L'Associe)",comedy,1982
989,1002,Ed's Next Move,comedy,1996
990,1003,Extreme Measures,drama thriller,1996
991,1004,"Glimmer Man, The",action thriller,1996
992,1005,D3: The Mighty Ducks,children's comedy,1996
993,1006,"Chamber, The",drama,1996
994,1007,"Apple Dumpling Gang, The",children's comedy western,1975
995,1008,"Davy Crockett, King of the Wild Frontier",western,1955
996,1009,Escape to Witch Mountain,adventure children's fantasy,1975
997,1010,"Love Bug, The",children's comedy,1969
998,1011,Herbie Rides Again,adventure children's comedy,1974
999,1012,Old Yeller,children's drama,1957
1000,1013,"Parent Trap, The",children's drama,1961
1001,1014,Pollyanna,children's comedy drama,1960
1002,1015,Homeward Bound: The Incredible Journey,adventure children's,1993
1003,1016,"Shaggy Dog, The",children's comedy,1959
1004,1017,Swiss Family Robinson,adventure children's,1960
1005,1018,That Darn Cat!,children's comedy mystery,1965
1006,1019,"20,000 Leagues Under the Sea",adventure children's fantasy sci-fi,1954
1007,1020,Cool Runnings,comedy,1993
1008,1021,Angels in the Outfield,children's comedy,1994
1009,1022,Cinderella,animation children's musical,1950
1010,1023,Winnie the Pooh and the Blustery Day,animation children's,1968
1011,1024,"Three Caballeros, The",animation children's musical,1945
1012,1025,"Sword in the Stone, The",animation children's,1963
1013,1026,So Dear to My Heart,children's drama,1949
1014,1027,Robin Hood: Prince of Thieves,drama,1991
1015,1028,Mary Poppins,children's comedy musical,1964
1016,1029,Dumbo,animation children's musical,1941
1017,1030,Pete's Dragon,adventure animation children's musical,1977
1018,1031,Bedknobs and Broomsticks,adventure children's musical,1971
1019,1032,Alice in Wonderland,animation children's musical,1951
1020,1033,"Fox and the Hound, The",animation children's,1981
1021,1034,Freeway,crime,1996
1022,1035,"Sound of Music, The",musical,1965
1023,1036,Die Hard,action thriller,1988
1024,1037,"Lawnmower Man, The",action sci-fi thriller,1992
1025,1038,Unhook the Stars,drama,1996
1026,1039,Synthetic Pleasures,documentary,1995
1027,1040,"Secret Agent, The",drama,1996
1028,1041,Secrets & Lies,drama,1996
1029,1042,That Thing You Do!,comedy,1996
1030,1043,To Gillian on Her 37th Birthday,drama romance,1996
1031,1044,Surviving Picasso,drama,1996
1032,1045,Love Is All There Is,comedy drama,1996
1033,1046,Beautiful Thing,drama romance,1996
1034,1047,"Long Kiss Goodnight, The",action thriller,1996
1035,1049,"Ghost and the Darkness, The",action adventure,1996
1036,1050,Looking for Richard,documentary drama,1996
1037,1051,Trees Lounge,drama,1996
1038,1052,"Proprietor, The",drama,1996
1039,1053,Normal Life,crime drama,1996
1040,1054,Get on the Bus,drama,1996
1041,1055,Shadow Conspiracy,thriller,1997
1042,1056,Jude,drama,1996
1043,1057,Everyone Says I Love You,comedy musical romance,1996
1044,1058,Bitter Sugar (Azucar Amargo),drama,1996
1045,1059,William Shakespeare's Romeo and Juliet,drama romance,1996
1046,1060,Swingers,comedy drama,1996
1047,1061,Sleepers,crime drama,1996
1048,1062,"Sunchaser, The",drama,1996
1049,1063,Johns,drama,1996
1050,1064,Aladdin and the King of Thieves,animation children's comedy,1996
1051,1065,"Woman in Question, The",mystery,1950
1052,1066,Shall We Dance?,comedy musical romance,1937
1053,1067,"Damsel in Distress, A",comedy musical romance,1937
1054,1068,Crossfire,crime film-noir,1947
1055,1069,"Murder, My Sweet",film-noir thriller,1944
1056,1070,Macao,adventure,1952
1057,1071,For the Moment,romance war,1994
1058,1073,Willy Wonka and the Chocolate Factory,adventure children's comedy fantasy,1971
1059,1075,"Sexual Life of the Belgians, The",comedy,1994
1060,1076,"Innocents, The",thriller,1961
1061,1077,Sleeper,comedy sci-fi,1973
1062,1078,Bananas,comedy war,1971
1063,1079,"Fish Called Wanda, A",comedy,1988
1064,1080,Monty Python's Life of Brian,comedy,1979
1065,1081,Victor/Victoria,comedy musical,1982
1066,1082,"Candidate, The",drama,1972
1067,1083,"Great Race, The",comedy musical,1965
1068,1084,Bonnie and Clyde,crime drama,1967
1069,1085,"Old Man and the Sea, The",adventure drama,1958
1070,1086,Dial M for Murder,mystery thriller,1954
1071,1087,Madame Butterfly,musical,1995
1072,1088,Dirty Dancing,musical romance,1987
1073,1089,Reservoir Dogs,crime thriller,1992
1074,1090,Platoon,drama war,1986
1075,1091,Weekend at Bernie's,comedy,1989
1076,1092,Basic Instinct,mystery thriller,1992
1077,1093,"Doors, The",drama musical,1991
1078,1094,"Crying Game, The",drama romance war,1992
1079,1095,Glengarry Glen Ross,drama,1992
1080,1096,Sophie's Choice,drama,1982
1081,1097,E.T. the Extra-Terrestrial,children's drama fantasy sci-fi,1982
1082,1098,"Search for One-eye Jimmy, The",comedy,1996
1083,1099,"Christmas Carol, A",drama,1938
1084,1100,Days of Thunder,action romance,1990
1085,1101,Top Gun,action romance,1986
1086,1102,American Strays,action,1996
1087,1103,Rebel Without a Cause,drama,1955
1088,1104,"Streetcar Named Desire, A",drama,1951
1089,1105,Children of the Corn IV: The Gathering,horror,1996
1090,1106,"Leopard Son, The",documentary,1996
1091,1107,Loser,comedy,1991
1092,1108,Prerokbe Ognja,documentary,1995
1093,1109,Charm's Incidents,drama,1996
1094,1110,Bird of Prey,action,1996
1095,1111,Microcosmos (Microcosmos: Le peuple de l'herbe),documentary,1996
1096,1112,Palookaville,action drama,1996
1097,1113,"Associate, The",comedy,1996
1098,1114,"Funeral, The",drama,1996
1099,1115,Sleepover,comedy drama,1995
1100,1116,"Single Girl, A (La Fille Seule)",drama,1995
1101,1117,"Eighth Day, The (Le Huitième jour )",drama,1996
1102,1118,Tashunga,adventure western,1995
1103,1119,Drunks,drama,1997
1104,1120,"People vs. Larry Flynt, The",drama,1996
1105,1121,Glory Daze,drama,1996
1106,1122,Plutonium Circus,documentary,1995
1107,1123,"Perfect Candidate, A",documentary,1996
1108,1124,On Golden Pond,drama,1981
1109,1125,"Return of the Pink Panther, The",comedy,1974
1110,1126,Drop Dead Fred,comedy fantasy,1991
1111,1127,"Abyss, The",action adventure sci-fi thriller,1989
1112,1128,"Fog, The",horror,1980
1113,1129,Escape from New York,action adventure sci-fi thriller,1981
1114,1130,"Howling, The",horror,1980
1115,1131,Jean de Florette,drama,1986
1116,1132,Manon of the Spring (Manon des sources),drama,1986
1117,1133,Talking About Sex,comedy drama,1994
1118,1134,Johnny 100 Pesos,action drama,1993
1119,1135,Private Benjamin,comedy,1980
1120,1136,Monty Python and the Holy Grail,comedy,1974
1121,1137,Hustler White,romance,1996
1122,1138,Dadetown,documentary,1995
1123,1139,Everything Relative,drama,1996
1124,1140,Entertaining Angels: The Dorothy Day Story,drama,1996
1125,1141,Hoogste tijd,drama,1995
1126,1142,Get Over It,drama,1996
1127,1143,Three Lives and Only One Death,comedy,1996
1128,1144,"Line King: Al Hirschfeld, The",documentary,1996
1129,1145,Snowriders,documentary,1996
1130,1146,Curtis's Charm,comedy drama,1995
1131,1147,When We Were Kings,documentary,1996
1132,1148,"Wrong Trousers, The",animation comedy,1993
1133,1149,JLG/JLG - autoportrait de décembre,documentary drama,1994
1134,1150,"Return of Martin Guerre, The (Retour de Martin Guerre, Le)",drama,1982
1135,1151,Faust,animation comedy thriller,1994
1136,1152,He Walked by Night,crime film-noir thriller,1948
1137,1153,Raw Deal,film-noir,1948
1138,1154,T-Men,film-noir,1947
1139,1155,"Invitation, The (Zaproszenie)",drama,1986
1140,1156,"Children Are Watching us, The (Bambini ci guardano, I)",drama,1942
1141,1157,"Symphonie pastorale, La",drama,1946
1142,1158,Here Comes Cookie,comedy,1935
1143,1159,Love in Bloom,romance,1935
1144,1160,Six of a Kind,comedy,1934
1145,1161,"Tin Drum, The (Blechtrommel, Die)",drama,1979
1146,1162,"Ruling Class, The",comedy,1972
1147,1163,Mina Tannenbaum,drama,1994
1148,1164,Two or Three Things I Know About Her,drama,1966
1149,1165,"Bloody Child, The",drama thriller,1996
1150,1166,Farmer & Chase,comedy,1995
1151,1167,Dear God,comedy,1996
1152,1168,Bad Moon,horror,1996
1153,1169,American Dream,documentary,1990
1154,1170,Best of the Best 3: No Turning Back,action,1995
1155,1171,Bob Roberts,comedy,1992
1156,1172,Cinema Paradiso,comedy drama romance,1988
1157,1173,"Cook the Thief His Wife & Her Lover, The",drama,1989
1158,1174,Grosse Fatigue,comedy,1994
1159,1175,Delicatessen,comedy sci-fi,1991
1160,1176,"Double Life of Veronique, The (La Double Vie de Véronique)",drama,1991
1161,1177,Enchanted April,drama,1991
1162,1178,Paths of Glory,drama war,1957
1163,1179,"Grifters, The",crime drama film-noir,1990
1164,1180,Hear My Song,comedy,1991
1165,1181,"Shooter, The",action,1995
1166,1183,"English Patient, The",drama romance war,1996
1167,1184,Mediterraneo,comedy war,1991
1168,1185,My Left Foot,drama,1989
1169,1186,"Sex, Lies, and Videotape",drama,1989
1170,1187,Passion Fish,drama,1992
1171,1188,Strictly Ballroom,comedy romance,1992
1172,1189,"Thin Blue Line, The",documentary,1988
1173,1190,Tie Me Up! Tie Me Down!,drama,1990
1174,1191,Madonna: Truth or Dare,documentary,1991
1175,1192,Paris Is Burning,documentary,1990
1176,1193,One Flew Over the Cuckoo's Nest,drama,1975
1177,1194,Up in Smoke,comedy,1978
1178,1196,Star Wars: Episode V - The Empire Strikes Back,action adventure drama sci-fi war,1980
1179,1197,"Princess Bride, The",action adventure comedy romance,1987
1180,1198,Raiders of the Lost Ark,action adventure,1981
1181,1199,Brazil,sci-fi,1985
1182,1200,Aliens,action sci-fi thriller war,1986
1183,1201,"Good, The Bad and The Ugly, The",action western,1966
1184,1202,Withnail and I,comedy,1987
1185,1203,12 Angry Men,drama,1957
1186,1204,Lawrence of Arabia,adventure war,1962
1187,1205,"Transformers: The Movie, The",action animation children's sci-fi thriller war,1986
1188,1206,"Clockwork Orange, A",sci-fi,1971
1189,1207,To Kill a Mockingbird,drama,1962
1190,1208,Apocalypse Now,drama war,1979
1191,1209,Once Upon a Time in the West,western,1969
1192,1210,Star Wars: Episode VI - Return of the Jedi,action adventure romance sci-fi war,1983
1193,1211,Wings of Desire (Der Himmel über Berlin),comedy drama romance,1987
1194,1212,"Third Man, The",mystery thriller,1949
1195,1213,GoodFellas,crime drama,1990
1196,1214,Alien,action horror sci-fi thriller,1979
1197,1215,Army of Darkness,action adventure comedy horror sci-fi,1993
1198,1216,"Big Blue, The (Le Grand Bleu)",adventure romance,1988
1199,1217,Ran,drama war,1985
1200,1218,"Killer, The (Die xue shuang xiong)",action thriller,1989
1201,1219,Psycho,horror thriller,1960
1202,1220,"Blues Brothers, The",action comedy musical,1980
1203,1221,"Godfather: Part II, The",action crime drama,1974
1204,1222,Full Metal Jacket,action drama war,1987
1205,1223,"Grand Day Out, A",animation comedy,1992
1206,1224,Henry V,drama war,1989
1207,1225,Amadeus,drama,1984
1208,1226,"Quiet Man, The",comedy romance,1952
1209,1227,Once Upon a Time in America,crime drama thriller,1984
1210,1228,Raging Bull,drama,1980
1211,1230,Annie Hall,comedy romance,1977
1212,1231,"Right Stuff, The",drama,1983
1213,1232,Stalker,mystery sci-fi,1979
1214,1233,"Boat, The (Das Boot)",action drama war,1981
1215,1234,"Sting, The",comedy crime,1973
1216,1235,Harold and Maude,comedy,1971
1217,1236,Trust,comedy drama,1990
1218,1237,"Seventh Seal, The (Sjunde inseglet, Det)",drama,1957
1219,1238,Local Hero,comedy,1983
1220,1240,"Terminator, The",action sci-fi thriller,1984
1221,1241,Braindead,comedy horror,1992
1222,1242,Glory,action drama war,1989
1223,1243,Rosencrantz and Guildenstern Are Dead,comedy drama,1990
1224,1244,Manhattan,comedy drama romance,1979
1225,1245,Miller's Crossing,drama,1990
1226,1246,Dead Poets Society,drama,1989
1227,1247,"Graduate, The",drama romance,1967
1228,1248,Touch of Evil,crime film-noir thriller,1958
1229,1249,Nikita (La Femme Nikita),thriller,1990
1230,1250,"Bridge on the River Kwai, The",drama war,1957
1231,1251,8 1/2,drama,1963
1232,1252,Chinatown,film-noir mystery thriller,1974
1233,1253,"Day the Earth Stood Still, The",drama sci-fi,1951
1234,1254,"Treasure of the Sierra Madre, The",adventure,1948
1235,1255,Bad Taste,comedy horror,1987
1236,1256,Duck Soup,comedy war,1933
1237,1257,Better Off Dead...,comedy,1985
1238,1258,"Shining, The",horror,1980
1239,1259,Stand by Me,adventure comedy drama,1986
1240,1260,M,crime film-noir thriller,1931
1241,1261,Evil Dead II (Dead By Dawn),action adventure comedy horror,1987
1242,1262,"Great Escape, The",adventure war,1963
1243,1263,"Deer Hunter, The",drama war,1978
1244,1264,Diva,action drama mystery romance thriller,1981
1245,1265,Groundhog Day,comedy romance,1993
1246,1266,Unforgiven,western,1992
1247,1267,"Manchurian Candidate, The",film-noir thriller,1962
1248,1268,Pump Up the Volume,drama,1990
1249,1269,Arsenic and Old Lace,comedy mystery thriller,1944
1250,1270,Back to the Future,comedy sci-fi,1985
1251,1271,Fried Green Tomatoes,drama,1991
1252,1272,Patton,drama war,1970
1253,1273,Down by Law,comedy drama,1986
1254,1274,Akira,adventure animation sci-fi thriller,1988
1255,1275,Highlander,action adventure,1986
1256,1276,Cool Hand Luke,comedy drama,1967
1257,1277,Cyrano de Bergerac,action drama romance,1990
1258,1278,Young Frankenstein,comedy horror,1974
1259,1279,Night on Earth,comedy drama,1991
