,movie_id,tags,title,genres,year
751,761,can t remember billy zane treat williams adventure adventure adventure adventure adventure,"Phantom, The ",adventure,1996
752,762,strippers carl hiaasen golden raspberry worst actress golden raspberry worst picture voyeurism voyeurism i can t turn away though i know i should watched it for the boobs nudity topless notable nudity topless notable nudity voyeurism steven spielberg nudity topless notable stupid comedy crime comedy crime comedy crime comedy crime comedy crime,Striptease ,comedy crime,1996
753,763,nan,"Last of the High Kings, The (a.k.a. Summer Fling) ",drama,1996
754,764,directorial debut drama romance drama romance drama romance drama romance drama romance,Heavy ,drama romance,1995
755,765,robin williams francis ford coppola robin williams francis ford coppola robin williams comedy drama comedy drama comedy drama comedy drama comedy drama,Jack ,comedy drama,1996
756,766,based on a true story nudity topless activism artist drama drama drama drama drama,I Shot Andy Warhol ,drama,1996
757,767,nan,"Grass Harp, The ",drama,1995
758,768,nan,Someone Else's America ,drama,1995
759,769,nan,Marlene Dietrich: Shadow and Light ,documentary,1996
760,770,nan,Costa Brava ,drama,1946
761,771,nan,"Vie est belle, La (Life is Rosey) ",comedy drama,1987
762,772,nan,Quartier Mozart ,comedy,1992
763,773,nan,Touki Bouki (Journey of the Hyena) ,drama,1973
764,774,nan,Wend Kuuni (God's Gift) ,drama,1982
765,775,literary adaptation horror horror horror horror horror,Spirits of the Dead (Tre Passi nel Delirio) ,horror,1968
766,776,nan,Babyfever ,comedy drama,1994
767,777,nan,Pharaoh's Army ,war,1995
768,778,british can t remember drugs drugs ewan mcgregor twisted genius ewan mcgregor literature addiction drug abuse addiction library addiction black comedy imdb top  r puking jo list imdb top  based on a book ewan mcgregor english drugs great soundtrack own drugs ewan mcgregor addiction aids based on a book bfi modern classic black comedy channel  child abuse crime drug abuse drugs edinburgh glasgow heroin imdb top  literature london notable soundtrack nudity full frontal notable oscar nominee adapted screenplay r real estate robbery scotland sex soccer united kingdom violence vomit crime drugs ewan mcgregor owned nudity full frontal notable dvd seen at the cinema bfi modern classic ewan mcgregor overrrated united kingdom drugs drugs heroin united kingdom can t remember tumey s dvds tumey s to see again aids dark comedy drugs heroin notable soundtrack addiction drugs not funny overrated violent wired  greatest soundtracks heroin need to buy united kingdom junkies drugs winners don t take drugs comediants do drug drugs addiction based on a book classic drugs scotland violence drugs ewan mcgregor drugs made me feel like i m not doing nothing and then the film s over so quick naming bond movies during the end credits choose drugs drama drama drama drama drama,Trainspotting ,drama,1996
769,779,nan,'Til There Was You ,drama romance,1997
770,780,action alien invasion aliens will smith alien invasion sci fi action alien invasion aliens dvd seen at the cinema seen more than once pretty sucky stupid aliens america porn aliens action bad movie futuristmovies com bill pullman roland emmerich action adventure eua area  action explodeytime stupid very good pretty sucky afternoon section aliens action end of the world mm blowup action alien invasion aliens bad movie disaster end of the world ominous scifi so stupid it s bad the dog lives us president war flashy frantic humorous ominous rousing tense aliens end of the world roland emmerich sci fi will smith action ei muista want alien invasion oscar best effects visual effects saturn award best director saturn award best science fiction film saturn award best special effects aliens aliens aliens don t take it seriously folks cheese cheesy cheesy alien invasion ensemble cast patriotic aliens action aliens indiana will smith watch fully scenario stupid will smith too bad action aliens invasion scifi war black man sci fi will smith oscar winner alien invasion sf aliens bill pullman e t war alien invasion disaster mm alien invasion alien invasion aliens action action sci-fi war action sci-fi war action sci-fi war action sci-fi war action sci-fi war,Independence Day (ID4) ,action sci-fi war,1996
771,781,library vhs emotion nudity full frontal notable bernardo bertolucci liv tyler drama drama drama drama drama,Stealing Beauty ,drama,1996
772,782,bibliothek de niro s downfall thriller thriller thriller thriller thriller,"Fan, The ",thriller,1996
773,783,disney awful disney was really reaching for material perversion of hugo s novel disney bearable disney adapted from book author victor hugo disney animated feature based on book avi mm animation children's musical animation children's musical animation children's musical animation children's musical animation children's musical,"Hunchback of Notre Dame, The ",animation children's musical,1996
774,784,comedy jim carrey scary not funny goofy comedy jim carrey misunderstood underrated boring jim carrey jim carrey black comedy stalker comedy jim carrey cathartic watch not funny comedy stupid comedy comedy comedy comedy comedy,"Cable Guy, The ",comedy,1996
775,785,friday night fare bowling curious witty deadpan goofy madcap raunchy silly witty sport  pin bowling can t remember jonathan richman bowling comedy comedy comedy comedy comedy,Kingpin ,comedy,1996
776,786,arnold schwarzenegger action arnold arnold schwarzenegger arnold action arnold schwarzenegger railgun divx oscar nominee arnold arnold schwarzenegger james caan watch oscar nominee clv railgun action thriller action thriller action thriller action thriller action thriller,Eraser ,action thriller,1996
777,787,less than  ratings documentary documentary documentary documentary documentary,"Gate of Heavenly Peace, The ",documentary,1995
778,788,eddie murphy jada pinkett smith james coburn larry miller remake eddie murphy tom shadyac huhcã¼lees huhcã¼lees and i don t remember much of the rest eddie murphy eddie murphy eddie murphy nudity full frontal brief sherman sherman sherman dave chappelle john ales larry miller huhcãƒâ¼lees huhcãƒâ¼lees and i don t remember much of the rest eddie murphy crappy remake comedy fantasy romance sci-fi comedy fantasy romance sci-fi comedy fantasy romance sci-fi comedy fantasy romance sci-fi comedy fantasy romance sci-fi,"Nutty Professor, The ",comedy fantasy romance sci-fi,1996
779,789,th century biopics lesbian writers at work drama drama drama drama drama,"I, Worst of All (Yo, la peor de todas) ",drama,1990
780,790,nan,An Unforgettable Summer ,drama,1994
781,791,nan,"Last Klezmer: Leopold Kozlowski, His Life and Music, The ",documentary,1995
782,792,nan,"Hungarian Fairy Tale, A ",fantasy,1987
783,793,nan,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) ,drama,1993
784,794,nan,Midnight Dancers (Sibak) ,comedy drama,1994
785,795,nan,Somebody to Love ,drama,1994
786,796,nan,"Very Natural Thing, A ",drama,1974
787,797,nan,"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) ",comedy,1991
788,798,can t remember sylvester stallone ok suspense action adventure thriller action adventure thriller action adventure thriller action adventure thriller action adventure thriller,Daylight ,action adventure thriller,1996
789,799,ghosts serial killer michael j fox cult death peter jackson ghosts dvd r cliche entropy cliche peter jackson comedy horror comedy horror comedy horror comedy horror comedy horror,"Frighteners, The ",comedy horror,1996
790,800,in netflix queue delights on dvr great direction impressive erlend s dvds mystery texas texas rent crime mystery texas drama mystery drama mystery drama mystery drama mystery drama mystery,Lone Star ,drama mystery,1996
791,801,directorial debut wanting to be a writer children's comedy children's comedy children's comedy children's comedy children's comedy,Harriet the Spy ,children's comedy,1996
792,802,interesting concept own john travolta john travolta clarivoyance good music easily confused with other movie s title misunderstood character teaches us all a cheesy lesson david gallagher robert duvall forest whitaker forest whitaker genius john travolta kyra sedgwick telekinesis clarivoyance john travolta drama romance drama romance drama romance drama romance drama romance,Phenomenon ,drama romance,1996
793,803,dating friendship marriage romance romance romance romance romance,Walking and Talking ,romance,1996
794,804,jennifer aniston irish americans tom petty comedy romance comedy romance comedy romance comedy romance comedy romance,She's the One ,comedy romance,1996
795,805,based on a book john grisham poignant john grisham adapted from book author john grisham courtroom drama murder rape kevin spacey courtroom samuel l jackson samuel l jackson racism southern theme kevin spacey bmf yes they deserved to die drama drama drama drama drama,"Time to Kill, A ",drama,1996
796,806,nan,American Buffalo ,drama,1996
797,807,nan,"Rendezvous in Paris (Rendez-vous de Paris, Les) ",comedy romance,1995
798,808,alaska adventure children's adventure children's adventure children's adventure children's adventure children's,Alaska ,adventure children's,1996
799,809,nudity topless brief action adventure action adventure action adventure action adventure action adventure,Fled ,action adventure,1996
800,810,imdb bottom  no rec children's comedy fantasy children's comedy fantasy children's comedy fantasy children's comedy fantasy children's comedy fantasy,Kazaam ,children's comedy fantasy,1996
801,811,nan,"Bewegte Mann, Der ",comedy,1994
802,812,nan,Magic Hunter ,drama,1994
803,813,nan,Larger Than Life ,comedy,1996
804,814,nan,"Boy Called Hate, A ",drama,1995
805,815,nan,Power 98 ,action mystery thriller,1995
806,816,nan,Two Deaths ,drama,1995
807,818,based on a tv show based on a tv show can t remember sequel comedy comedy comedy comedy comedy,"Very Brady Sequel, A ",comedy,1996
808,819,nan,Stefano Quantestorie ,comedy drama,1993
809,820,nan,"Death in the Garden (Mort en ce jardin, La) ",drama,1956
810,821,nan,"Crude Oasis, The ",romance,1995
811,822,nan,Hedd Wyn ,drama,1992
812,823,light literate sexy summery talky drama drama drama drama drama,"Collectionneuse, La ",drama,1967
813,824,nan,Kaspar Hauser ,drama,1993
814,825,nan,Echte Kerle ,comedy romance,1996
815,826,nan,Diebinnen ,drama,1995
816,827,john malkovich drama drama drama drama drama,"Convent, The (Convento, O) ",drama,1995
817,828,nan,"Adventures of Pinocchio, The ",adventure children's,1996
818,829,nyc comedy musical comedy musical comedy musical comedy musical comedy musical,Joe's Apartment ,comedy musical,1996
819,830,adultery can t remember women comedy comedy comedy comedy comedy,"First Wives Club, The ",comedy,1996
820,831,based on a true story gay drama drama drama drama drama,Stonewall ,drama,1995
821,832,it was melodramatic and kind of dumb mediocre kidnapping give me back my son car chase great mel gibson shit on a stick mel gibson kidnapping mel gibson kidnapping mel gibson tryrty acting mel gibson acting drama mel gibson brawley nolte donnie wahlberg gary sinise lili taylor rene russo mel gibson ron howard action clearplay r drama thriller drama thriller drama thriller drama thriller drama thriller,Ransom ,drama thriller,1996
822,833,zaz comedy comedy comedy comedy comedy,High School High ,comedy,1996
823,834,nan,Phat Beach ,comedy,1996
824,835,nudity topless notable sweet boobs drama drama drama drama drama,Foxfire ,drama,1996
825,836,go  fuel corruption andrew davis keanu reeves morgan freeman keanu reeves morgan freeman keanu reeves seen at the cinema thriller but not very good political action adventure thriller action adventure thriller action adventure thriller action adventure thriller action adventure thriller,Chain Reaction ,action adventure thriller,1996
826,837,elementary school clever great translation fgfdg cute telekenisis  drama author roald dahl magic funny and interesting magic based on a book danny devito embeth davidtz mara wilson pam ferris rhea perlman bad parents based on a book children inner strength supernatural children dark comedy roald dahl nice movie children comedy fantasy children good message great movie children children s comedy roald dhal cute movie crap book children comedy drama fable family funny supernatural adoption bad parents magic school teacher fairy tale girl private school adaptation your shirt look like a curtain children's comedy children's comedy children's comedy children's comedy children's comedy,Matilda ,children's comedy,1996
827,838,very well done period drama cottage literature jane austin jane austen funny s gwyneth paltrow book was better jane austen english romance adapted from book author jane austen jane austen jane austen th century based on a book british country house jane austen british chick flick jane austen period drama austen comedy funny jane austen gwyneth paltrow jane austen jane austin comedy drama romance comedy drama romance comedy drama romance comedy drama romance comedy drama romance,Emma ,comedy drama romance,1996
828,839,sequel nudity topless brief adapted from comic gothic comic book action thriller action thriller action thriller action thriller action thriller,"Crow: City of Angels, The ",action thriller,1996
829,840,nan,House Arrest ,comedy,1996
830,841,face erlend s dvds gothic atmospheric claustrophobic disturbing goth gruesome moody ominous somber horror horror horror horror horror,Eyes Without a Face ,horror,1959
831,842,nudity topless horror horror horror horror horror,Tales from the Crypt Presents: Bordello of Blood ,horror,1996
832,843,nan,Lotto Land ,drama,1995
833,844,nan,"Story of Xinghua, The ",drama,1993
834,845,nan,"Day the Sun Turned Cold, The (Tianguo niezi) ",drama,1994
835,846,not on dvd drama drama drama drama drama,Flirt ,drama,1995
836,847,nan,"Big Squeeze, The ",comedy drama,1996
837,848,nan,"Spitfire Grill, The ",drama,1996
838,849,thriller bruce campbell futuristmovies com kurt russell dystopia weird dystopia john carpenter kurt russell kurt russell action adventure sci-fi thriller action adventure sci-fi thriller action adventure sci-fi thriller action adventure sci-fi thriller action adventure sci-fi thriller,Escape from L.A. ,action adventure sci-fi thriller,1996
839,850,nan,Cyclo ,crime drama,1995
840,851,nan,Basquiat ,drama,1996
841,852,comedy drama romance golf pleasant golf costner texas romance golf chick flick didn t see romance golfing golf comedy romance comedy romance comedy romance comedy romance comedy romance,Tin Cup ,comedy romance,1996
842,853,australia jazz music obsession outback paris drama drama drama drama drama,Dingo ,drama,1992
843,854,nan,"Ballad of Narayama, The (Narayama Bushiko) ",drama,1958
844,855,nan,Every Other Weekend ,drama,1990
845,856,nan,Mille bolle blu ,comedy,1993
846,857,nan,Crows and Sparrows ,drama,1949
847,858,oscar best picture marlon brando classic dvd cinematographer gordon willis coppola guns im gonna make him an offer he can t refuse a true masterpiece divx classic best movies ever greatest movie of all time mafia mafia mafia atmospheric national film registry classic mafia marlon brando old school mob overrated book mafia organized crime oscar best actor oscar best picture organized crime breakthroughs mafia visceral boring great cast excellent afi r al pacino francis ford coppola marlon brando need to buy francis ford copolla mafia classical crime family mafia classic imdb top  mafia mafia hollywood coppola al pacino marlon brando robert duvall mafia afi  best picture own sequel better than original erlend s dvds afi  afi  movie quotes based on a book breakthroughs classic fall from power family father son relationship gordon willis guns immigrants mafia mob new york city organized crime oscar best actor oscar best picture patriarch sequel better than original stylized fall from power fathers and sons lavish mafia life melancholy menacing rise to power somber stylized sweeping visceral francis ford copolla awesome based on a book nudity topless mafia exceptional acting memorable characters mafia sequel better than original owned al pacino al pacino mafia organized crime nudity topless mafia dvd action guns classic mafia katso sanna divx classic mafia al pacino francis ford coppola mafia al pacino diane keaton francis ford coppola marlon brando robert duvall classic oscar best picture classic mafia mafia new york city organized crime mafia owned tumey s dvds tumey s to see again long strong director top  ever tag dvd overrated mafia marlon brando can t remember classic movie to see goldie hawn marlon brando francis ford copolla marlon brando watch again classic mob al pacino francis ford coppola marlon brando classic i don t get it book crime drama francis ford coppola usa mafia my movies classic mafia organized crime classic mafia al pacino diane keaton francis ford copolla james caan mario puzo marlon brando classic mob classic mafia classic robert de niro al pacino crime francis ford coppola mario puzo marlon brando organized crime robert duvall immigrants large nostra visual the romance of crime afi  afi  movie quotes afi  thrills classic mafia oscar best actor oscar best picture classic fall from power old school mob al pacino action crime drama action crime drama action crime drama action crime drama action crime drama,"Godfather, The ",action crime drama,1972
848,859,nan,"Hippie Revolution, The ",documentary,1996
849,860,library vhs comedy comedy comedy comedy comedy,"Maybe, Maybe Not (Bewegte Mann, Der) ",comedy,1994
850,861,jackie chan can t remember jackie chan action thriller action thriller action thriller action thriller action thriller,Supercop ,action thriller,1992
851,862,nan,Manny & Lo ,drama,1996
852,863,nan,Celestial Clockwork ,comedy,1994
853,864,nudity topless comedy drama comedy drama comedy drama comedy drama comedy drama,"Wife, The ",comedy drama,1995
854,865,nan,Small Faces ,drama,1995
855,866,crime drama  lesbian mafia organized crime thelma louise exotic thriller lesbian slash lesbian matrix noir lesbian to see lesbian on disc on dvr directorial debut heist lesbian lesbian gay atmospheric downbeat ominous sexy stylized tense lgbt queer lesbian character lesbian sex scene nudity topless notable murder  lesbian mafia psycho triller dvd bdsm lesbian wachowski bros didn t see dramatic no lesbian hot girls well acted lesbian lesbian lesbian mafia mob money crime drama romance thriller crime drama romance thriller crime drama romance thriller crime drama romance thriller crime drama romance thriller,Bound ,crime drama romance thriller,1996
856,867,golden raspberry worst actor cary grant tom arnold comedy crime comedy crime comedy crime comedy crime comedy crime,Carpool ,comedy crime,1996
857,868,nan,Death in Brunswick ,comedy,1991
858,869,robert altman crime crime crime crime crime,Kansas City ,crime,1996
859,870,nan,Gone Fishin' ,comedy,1997
860,871,nan,Lover's Knot ,comedy,1996
861,872,nan,Aiqing wansui ,drama,1994
862,873,nan,Shadow of Angels (Schatten der Engel) ,drama,1976
863,874,nan,Killer: A Journal of Murder ,crime drama,1995
864,875,nan,Nothing to Lose ,drama,1994
865,876,nan,Police Story 4: Project S (Chao ji ji hua) ,action,1993
866,877,nan,Girls Town ,drama,1996
867,878,nan,Bye-Bye ,drama,1995
868,879,nan,"Relic, The ",horror,1997
869,880,based on a book h g wells futuristmovies com adapted from book boing dumb silly and much more crap marlon brando marlon brando pointless sci-fi thriller sci-fi thriller sci-fi thriller sci-fi thriller sci-fi thriller,"Island of Dr. Moreau, The ",sci-fi thriller,1996
870,881,nan,First Kid ,children's comedy,1996
871,882,boring boring boring drama thriller drama thriller drama thriller drama thriller drama thriller,"Trigger Effect, The ",drama thriller,1996
872,884,nan,Sweet Nothing ,drama,1995
873,885,acid movie gã rard depardieu haley joel osment whoopi goldberg gerard depardieu children's drama fantasy children's drama fantasy children's drama fantasy children's drama fantasy children's drama fantasy,Bogus ,children's drama fantasy,1996
874,886,nan,Bulletproof ,action,1996
875,887,nan,Talk of Angels ,drama,1998
876,888,not as good as the first franchise animation children's animation children's animation children's animation children's animation children's,Land Before Time III: The Time of the Great Giving ,animation children's,1995
877,889,nan,1-900 ,romance,1994
878,890,nan,Baton Rouge ,thriller,1988
879,891,nudity topless slasher franchise horror thriller horror thriller horror thriller horror thriller horror thriller,Halloween: The Curse of Michael Myers ,horror thriller,1995
880,892,based on a play shakespeare cross dressing women shakespeare adapted from play playwright shakespeare comedy drama romance comedy drama romance comedy drama romance comedy drama romance comedy drama romance,Twelfth Night ,comedy drama romance,1996
881,893,adapted from book lies vonnegut drama drama drama drama drama,Mother Night ,drama,1996
882,894,nan,Liebelei ,romance,1933
883,895,nan,Venice/Venice ,drama,1992
884,896,nan,Wild Reeds ,drama,1994
885,897,based on a book ernest hemingway oscar best supporting actress netwatch ingrid bergman adventure war adventure war adventure war adventure war adventure war,For Whom the Bell Tolls ,adventure war,1943
886,898,afi  screwball cary grant james stewart katherine hepburn divorce national film registry oscar best actor remade imdb top  bibliothek afi  best performance katharine hepburn as tracy lord awesome quite romantic romance strong women adapted from b way tumey s dvds james stewart john howard roland young ruth hussey classic need to own afi  afi  laughs oscar best actor comedy romance comedy romance comedy romance comedy romance comedy romance,"Philadelphia Story, The ",comedy romance,1940
887,899,black and white movie business library national film registry dance delights classical really enjoyable afi usa film registry imdb top  desert island flicks musical afi  musical romance erlend s dvds slashy bfi classic tumey s vhs silly enjoyable light required in high school in  dance gene kelly comedy gene kelly musical romance stanley donen usa movie to see classical afi  afi  laughs usa film registry musical romance musical romance musical romance musical romance musical romance,Singin' in the Rain ,musical romance,1952
888,900,france national film registry oscar best cinematography oscar best picture on computer film theory criticism classic afi  best picture france oscar best picture oscar best picture afi  oscar best cinematography oscar best picture musical romance musical romance musical romance musical romance musical romance,"American in Paris, An ",musical romance,1951
889,901,astaire kelly musical audrey hepburn fred astaire comedy musical comedy musical comedy musical comedy musical comedy musical,Funny Face ,comedy musical,1957
890,902,classic capote s apartment beautiful woman books diamonds are a girl s best friend diva facades librarians neighbors opportunism retro social climbing static stereotypes writer s life audrey hepburn classic classic good score truman capote classic best performance audrey hepburn as holly golightly erlend s dvds bittersweet elegant haunted by the past humorous lyrical satirical sentimental social climbing urbane wistful romance adapted from book author truman capote didn t finish tumey s dvds classic truman capote cat chick flick classic romance classic new york clv  stars drama romance drama romance drama romance drama romance drama romance,Breakfast at Tiffany's ,drama romance,1961
891,903,hitchcock rated pg falling national film registry hitchcock smart planning usa film registry imdb top  mm vista vision hitchcock afi  afi  thrills alfred hitchcock afi  best performance james stewart as john scottie ferguson switching places alfred hitchcock erlend s dvds hitchcock at his best atmospheric deliberate disturbing eerie haunted by the past melancholy paranoid private eyes self destructive romance alfred hitchcock alfred hitchcock almost favorite nausea seen more than once dvd alfred hitchcock dated bfi classic alfred hitchcock james stewart hitchcock alfred hitchcock tumey s dvds alfred hitchcock can t remember movie to see rewatch for rating classic atmospheric alfred hitchcock james stewart need to own mm mm afi  afi  thrills alfred hitchcock classic usa film registry alfred hitchcock mystery thriller mystery thriller mystery thriller mystery thriller mystery thriller,Vertigo ,mystery thriller,1958
892,904,hitchcock afi  emerson must see hitchcock alfred hitchcock james stewart jimmy stewart classic alone hitchcock voyeurism national film registry voyeurism hitchcock imdb top  voyeurism hitchcock menacing top  ever afi  alfred hitchcock erlend s dvds afi  alone apartment classic noir thriller tense voyeurism amateur sleuths claustrophobic menacing tense urbane voyeurs witnessing a crime wry alfred hitchcock hitchcock alfred hitchcock frightening frightening alfred hitchcock top  ever alfred hitchcock amateur detective murder remadeas disturbia  remakeof rear window   amateur detective handicapped photography psychological thriller voyeurism tumey s dvds classic hitchcock hitchcock apartment classic hitchcock photographer grace kelly judith evelyn raymond burr thelma ritter wendell corey inadvertently named after anal sex noir thriller identity mystery obsession phobias thriller voyeurism one of hitcocks best classic voyeurism classic hitchcock hollywood hitchcock movie to see alfred hitchcock grace kelly james stewart classic classic hitchcock grace kelly afi  afi  thrills alfred hitchcock classic grace kelly hitchcock hollywood james stewart voyeurism mystery thriller mystery thriller mystery thriller mystery thriller mystery thriller,Rear Window ,mystery thriller,1954
893,905,romantic comedy clark gable screwball national film registry oscar best actor oscar best actress oscar best directing oscar best picture imdb top  afi  laughs frank capra oscar best actress afi  best picture oscar best actress oscar best picture frank capra oscar best picture oscar best picture oscar best actress oscar best picture need to own afi  afi  laughs oscar best actor oscar best actress oscar best directing oscar best picture comedy comedy comedy comedy comedy,It Happened One Night ,comedy,1934
894,906,joseph ruttenberg angela lansbury ingrid bergman brooch acting debut dangerous attraction house jewel l homme fatal letters library maid manipulation murder painting servants and employers singer trapped or confined oscar best actress erlend s dvds ingrid bergman atmospheric eerie gloomy paranoid tense understated friends should see frightening memory too scary ingrid bergman maurice chevallier afi  thrills oscar best actress mystery thriller mystery thriller mystery thriller mystery thriller mystery thriller,Gaslight ,mystery thriller,1944
895,907,divorce divorce divorce clv comedy musical romance comedy musical romance comedy musical romance comedy musical romance comedy musical romance,"Gay Divorcee, The ",comedy musical romance,1934
896,908,hitchcock classic kate hitchcock cary grant hitchcock mount rushmore national film registry hitchcock veja imdb top  bibliothek desert island flicks hitchcock afi  thriller alfred hitchcock erlend s dvds classic mount rushmore planes tense trains flight of the innocent menacing mistaken identities paranoid rousing tense urbane witty wry intrigo internazionale alfred hitchcock classic chase scenes classic alfred hitchcock  on the run clever hitchcock tumey s dvds pua cary grant funny auction scene hitchcock mistaken identity mount rushmore eva marie saint james mason jessie royce landis josephine hutchinson leo g carroll adventure alfred hitchcock mystery thriller usa alfred hitchcock cary grant james mason classic hitchcock need to own cary grant afi  afi  thrills alfred hitchcock classic drama thriller drama thriller drama thriller drama thriller drama thriller,North by Northwest ,drama thriller,1959
897,909,black and white afi  dvd collection black comedy adultery national film registry on dvr oscar best directing oscar best picture john imdb top  oscar best picture jack lemmon afi  best picture billy wilder gay cowboy adultery oscar best picture afi  tumey s dvds old school comedy afi  oscar best picture billy wilder fred mcmurray jack lemmon classic comedy afi  afi  laughs billy wilder jack lemmon oscar best directing oscar best picture billy wilder comedy drama comedy drama comedy drama comedy drama comedy drama,"Apartment, The ",comedy drama,1960
898,910,romantic comedy black and white classic comedy funny as hell quotable men in drag national film registry usa film registry veja imdb top  organized crime cross dressing men great last lines quotable afi  best performance jack lemmon as jerry daphne favorite friends should see slashy want to see again men disguised as women farce fish out of water gangster gender disguise on the run oscar best costume design prohibition tumey s vhs classic men in drag marilyn monroe movie to see classic marilyn monroe afi  afi  laughs afi  movie quotes classic usa film registry best performance jack lemmon as jerry daphne black and white funny as hell comedy crime comedy crime comedy crime comedy crime comedy crime,Some Like It Hot ,comedy crime,1959
899,911,seen  heist overrated criterion bibliothek audrey hepburn homage to hitchcock elegant humorous light slick urbane paris paris bibliothek vhs comedy mystery romance thriller comedy mystery romance thriller comedy mystery romance thriller comedy mystery romance thriller comedy mystery romance thriller,Charade ,comedy mystery romance thriller,1963
900,912,black and white classic can t remember drama humorous seen more than once classic start of a beautiful friendship favorite kitsch national film registry overly sentimental world war ii oscar best directing oscar best picture stage classic delights afi usa film registry on computer classic noir classic and characters excellent story classical imdb top  afi  best picture erlend s dvds world war ii classic oscar best picture usa film registry world war ii atmospheric bittersweet earnest elegant sentimental great screenplays classic classic hollywood humphrey bogart classic romance adultery bechdel test fail murder music is key to story not musical genre nazis dvd classic dialogue classic oscar best picture classic humphrey bogart ingrid bergman michael curtiz oscar best picture bogart film noir owned tumey s dvds s vcd oscar best picture world war ii classic oscar best picture romance world war ii classic romance wwii quotable watch again classic classic bogart classic espionage war wwii afi  oscar best picture slow starter vhs drama michael curtiz play romance usa my movies nazi claude rains humphrey bogart michael curtiz sidney greenstreet world war ii classic world war ii cav clv vhs humphrey bogart filmed play who s script was made up on the spot and it s strangely cinematic afi  afi  cheers afi  movie quotes afi  thrills classic film noir oscar best directing oscar best picture usa film registry film noir ingrid bergman usa film registry    humphrey bogart drama romance war drama romance war drama romance war drama romance war drama romance war,Casablanca ,drama romance war,1942
901,913,afi  emerson must see kate classic humphrey bogart peter lorre statue national film registry usa film registry film theory criticism imdb top  noir afi  afi  movie quotes afi  thrills favorite humphrey bogart imdb top  john huston afi  best performance humphrey bogart as sam spade erlend s dvds atmospheric cynical gritty literate stylized classic il mistero del falco favorite adapted from book author dashiell hammett private detective peter lorre author dashiell hammett classic gunsel humphrey bogart peter lorre tumey s dvds private detective remake barton mclane gladys george mary astor peter lorre sydney greenstreet book film noir john huston mystery usa humphrey bogart john huston sidney greenstreet sydney greenstreet afi  afi  movie quotes afi  thrills film noir usa film registry humphrey bogart film-noir mystery film-noir mystery film-noir mystery film-noir mystery film-noir mystery,"Maltese Falcon, The ",film-noir mystery,1941
902,914,legendary classic grand musical musical musical george bernard shaw oscar best actor oscar best cinematography oscar best directing oscar best picture family delights audrey hepburn classic family afi  best picture adapted from b way afi  family george bernard shaw oscar best actor oscar best cinematography oscar best director oscar best picture good musicals memorable characters musical adapted from b way oscar best cinematography oscar best picture afi  family k movie afi  classic george bernard shaw audrey hepburn rex harrison stanley holloway audrey hepburn musical romance audrey hepburn rex harrison mm musical children d old classic classic mm afi  classic musical oscar best actor oscar best cinematography oscar best directing oscar best director oscar best picture musical romance musical romance musical romance musical romance musical romance,My Fair Lady ,musical romance,1964
903,915,based on a play black and white edulcorada audrey hepburn is great classic audrey hepburn b w originals are best audrey hepburn william holden rich guy poor girl library vhs national film registry remade classic romantic comedy humphrey bogart remadeas sabrina  remakeof sabrina  upstairs downstairs classic high society chick flick classic audrey hepburn audrey hepburn classic humphrey bogart romance one of my favorite audrey hepburn films classic nostalgia comedy romance comedy romance comedy romance comedy romance comedy romance,Sabrina ,comedy romance,1954
904,916,good in it s day classic audrey hepburn audrey hepburn classic gregory peck italy royalty national film registry oscar best actress elegant love imdb top  netflixq italy seen more than once romance k movie princess rome audrey hepburn gregory peck need to own audrey hepburn black and white audrey hepburn classic gregory peck italy enjoyable love story romantic comedy oscar best actress comedy romance comedy romance comedy romance comedy romance comedy romance,Roman Holiday ,comedy romance,1953
905,917,based on a book shirley temple children's drama children's drama children's drama children's drama children's drama,"Little Princess, The ",children's drama,1939
906,918,judy garland musical s national film registry judy garland leon ames lulcille bremer margaret o brian mary astor tom drake classic movie to see classic corvallis library musical musical musical musical musical,Meet Me in St. Louis ,musical,1944
907,919,based on a book black and white afi  emerson must see classic classic highly quotable musical dorothy toto alagory ruby slippers classic national film registry original delights technicolor afi usa film registry fantasy judy garland victor fleming imdb top  afi  tecnicolor classic classic erlend s dvds afi  classic witch bright dreamlike earnest heartwarming lavish sweet wistful classic based on a book classic almost favorite own heartwarming memorable characters fantasy classic flying monkeys lion scarecrow tin man witch classic animal dog bechdel test pass bfi classic queer wizardofoz divx classic witch some where over the rainbow tumey s dvds get brain courage dorothy dream heart lion red slippers scarecrow slipper tin man tornado toto witch wizard yellow witches classic oz war witch classic musical yellow brick road bert lahr frank morgan jack haley judy garland ray bolger victor fleming midgets classic judy garland scarecrow tornado king vidor had something to do with this film wild at heart around a holiday can t quite remember for some reason since short term memeory activated watched every year afi  afi  cheers afi  movie quotes afi  thrills classic usa film registry adventure children's drama musical adventure children's drama musical adventure children's drama musical adventure children's drama musical adventure children's drama musical,"Wizard of Oz, The ",adventure children's drama musical,1939
