movie_id,title,genres,year,imdb_rating,imdb_num_votes,is_adult,runtime_minutes,budget,original_language,overview,popularity,revenue,tagline,tmdb_vote_count,tmdb_vote_avg
342,muriel's wedding,comedy romance,1994,7,38115,0,106,3000000,en,"A young social outcast in Australia steals money from her parents to finance a vacation where she hopes to find happiness, and perhaps love.",13,15119639,Success is the best revenge.,324,7
343,"baby-sitters club, the",children's,1995,5,5752,0,94,0,en,Seven junior-high-school girls organize a daycare camp for children while at the same time experiencing classic adolescent growing pains.,11,0,Friends Forever,68,5
344,ace ventura: pet detective,comedy,1994,6,293644,0,86,15000000,en,"He's Ace Ventura: Pet Detective. Jim Carrey is on the case to find the Miami Dolphins' missing mascot and quarterback Dan Marino. He goes eyeball to eyeball with a man-eating shark, stakes out the Miami Dolphins and woos and wows the ladies. Whether he's undercover, under fire or underwater, he always gets his man… or beast!",32,107217396,"He's the best there is! (Actually, he's the only one there is.)",4642,6
345,"adventures of priscilla, queen of the desert, the",comedy drama,1994,7,49380,0,104,0,en,"Two drag queens and a transgender woman contract to perform a drag show at a resort in Alice Springs, a town in the remote Australian desert. As they head west from Sydney aboard their lavender bus, Priscilla, the three friends come to the forefront of a comedy of errors, encountering a number of strange characters, as well as incidents of homophobia, whilst widening comfort zones and finding new horizons.",13,11224491,She's back... Looking as gorgeous and outrageous as ever in a brand new frock.,573,7
346,backbeat,drama musical,1993,6,6160,0,100,0,en,"Chronicles the early days of The Beatles in Hamburg, Germany. The film focuses primarily on the relationship between Stuart Sutcliffe, John Lennon, and Sutcliffe's girlfriend Astrid Kirchherr.",7,0,,75,6
347,bitter moon,drama,1992,7,38151,0,139,5000000,en,A passenger on a cruise ship develops an irresistible infatuation with an eccentric paraplegic's wife.,21,1862805,A kinky voyage with a full head of steam.,509,7
348,bullets over broadway,comedy,1994,7,38530,0,98,0,en,"After young playwright, David Shayne obtains funding for his play from gangster Nick Valenti, Nick's girlfriend Olive miraculously lands the role of a psychiatrist—but not only is she a bimbo who could never pass for a psychiatrist—she's a dreadful actress. David puts up with the leading man who is a compulsive eater, the grand dame who wants her part jazzed up, and Olive's interfering hitman/bodyguard—but, eventually he must decide whether art or life is more important.",9,0,A killer comedy!,438,7
349,clear and present danger,action adventure thriller,1994,6,97248,0,141,62000000,en,CIA Analyst Jack Ryan is drawn into an illegal war fought by the US government against a Colombian drug cartel.,18,215887717,The war of drugs would lead him to the war of power.,1112,6
350,"client, the",drama mystery thriller,1994,6,64981,0,119,45000000,en,"A street-wise kid, Mark Sway, sees the suicide of Jerome Clifford, a prominent Louisiana lawyer, whose current client is Barry 'The Blade' Muldano, a Mafia hit-man. Before Jerome shoots himself, he tells Mark where the body of a Senator is buried. Clifford shoots himself and Mark is found at the scene, and both the FBI and the Mafia quickly realize that Mark probably knows more than he says.",13,117615211,A district attorney out for a conviction. A new lawyer out of her league. A young boy who knew too much.,846,6
351,"corrina, corrina",comedy drama romance,1994,6,13101,0,115,0,en,"When Manny Singer's wife dies, his young daughter Molly becomes mute and withdrawn. To help cope with looking after Molly, he hires sassy housekeeper Corrina Washington, who coaxes Molly out of her shell and shows father and daughter a whole new way of life. Manny and Corrina's friendship delights Molly and enrages the other townspeople.",9,0,,358,6
352,crooklyn,comedy,1994,7,10274,0,115,14000000,en,"From Spike Lee comes this vibrant semi-autobiographical portrait of a school-teacher, her stubborn jazz-musician husband and their five kids living in '70s Brooklyn.",8,0,A new look at the old neighborhood.,105,6
353,"crow, the",action romance thriller,1994,7,178142,0,102,15000000,en,"Exactly one year after young rock guitarist Eric Draven and his fiancée are brutally killed by a ruthless gang of criminals, Draven—watched over by a hypnotic crow—returns from the grave to exact revenge.",29,94000000,Believe in angels.,3034,7
354,cobb,drama,1994,6,7581,0,128,0,en,"Al Stump is a famous sports-writer chosen by Ty Cobb to co-write his official, authorized 'autobiography' before his death. Cobb, widely feared and despised, feels misunderstood and wants to set the record straight about 'the greatest ball-player ever,' in his words.",5,1007583,Everyone hated this baseball legend. And he loved it.,67,6
355,"flintstones, the",children's comedy,1994,4,80154,0,91,46000000,en,Modern Stone Age family the Flintstones hit the big screen in this live-action version of the classic cartoon. Fred helps Barney adopt a child. Barney sees an opportunity to repay him when Slate Mining tests its employees to find a new executive. But no good deed goes unpunished.,46,341631208,Yabba-Dabba-Doo!,1956,5
356,forrest gump,comedy romance war,1994,8,1971207,0,142,55000000,en,"A man with a low IQ has accomplished great things in his life and been present during significant historic events—in each case, far exceeding what anyone imagined he could do. But despite all he has achieved, his one true love eludes him.",66,677387716,Life is like a box of chocolates...you never know what you're gonna get.,22364,8
357,four weddings and a funeral,comedy romance,1994,7,149302,0,117,4400000,en,"Over the course of five social occasions, a committed bachelor must consider the notion that he may have discovered love.",19,245700832,Five good reasons to stay single.,2095,6
358,higher learning,drama,1995,6,19701,0,128,0,en,"Malik is an African-American student attending on a track scholarship; academics are not his strong suit, and he goes in thinking that his athletic abilities will earn him a free ride through college. Fudge, a ""professional student"" who has been at Columbus for six years so far, becomes friendly with Malik and challenges his views about race and politics in America.",8,38290723,,164,6
359,i like it like that,comedy drama romance,1994,6,1690,0,104,0,en,"Lisette and husband Chino face marital difficulties. She is fed up with the kids, while he has job troubles. His mother Rosaria hates Lisette and the neighborhood tramp has designs on Chino. Things get even worse when Chino goes to jail and Lisette gets a good job uptown. Can this marriage be saved?",4,1777020,"For Lisette, everyday has become independence day.",13,6
360,i love trouble,action comedy,1994,5,11978,0,123,45000000,en,Rival Chicago reporters Sabrina Peterson and Peter Brackett join forces to uncover a train wreck conspiracy.,9,61947267,Romance Was Never More Dangerous!,160,5
361,it could happen to you,drama romance,1994,6,38779,0,101,20000000,en,"Charlie Lang is a simple, kindhearted New York City cop. When he realizes he has no money to tip waitress Yvonne Biasi, Lang offers her half the winnings of his lottery ticket. Amazingly, the ticket happens to be a winner, in the sum of $4 million. True to his word, Lang proceeds to share the prize money with Biasi, which infuriates his greedy wife, Muriel. Not content with the arrangement, Muriel begins scheming to take all the money.",19,37939757,A cop. A waitress. A lottery ticket.,535,6
362,"jungle book, the",adventure children's romance,1994,6,17608,0,111,0,nl,An animated version of the classic Rudyard Kipling book about a boy who grows up in the jungle.,4,0,,6,6
363,"wonderful, horrible life of leni riefenstahl, the (die macht der bilder)",documentary,1993,8,2927,0,183,0,de,"This documentary recounts the life and work of one of most famous, and yet reviled, German film directors in history, Leni Riefenstahl. The film recounts the rise of her career from a dancer, to a movie actor to the most important film director in Nazi Germany who directed such famous propaganda films as Triumph of the Will and Olympiad. The film also explores her later activities after Nazi Germany's defeat in 1945 and her disgrace for being so associated with it which includes her amazingly active life over the age of 90.",3,449707,,16,7
364,"lion king, the",animation children's musical,1994,8,1013037,0,88,0,da,"Leo is the lion king of the jungle, but unfortunately he doesn't know well what a king's job is. He believes it is his right to do as he pleases, even if it means disrupting the peace of others or being plain rude to them, as a king, Leo thinks everyone should look out for his well-being and comfort. One day, Leo meets a lion cub named Tooey whose mother has been recently taken away and who comes to Leo for help, being as selfish as he is, Leo turns the young lion away. However, after several different adventures, Leo learns what his place as a king is and how he must behave and treat the creatures who have almost lost all faith in him. Leo rallies the jungle animals to the rescue, and in the epilogue, the narrator Michael Donovan says that Leo asked Tooey's mother to be his queen, and the cub himself grew into a strong young lion, now called Leo II and one day he would be the Jungle King.",2,0,A heartwarming musical adventure for the whole family.,5,5
365,little buddha,drama,1993,6,16703,0,123,35000000,en,"After the death of Lama Dorje, Tibetan Buddhist monks find three children — one American and two Nepalese — who may be the rebirth of their great teacher.",12,4858139,A magical journey to a place where the past and present meet,316,6
366,wes craven's new nightmare,horror,1994,6,56842,0,112,14000000,en,"As Heather Langenkamp considers making another Nightmare on Elm Street film with Wes Craven, her son, Dylan, falls under the spell of the iconic disfigured villain Freddy Krueger. Eventually, Langenkamp must confront Freddy's demonic spirit to save the soul of Dylan.",22,18090181,This time the terror doesn't stop at the screen.,1019,6
367,"mask, the",comedy crime fantasy,1994,6,372632,0,101,23000000,en,"When timid bank clerk Stanley Ipkiss discovers a magical mask containing the spirit of the Norse god Loki, his entire life changes. While wearing the mask, Ipkiss becomes a supernatural playboy exuding charm and confidence which allows him to catch the eye of local nightclub singer Tina Carlyle. Unfortunately, under the mask's influence, Ipkiss also robs a bank, which angers junior crime lord Dorian Tyrell, whose goons get blamed for the heist.",53,351583407,From zero to hero.,8254,6
368,maverick,action comedy western,1994,7,109423,0,127,0,en,"After more than thirty years of service as one of the Navy's top aviators, Pete Mitchell is where he belongs, pushing the envelope as a courageous test pilot and dodging the advancement in rank that would ground him.",57,0,,0,0
369,mrs. parker and the vicious circle,drama,1994,6,4543,0,125,0,en,"Dorothy Parker remembers the heyday of the Algonquin Round Table, a circle of friends whose barbed wit, like hers, was fueled by alcohol and flirted with despair.",5,0,"New York in the 1920's. The only place to be was the Algonquin, and the only person to know was Dorothy Parker.",40,6
370,naked gun 33 1/3: the final insult,comedy,1994,6,102583,0,83,30000000,en,"Frank Drebin is persuaded out of retirement to go undercover in a state prison. There he has to find out what top terrorist, Rocco, has planned for when he escapes. Adding to his problems, Frank's wife, Jane, is desperate for a baby.",29,51132598,Mostly All New Jokes.,1531,6
371,"paper, the",comedy drama,1994,6,13988,0,112,6000000,en,"Henry Hackett is the workaholic editor of a New York City tabloid. He loves his job, but the long hours and low pay are leading to discontent. Also, publisher Bernie White faces financial straits, and has hatchet-man Alicia Clark—Henry's nemesis—impose unpopular cutbacks.",10,48400000,"A behind-the-lines look at work, marriage and other forms of combat.",136,6
372,reality bites,comedy drama,1994,6,48963,0,99,11500000,en,"A small circle of friends suffering from post-collegiate blues must confront the hard truth about life, love and the pursuit of gainful employment. As they struggle to map out survival guides for the future, the Gen-X quartet soon begins to realize that reality isn't all it's cracked up to be.",10,20079850,A comedy about love in the '90s,553,6
373,red rock west,thriller,1992,7,21919,0,98,8000000,en,"When a promised job for Texan Michael fails to materialise in Wyoming, Mike is mistaken by Wayne to be the hitman he hired to kill his unfaithful wife, Suzanne. Mike takes full advantage of the situation, collects the money and runs. During his getaway, things go wrong, and soon get worse when he runs into the real hitman, Lyle.",11,2500000,Where nothing is as it seems.,218,6
374,richie rich,children's comedy,1994,5,68020,0,95,6000000,en,"After getting blamed for spoiling Christmas, the richest kid in the world wishes he'd never been born. Unfortunately, a wishing machine, invented by professor Keenbean, picked up the wish and made it come true. Now Richie finds himself in a parallel world where his only hope is to find professor Keenbean and the wishing machine so he can wish things back to normal. Written by Peter Huiskes",13,0,,80,4
375,safe passage,drama,1994,6,1279,0,98,0,en,"Recently estranged from her husband, and mother of seven sons, Mag Singer stands poised to pursue a whole new way of life. But when one of her children is involved in an explosion while on duty in the Middle East, Mag must rexamine everything she cherishes.",2,0,Life's best journeys take you home.,15,5
376,"river wild, the",action thriller,1994,6,45472,0,111,0,en,"Take a relaxing trip from the headwaters of Rocky Mountain National Park to Mexico's Gulf of California as actor Joseph Campanella follows the Colorado River down its winding path. The classical sounds of music's greatest composers provides a soothing backdrop to the wondrous vistas and breathtaking landscapes, leaving the viewer both enlightened and calmed as the camera explores fast-moving rapids and serine stretches of natural wonder.",0,0,,0,0
377,speed,action romance thriller,1994,7,352610,0,116,66000000,en,"The film revolves around a local street-racer who partners with a rich and arrogant business associate, only to find himself framed by his colleague and sent to prison. After he gets out, he joins a New York-to-Los Angeles race to get revenge. But when the ex-partner learns of the scheme, he puts a massive bounty on the racer's head, forcing him to run a cross-country gauntlet of illegal racers in all manner of supercharged vehicles.",94,203277636,For honor. For love. For redemption.,3537,6
378,speechless,comedy romance,1994,5,5139,0,99,0,en,"In the midst of election season in New Mexico, political speechwriters Julia Mann and Kevin Vallick begin a romance, unaware they are working for candidates on opposite sides.",10,20667959,There are two sides to every relationship... Don't trust either of them.,74,5
379,timecop,action sci-fi,1994,5,58958,0,99,27000000,en,"An officer for a security agency that regulates time travel, must fend for his life against a shady politician who has a tie to his past.",12,101646581,Turn back the clock and you're history.,869,6
380,true lies,action adventure comedy romance,1994,7,252115,0,141,115000000,en,"A fearless, globe-trotting, terrorist-battling secret agent has his life turned upside down when he discovers his wife might be having an affair with a used car salesman while terrorists smuggle nuclear war heads into the United States.",31,378882411,"When he said I do, he never said what he did.",3150,7
381,when a man loves a woman,drama,1994,6,21846,0,126,0,en,"An airline pilot and his wife are forced to face the consequences of her alcoholism when her addictions threaten her life and their daughter's safety. While the woman enters detox, her husband must face the truth of his enabling behavior.",18,50021959,Through the good times. Through the bad times. When a Man Loves a Woman it's for all times.,261,6
382,wolf,drama horror,1994,6,55567,0,125,0,en,"Freddy Lupin, heir to a proud family line of werewolves, is in for a shock when on his 14th birthday his first 'warfing' goes awry, turning him into a ferocious poodle. The pack elders give Freddy until the next moonrise to prove he has the heart of a wolf, or risk being cast out forever. With the help of an unlikely ally in a streetwise stray named Batty, Freddy must prove he's 100% Wolf.",75,4608579,Every pack needs a leader!,220,5
383,wyatt earp,western,1994,6,49760,0,191,63000000,en,"Covering the life and times of one of the West's most iconic heroes Wyatt Earp weaves an intricate tale of Earp and his friends and family. With a star studded cast, sweeping cinematography and authentic costumes Wyatt Earp led the way during the Western revival in the 90's.",36,25052000,The epic story of love and adventure in a lawless land.,632,6
384,bad company,action,1995,5,3044,0,108,70000000,en,"When a Harvard-educated CIA agent is killed during an operation, the secret agency recruits his twin brother.",14,65977295,Two Mismatched Partners. One Messed Up Case!,580,5
385,"man of no importance, a",drama,1994,6,1112,0,99,0,en,"Alfie Byrne is a middle-aged bus conductor in Dublin in 1963. He would appear to live a life of quiet desperation: he's gay, but firmly closeted, and his sister is always trying to find him ""the right girl"". His passion is Oscar Wilde, his hobby is putting on amateur theatre productions in the local church hall. We follow him as he struggles with temptation, friendship, disapproval, and the conservative yet oddly lyrical world of Ireland in the early 1960s.",3,953,An extraordinary tale of an ordinary hero,9,6
386,s.f.w.,drama,1994,5,5052,0,96,0,en,An alienated and misanthropic teenager gains sudden and unwanted celebrity status after he's taken hostage by terrorists where his indifference to their threats to kill him makes news headlines.,8,0,Fate made them hostages. The media made them stars.,69,5
387,"low down dirty shame, a",action comedy,1994,5,7207,0,108,10000000,en,"A black detective becomes embroiled in a web of danger while searching for a fortune in missing drug money. During the course of his investigation, he encounters various old connections, ultimately confronting the criminal responsible for Shame's expulsion from the force. He must also deal with two women, Angela, a beautiful old flame, and Peaches, his energetic but annoying sidekick.",8,29392418,He's armed and dangerously funny.,82,5
388,boys life,drama,1995,-1,-1,-1,-1,90000000,en,"Marcus and Mike are forced to confront new threats, career changes, and midlife crises as they join the newly created elite team AMMO of the Miami police department to take down the ruthless Armando Armas, the vicious leader of a Miami drug cartel.",100,426505244,Ride together. Die together.,6911,7
389,"colonel chabert, le",drama romance war,1994,6,1897,0,110,0,fr,"Colonel Chabert has been severely wounded in the French-Russian Napoleonic war to the point that the medical examiner has signed his death certificate. When he regains his health and memory, he goes back to Paris, where his ""widow"", Anne has married the Count Ferraud and is financing his rise to power using Chabert's money. Chabert hires a lawyer to help him get back his money and his honor.",5,0,,54,6
390,faster pussycat! kill! kill!,action comedy drama,1965,6,14722,0,83,45000,en,"Three strippers seeking thrills encounter a young couple in the desert. After dispatching the boyfriend, they take the girl hostage and begin scheming on a crippled old man living with his two sons in the desert, reputedly hiding a tidy sum of cash. They become house guests of the old man and try and seduce the sons in an attempt to locate the money, not realizing that the old man has a few sinister intentions of his own.",10,0,Go-Go For a Wild Ride With the ACTION GIRLS!,221,6
391,jason's lyric,crime drama,1994,6,4074,0,119,7000000,en,The story of a young man who must confront his own fears about love as well as his relationships with family and friends.,5,20851521,Love is courage.,30,6
392,"secret adventures of tom thumb, the",adventure children's,1993,7,1537,0,60,0,en,A boy born the size of a small doll is kidnapped by a genetic lab and must find a way back to his father in this inventive adventure filmed using stop motion animation techniques.,2,0,A nursery crime of epic proportions...,29,6
393,street fighter,action,1994,4,70509,0,102,35000000,en,Col. Guile and various other martial arts heroes fight against the tyranny of Dictator M. Bison and his cohorts.,23,99423521,The fight to save the world is on!,1130,4
394,coldblooded,action,1995,6,3757,0,92,0,en,"Cosmo, an affectless mob bookie who lives in the basement of a retirement home, is promoted to hitman. He learns his new trade from Steve, a seasoned killer. He falls in love with a yoga teacher, Jasmine, and must figure out a way to leave the mob so they can be together.",6,0,,40,6
395,desert winds,drama,1995,5,149,0,97,0,en,"Jackie and Eugene are joined by a mystical wind tunnel which enables them to speak across a 500-mile desert. Believed by the Indians to be an omen of good luck, the wind inspires both characters to face their fears and follow their hearts.",1,0,It began with a whisper,1,2
396,fall time,drama,1995,5,1874,0,88,4000000,en,"Three young men decide to plan a mock kidnapping, but everything goes wrong because a real bank robbery was already planned by two other guys.",2,0,"Wrong People, Wrong Place, Wrong Time.",19,5
397,"fear, the",horror,1995,3,1314,0,102,0,en,"In a not-too-distant future, a lethal virus sweeps across Europe, prompting the creation of quarantine refugee camps in the United States. Police officers Delon (Natasha Henstridge) and Lemieux (Christopher Lambert) learn of a grisly murder in the Boston camp and team up to investigate. Suspecting the ruthless killer is infected with the virus, the pair have just hours to stop him before he becomes contagious and infects the entire population.",6,0,If he's not dead by dawn...we are.,48,4
398,frank and ollie,documentary,1995,7,898,0,89,0,en,"Before computer graphics, special effects wizardry, and out-of-this world technology, the magic of animation flowed from the pencils of two of the greatest animators The Walt Disney Company ever produced -- Frank Thomas and Ollie Johnston. Frank and Ollie, the talent behind BAMBI, PINOCCHIO, LADY AND THE TRAMP, THE JUNGLE BOOK, and others, set the standard for such modern-day hits as THE LION KING. It was their creative genius that helped make Disney synonymous with brilliant animation, magnificent music, and emotional storytelling. Take a journey with these extraordinary artists as they share secrets, insights, and the inspiration behind some of the greatest animated movies the world has ever known!",2,0,Their friendship changed the face of animation.,21,7
399,girl in the cadillac,drama,1995,5,236,0,89,0,en,"A runaway teenage girl and a drifter rob a bank, hit the road to elude the Texas Rangers and find love on the run.",1,0,On our first date... we robbed a bank,4,5
400,homage,drama,1995,5,208,0,97,0,en,"This video contains three segments: First, the Oscar-nominated short The absent-minded waiter (1977), then a fake interview with Steve Martin about his art (comedians-segment) and finally a full live performance from September 28, 1979, at the Universal Ampitheater",1,0,,4,6
401,mirage,action thriller,1995,5,204,0,92,0,en,"New York City. David Stillwell struggles to recover his memory before the people who are trying to kill him succeed. Who is he, who are they, and why is he surrounded by murder?",8,0,Run... right into her arms!,76,6
402,open season,comedy,1996,5,240,0,97,85000000,en,"Boog, a domesticated 900lb. Grizzly bear finds himself stranded in the woods 3 days before Open Season. Forced to rely on Elliot, a fast-talking mule deer, the two form an unlikely friendship and must quickly rally other forest animals if they are to form a rag-tag army against the hunters.",22,197309027,All Fur One. One Fur All.,2163,6
403,two crimes,comedy crime drama,1995,-1,-1,-1,-1,0,es,"Greed and playing into the hand of providence provides the focus of this Mexican comedy adapted from a novel by Jorge Ibarguengoitia. Marcos, an architect, has just returned to the home of his wealthy uncle Ramon after squandering his money in Mexico City and subsequently finding himself falsely accused of a crime. Although he is flat-broke, he conceals this from Ramon, telling him that he has returned home to buy a local gold mine. Marcos finds the lies come easily as begins trying to induce his uncle to fund his endeavor. Irascible Ramon, who likes Marcos for his similar love of drinking and smoking is duped, but Ramon's sons are not fooled by Marcos. To them he is a threat, and they fear he will be placed in the will. Soon all of them are trying to out-manipulate each other. Even Ramon, who is not as innocent as he appears is involved in the mayhem.",1,0,,9,4
404,brother minister: the assassination of malcolm x,documentary,1994,7,101,0,115,0,en,"Brother Minister reveals the mystery surrounding the assassination of Malcolm X at the Audubon Ballroom in New York City on February 21, 1965. It probes the innocence of two of the ...",1,0,,2,3
405,highlander iii: the sorcerer,action sci-fi,1994,4,20867,0,99,26000000,en,"Starts off in the 15th century, with Connor McLeod training with another immortal swordsman, the Japanese sorcerer Nakano. When an evil immortal named Kane kills the old wizard, the resulting battle leaves him buried in an underground cave. When Kane resurfaces in the 20th century to create havoc, it's up to McLeod to stop him.",11,36800000,"Throughout time they have hunted each other fulfilling the prophecy, that there can be only one.",355,4
406,federal hill,drama,1994,6,465,0,97,0,en,"In Providence's Italian neighborhood, Federal Hill, five young are immersed in drugs, crime and violence. Everything changes when one of the guys in the band know love.",1,0,,5,5
407,in the mouth of madness,horror thriller,1995,7,67340,0,95,8000000,en,An insurance investigator begins discovering that the impact a horror writer's books have on his fans is more than inspirational.,11,8946600,Lived Any Good Books Lately?,1176,7
408,8 seconds,drama,1994,6,5180,0,105,0,en,"This film chronicles the life of Lane Frost, 1987 PRCA Bull Riding World Champion, his marriage and his friendships with Tuff Hedeman (three-time World Champion) and Cody Lambert.",6,0,Hang on for the ride of your life!,76,7
409,above the rim,drama,1994,6,15291,0,96,0,en,"Story of a promising high school basketball star and his relationships with two brothers, one a drug dealer and the other a former basketball star fallen on hard times and now employed as a security guard.",11,0,Some games you play. Some games play you.,142,6
410,addams family values,comedy,1993,6,90385,0,94,47000000,en,"Siblings Wednesday and Pugsley Addams will stop at nothing to get rid of Pubert, the new baby boy adored by parents Gomez and Morticia. Things go from bad to worse when the new ""black widow"" nanny, Debbie Jellinsky, launches her plan to add Fester to her collection of dead husbands.",45,48919043,The family just got a little stranger.,2247,6
411,you so crazy,comedy,1994,6,964,0,84,0,en,"Stand up comedy by Martin Lawrence, filmed in the Majestic Theater in New York City. Martin Lawrence talks about everything from racism, to relationships, to his childhood.",3,0,Uncut. Unrated. Unbelievably Funny.,14,6
412,"age of innocence, the",drama,1993,7,58329,0,139,34000000,en,"Tale of 19th century New York high society in which a young lawyer falls in love with a woman separated from her husband, while he is engaged to the woman's cousin.",15,32255440,In a world of tradition. In an age of innocence. They dared to break the rules.,800,7
413,airheads,comedy,1994,6,49985,0,92,0,en,The Lone Rangers have heavy-metal dreams and a single demo tape they can't get anyone to play. The solution: Hijack an AM rock station and hold the deejays hostage until they agree to broadcast the band's tape.,18,5751882,The amps are on but nobody's home.,539,6
414,"air up there, the",comedy,1994,5,8919,0,107,17080000,en,"Jimmy Dolan is a college basketball coach who wants a big promotion. To get it, he needs to make a dramatic find. He ends up deep in Africa, hoping to recruit Saleh, a huge basketball prodigy Jimmy glimpsed in a home movie. But Saleh is the chief's son and has responsibilities at home, since the tribe's land is threatened by a mining company with its own hotshot basketball team.",8,21011500,,133,6
415,another stakeout,comedy thriller,1993,5,13973,0,108,30000000,en,Chris and Bill are called upon for their excellent surveillance record to stakeout a lakeside home where a Mafia trial witness is believed to be heading or already hiding.,9,30000000,"They're on the look out for thrills, action and adventure.",158,5
416,bad girls,western,1994,5,12484,0,99,0,en,"Four former harlots try to leave the wild west (Colorado, to be exact) and head north to make a better life for themselves. Unfortunately someone from Cody's past won't let it happen that easily.",13,15240435,It was a dangerous time to be a woman. And a good time to have friends.,173,5
417,barcelona,comedy romance,1994,7,6140,0,101,15000000,en,"Two girlfriends on a summer holiday in Spain become enamored with the same painter, unaware that his ex-wife, with whom he has a tempestuous relationship, is about to re-enter the picture.",22,96408652,Life is the ultimate work of art.,3083,6
418,being human,drama,1993,5,4041,0,122,40000000,en,One man must learn the meaning of courage across four lifetimes centuries apart.,5,0,"For Hector, history has a way of repeating itself.",49,5
419,"beverly hillbillies, the",comedy,1993,5,18441,0,92,0,en,"Jed Clampett and kin move from Arkansas to Beverly Hills when he becomes a billionaire, after an oil strike. The country folk are very naive with regard to life in the big city, so when Jed starts a search for a new wife there are inevitably plenty of takers and con artists ready to make a fast buck",37,0,The day they moved in... Beverly Hills moved out.,410,6
420,beverly hills cop iii,action comedy,1994,5,80565,0,104,50000000,en,"Back in sunny southern California and on the trail of two murderers, Axel Foley again teams up with LA cop Billy Rosewood. Soon, they discover that an amusement park is being used as a front for a massive counterfeiting ring – and it's run by the same gang that shot Billy's boss.",15,119208989,In for the ride of his life!,1348,5
421,black beauty,adventure children's,1994,6,9893,0,88,0,en,"Born free in the American West, Black Beauty is a horse rounded up and brought to Birtwick Stables, where she meets spirited teenager Jo Green. The two forge a bond that carries Beauty through the different chapters, challenges and adventures.",13,0,Find your way home.,259,8
422,blink,thriller,1994,6,8399,0,106,0,en,"Ten people arrive at a secluded mountain resort to find it completely deserted. With no gas for the return trip, the visitors are forced to stay and investigate the mystery surrounding the abandoned lodge.",9,0,Life can be erased,146,4
423,blown away,action thriller,1994,6,30703,0,121,28000000,en,Blown Away tells the story of Jimmy Dove who works for the Boston bomb squad. Shortly after Dove leaves the force his partner is killed by a bomb that Dove thinks might have been made by someone he knows.,12,30156002,5. 4. 3. 2. 1......Time's Up.,389,6
424,blue chips,drama,1994,6,13577,0,108,0,en,"Pete Bell, a college basketball coach is under a lot of pressure. His team isn't winning and he cannot attract new players. The stars of the future are secretly being paid by boosters. This practice is forbidden in the college game, but Pete is desperate and has pressures from all around.",8,0,Victory doesn't come cheap.,127,6
425,blue sky,drama romance,1994,6,7411,0,101,0,en,"Hank Marshall is a tough, square-jawed, straitlaced Army engineer and nuclear science expert, assigned to help conduct weapons-testing in 1950's America. Hank has become a thorn in the side of the Army, though, for a couple of very different reasons. He is an outspoken opponent of atmospheric testing, though his superiors hold contrary views and want to squelch his concerns...and his reports. The other problem is his wife, Carly. She is voluptuous and volatile, wreaking havoc in his personal life and stirring up intrigue at each new Army base.",6,0,"In a world of secrets, love is the most powerful weapon.",93,6
426,body snatchers,horror sci-fi thriller,1993,6,19255,0,87,13000000,en,"When Environmental Protection Agency inspector Steve Malone travels to a remote military base in order to check for toxic materials, he brings his family along for the ride. After arriving at the base, his teenage daughter Marti befriends Jean Platt, daughter of the base's commander, General Platt. When people at the base begin acting strangely, Marti becomes convinced that they are slowly being replaced by plant-like aliens.",13,428868,Imagine... you're gone and someone else is living inside your body.,280,6
427,boxing helena,mystery romance thriller,1993,4,12033,0,107,0,en,"A top surgeon is besotted with a beautiful woman who once rebuffed him. Unable to come to terms with life without her, he tries to convince her that they need each other. She has other ideas, but a horrific accident leaves her at his mercy.",11,1796389,"Beyond love, beyond obsession, there hides something beyond reason.",176,5
428,"bronx tale, a",drama,1993,7,137261,0,121,10000000,en,"Set in the Bronx during the tumultuous 1960s, an adolescent boy is torn between his honest, working-class father and a violent yet charismatic crime boss. Complicating matters is the youngster's growing attraction - forbidden in his neighborhood - for a beautiful black girl.",26,17287898,"One man lives in the neighborhood, another man owns it.",1592,7
429,cabin boy,comedy,1994,5,8601,0,80,0,en,"A foul-mouthed finishing school graduate mistakenly winds up on an ill-fated fishing boat, and faces the wrath of a crew that considers him bad luck.",6,3662459,"He's Setting Sail On The High Seas... Without A Rudder, A Compass, Or A Clue!",74,5
430,calendar girl,drama,1993,5,2287,0,90,13000000,en,"Three young men go on an end of the summer trip to Hollywood, California. Their quest: to fulfill the fantasy of meeting Marilyn Monroe.",4,2570145,Three boys' journey to discovery in the Hollywood of the early sixties.,44,5
431,carlito's way,crime drama,1993,7,212920,0,144,30000000,en,"A Puerto-Rican ex-con, just released from prison, pledges to stay away from drugs and violence despite the pressure around him, and lead a better life outside NYC.",19,63848322,He's got a good future if he can live past next week.,2449,7
432,city slickers ii: the legend of curly's gold,comedy western,1994,5,19436,0,116,40,en,"Mitch Robbins 40th birthday begins quite well until he returns home and finds his brother Glen, the black sheep of the family, in his sofa. Nevertheless he is about to have a wonderful birthday-night with his wife when he discovers a treasure map of Curly by chance. Together with Phil and unfortunately Glen he tries to find the hidden gold of Curly's father in the desert of Arizona.",13,43,They're back in the saddle!,238,5
433,clean slate,comedy,1994,5,3900,0,107,0,en,"Pogue is a private eye with a problem: every morning when he wakes up, he has total amnesia, waking up with a 'blank slate'. Since he is in the middle of a hot investigation and has a developing romance, this is less than convenient.",6,7355425,It's a day he'll never forget. Until tomorrow.,49,5
