movie_id,title,genres,year,original_language,budget,overview,popularity,revenue,tagline,tmdb_vote_avg,tmdb_vote_count,tmdb_id
854,"ballad of narayama, the (narayama bushiko)",drama,1958,ja,0,"In Kabuki style, the film tells the story of a remote mountain village where the scarcity of food leads to a voluntary but socially-enforced policy in which relatives carry 70-year-old family members up Narayama mountain to die. Granny Orin is approaching 70, content to embrace her fate. Her widowed son Tatsuhei cannot bear losing his mother, even as she arranges his marriage to a widow his age. Her grandson Kesa, who's girlfriend is pregnant, is selfishly happy to see Orin die. Around them, a family of thieves are dealt with severely, and an old man, past 70, whose son has cast him out, scrounges for food. Will Orin's loving and accepting spirit teach and ennoble her family?",10,0,,7,53,27475
855,every other weekend,drama,1990,en,0,12-year-old Adil seeks to salvage his unstable relationship with his father Nas but his faith is put to the test over the course of a suspenseful day.,0,0,,0,0,27475
856,mille bolle blu,comedy,1993,it,0,,1,0,,6,6,27475
857,crows and sparrows,drama,1949,zh,0,"At a Shanghai apartment, Mr Hou, a Nationalist official, gets ready to move to Taiwan upon the imminent defeat of the KMT during the Civil War. Mrs Hou gives an ultimatum to the rest of the tenants to move out on behalf of her husband, who is the ""owner"" of the flat and who is now planning to sell it. From the conversations with the rest, we find out that Hou has been a Hanjian during the Sino-Japanese War and that he has since taken over the apartment by force from the old landlord, Mr Kong.  The tenants, including Mr Kong, Mrs Xiao, Little Broadcast (alias Mr Xiao, played by Zhao Dan) and a schoolteacher, Mr Hua, and his wife, initially plan to band together, but circumstances force them to find other ways out. Mr Hua tries to find a place to stay at the KMT-sponsored school he is teaching in. Little Broadcast and Mrs Xiao invest in black market gold. As the situation escalates, Mr Hua gets arrested by KMT agents and his young daughter falls desperately ill.",1,0,,5,5,27475
858,"godfather, the",action crime drama,1972,en,6000000,"Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.",128,245066411,An offer you can't refuse.,8,15666,27475
859,"hippie revolution, the",documentary,1996,en,0,"Back in the stone aged we all went to San Fransisco to escape our parents and the Vietnam war. To laugh, dance and love each other. To make love not war. Music bt Country Joe & The Fish, Quicksilver Messenger Service, The Steve Miller Band and Mother Earth.",0,0,,0,0,27475
860,"maybe, maybe not (bewegte mann, der)",comedy,1994,en,0,A double projection of images of lapping water and the Battersea Power Station all transformed by negative positive superimposition creating a moving Bas-Relief  effect.,0,0,,0,0,27475
861,supercop,action thriller,1992,cn,0,"As a crime wave sweeps through Hong Kong, the police call Jessica Yang (Yeoh), a rising star in the ranks, to help stop a notorious gang of thieves! What Jessica doesn't realize is that her boyfriend - recently discharged from the force - is the leader of this ruthless crime ring!",14,0,Only One Force Can Stop This Crime Wave....And She's One Tough Cop!,5,50,27475
862,manny & lo,drama,1996,en,500000,A pregnant teen and her younger sister run away from foster homes and kidnap a woman whom they believe can help with the pregnancy.,3,431326,,5,25,27475
863,celestial clockwork,comedy,1994,fr,0,Ana bolts from her wedding altar and flies from Venezuela to Paris to realize her dream of becoming a great opera star.,0,0,,3,4,27475
864,"wife, the",comedy drama,1995,en,0,"A wife questions her life choices as she travels to Stockholm with her husband, where he is slated to receive the Nobel Prize for Literature.",22,19978189,Secrets lie between the lines.,7,895,27475
865,small faces,drama,1995,en,1850000,"Three teenage brothers, gang-member Bobby, troubled mama's boy Alan and self-assured prankster Lex, reside in a downtrodden section of Glasgow, Scotland, circa 1968. But while Bobby and Alan are beginning to experience the power of raging hormones, the story focuses on Lex, who begins a downward spiral after he accidentally shoots the leader of Bobby's gang. Lex's cockiness and immaturity unfortunately prevent him from understanding the effect his subsequent crimes will have on both himself, and on those around him.",3,0,You are now entering Tongland,6,22,27475
866,bound,crime drama romance thriller,1996,en,35000000,"Based on the true life experiences of poet Jimmy Santiago Baca, the film focuses on half-brothers Paco and Cruz, and their bi-racial cousin Miklo. It opens in 1972, as the three are members of an East L.A. gang known as the ""Vatos Locos"", and the story focuses on how a violent crime and the influence of narcotics alter their lives. Miklo is incarcerated and sent to San Quentin, where he makes a ""home"" for himself. Cruz becomes an exceptional artist, but a heroin addiction overcomes him with tragic results. Paco becomes a cop and an enemy to his ""carnal"", Miklo.",82,0,An epic story of three brothers. Bound by blood. Divided by fate. Driven by destiny.,8,873,27475
867,carpool,comedy crime,1996,en,17000000,"A man with an important business meeting finds himself having to take care of the carpool for the neighborhood school children when his wife gets sick. Stopping to get donuts for the kids, things go even more awry when he finds himself a victim of a robbery. However, the situation only gets worse as a desperate man who had been contemplating a bank robbery robs the robbers and takes the man and the kids hostage in their van as his truck is blocked by an armored car. The thing then proceeds into a comedic chase movie. The father finds his kids don't really respect him and they react better to the robber. The end result is everyone gets a lifestyle change, including the original store owner.",7,0,A dad in a hurry. A man on the run. And five kids with an attitude.,4,63,27475
868,death in brunswick,comedy,1991,en,0,"A reserved man in need of a job, Carl Fitzgerald finds employment at a Greek restaurant. Upon meeting waitress Sophie, Carl begins dating the attractive woman. Though it seems things are improving for Carl, an unexpected situation leads to the death of Mustafa, a shady coworker, and Carl must figure out how to cover up the incident. Unsure of what to do, Carl enlists the help of his buddy, Dave, to get rid of Mustafa's corpse.",2,0,Carl Fitzgerald has decided to clean up his act... but first he has to get rid of the body.,6,14,27475
869,kansas city,crime,1996,en,18000000,"Robert Altman's story – a riff on race, class, and power – cross-cuts between two kidnappings and a background of corrupt politics and virtuoso jazz music. It all takes place in Kansas City in 1934.",6,0,"Kansas City, 1934. Anything could happen here. One night it did.",6,50,27475
870,gone fishin',comedy,1997,en,53000000,Two fishing fanatics get in trouble when their fishing boat gets stolen while on a trip.,7,19745922,Even the fish are laughing!,4,127,27475
871,lover's knot,comedy,1996,de,0,A pair of lovers have no idea that their affair is overseen and orchestrated by an angel sent by Cupid to see that they remain together in this romantic comedy.,1,0,,4,2,27475
872,aiqing wansui,drama,1994,fr,0,,1,0,,4,2,27475
873,shadow of angels (schatten der engel),drama,1976,de,0,"Beautiful, detached, laconic, consumptive Lily Brest is a streetwalker with few clients. She loves her idle boyfriend Raoul who gambles away what little she earns. The town's power broker, called the rich Jew, discovers she is a good listener, so she's soon busy. Raoul imagines grotesque sex scenes between Lily and the Jew; he leaves her for a man. Her parents, a bitter Fascist who is a cabaret singer in drag and her wheelchair-bound mother, offer no refuge. Even though all have a philosophical bent, the other whores reject Lily because she tolerates everyone, including men. She tires of her lonely life and looks for a way out. Even that act serves the local corrupt powers.",1,0,,4,7,27475
874,killer: a journal of murder,crime drama,1995,en,0,"Carl Panzram is sent to Leavenworth Prison for burglary. While there, he is brutally beaten by a guard. Neophyte guard Henry Lesser feels sympathy for Panzram, befriends him, and gets him to write his life story. Lesser learns that Panzram's past is much more violent than he thought, but also that he's capable of being a much better person than the rest of the prison staff believes - or so Lesser thinks.",4,0,"Liar. Thief. Murderer. He hated all of humanity, himself most of all.",5,32,27475
875,nothing to lose,drama,1994,en,25000000,"Advertising executive Nick Beame learns that his wife is sleeping with his employer. In a state of despair, he encounters a bumbling thief whose attempted carjacking goes awry when Nick takes him on an involuntary joyride. Soon the betrayed businessman and the incompetent crook strike up a partnership and develop a robbery-revenge scheme. But it turns out that some other criminals in the area don't appreciate the competition.",15,44480039,"When the odds are against you, sometimes the only bet is yourself.",6,451,27475
876,police story 4: project s (chao ji ji hua),action,1993,cn,0,"As a crime wave sweeps through Hong Kong, the police call Jessica Yang (Yeoh), a rising star in the ranks, to help stop a notorious gang of thieves! What Jessica doesn't realize is that her boyfriend - recently discharged from the force - is the leader of this ruthless crime ring!",14,0,Only One Force Can Stop This Crime Wave....And She's One Tough Cop!,5,50,27475
877,girls town,drama,1996,en,0,"Chip is killed accidentally while trying to rape a blonde girl, who runs. Silver becomes the number one suspect even though she has an alibi, but due to previous brushes with the law she's sent to Girls Town, a home for young women in trouble with the law which is run by nuns. Silver is rebellious and causes trouble at the school, and her friend Sarafina totters near the brink of self-destruction because of an infatuation with a young singer. Meanwhile Chip's father hires a detective to find out the truth, and Chip's friend Fred gets Silver's sister in trouble at a drag race. Silver has a lot of problems all right.",3,0,WHAT HAPPENS WHEN YOUTHFUL REBELS GO BAD?,3,14,27475
878,bye-bye,drama,1995,en,7400000,"When three college students move into an old house off campus, they unwittingly unleash a supernatural entity known as The Bye Bye Man, who comes to prey upon them once they discover his name. The friends must try to save each other, all the while keeping The Bye Bye Man's existence a secret to save others from the same deadly fate.",21,26667197,Don't think it. Don't say it.,5,1053,27475
879,"relic, the",horror,1997,en,60000000,A homicide detective teams up with an evolutionary biologist to hunt a giant creature that is killing people in a Chicago museum.,13,33956608,The Next Evolution In Terror.,5,382,27475
880,"island of dr. moreau, the",sci-fi thriller,1996,en,40000000,A shipwrecked sailor stumbles upon a mysterious island and is shocked to discover that a brilliant scientist and his lab assistant have found a way to combine human and animal DNA—with horrific results.,10,49627779,The gates of hell are unlocked.,4,408,27475
881,first kid,children's comedy,1996,en,0,"Some say that to be the leader of a country is one of the loneliest jobs in the world. But being the child of a world leader can be doubly so. Constantly surrounded by security officers, restricted in movements and having almost every waking moment carefully monitored makes normalcy an impossibility. No one knows this better than young Luke Davenport, the son of U.S. President Davenport. He vents his loneliness, frustration and feelings of isolation from family and friends by being a brat to his private Secret Service agent. When the agent snaps from the strain in front of the First Lady, a new agent is assigned to Luke. He turns out to be the enormous Sam Simms, a bit of a rogue who managed to rise through the ranks by sheer determination rather than strict adherence to Secret-Service protocol. At first, Luke tries all his old tricks upon Sam. But instead of getting angry, Sam seems to actually understand.",11,0,He's young. He's wild. He's fun. And he's the one protecting the president's son.,5,152,27475
882,"trigger effect, the",drama thriller,1996,en,8000000,"A blackout leaves those affected to consider what is necessary, what is legal, and what is questionable, in order to survive in a predatory environment.",7,0,"When Nothing Works, Anything Goes.",5,68,27475
884,sweet nothing,drama,1995,en,0,"Angel celebrates the birth of his daughter by taking his first hit of crack cocaine. With the hesitant support of his wife, Monika, he joins a friend of his to deal drugs for a short time--enough time to get out of debt and buy some nice things for the family. Three years later, Angel is still dealing, and has not saved any money, instead spending it on crack. His addiction grows, straining his friendship and his family life, and he gradually loses control.",1,102350,,7,5,27475
885,bogus,children's drama fantasy,1996,en,32000000,"Recently orphaned, a young boy is taken in by his godmother who is shocked to realize that she can see the boy's imaginary friend: a flamboyant, French magician named Bogus.",8,0,"A comedy about losing your heart, finding your inner child and meeting the one friend you've always tried to avoid.",5,196,27475
886,bulletproof,action,1996,en,52000000,"A mysterious and immortal Tibetan kung fu master, who has spent the last 60 years traveling around the world protecting the ancient Scroll of the Ultimate, mentors a selfish street kid in the ancient intricacies of kung fu.",20,37713879,A power beyond measure requires a protector without equal.,5,712,27475
887,talk of angels,drama,1998,en,0,"This is the story of a young Irish woman who comes to Spain to escape from the pressures she feels about her impending marriage to a political activist in Ireland. But in Spain in the 1930's, taking a job of governess in a wealthy family, she finds the same kinds of political unrest. In fact, it isn't long before she finds herself attracted to a married man who is similarly involved in the struggle against fascism and Franco. This awakens her to her nature that brings her to such men and resolves for her what she must do about the life she left in Ireland",3,0,,5,12,27475
888,land before time iii: the time of the great giving,animation children's,1995,en,0,"Littlefoot and his young friends Cera, Ducky and Spike are being harassed by a group of older dinosaurs led by Hyp. When a meteorite strikes nearby, it causes a drought. The resulting scarcity of resources creates animosity among the different species in the Great Valley. Littlefoot and his crew resolve to venture forth to find a solution - as does Hyp and his gang. Will the groups learn to cooperate, or will their rivalry destroy them?",11,0,,6,309,27475
889,1-900,romance,1994,en,0,The police become involved when the callers to a 1-900 number begin turning up dead after a visit from the beautiful operator.,0,0,The number is murder!,1,1,27475
890,baton rouge,thriller,1988,fr,0,"In a style evocative of Fellini at his most surreal, this bizarre French Canadian fantasy follows the romance between a young filmmaker and a bearded lady from a local circus during the 1960s. The story begins in a contemporary theater where a projectionist describes, to movie director Rex Prince, the ghostly spirit that seems to be haunting his film. The story then races backward to the 1960s when a half-mad, idealistic Rex was busily making his first film, a Marxist tract depicting poverty in Montreal. Edouard Dore, a well-connected editor works with him and it is he who takes Rex to a carnival late one night to meet the performers in a freakshow. The first person Rex meets is Le Grand Zenon, a hulking one-eyed fellow with the amazing ability to use his eye to project movie images on a screen with neither a projector nor film.",1,0,,5,5,27475
891,halloween: the curse of michael myers,horror thriller,1995,en,5000000,"Six years ago, Michael Myers terrorized the town of Haddonfield, Illinois. He and his niece, Jamie Lloyd, have disappeared. Jamie was kidnapped by a bunch of evil druids who protect Michael Myers. And now, six years later, Jamie has escaped after giving birth to Michael's child. She runs to Haddonfield to get Dr. Loomis to help her again.",23,15116634,Terror Never Rests in Peace,5,769,27475
892,twelfth night,comedy drama romance,1996,en,0,"Shakespeare's comedy of gender confusion, in which a girl disguises herself as a man to be near the count she adores, only to be pursued by the woman he loves.",8,0,,6,61,27475
893,mother night,drama,1996,en,0,"An American spy behind the lines during WWII serves as a Nazi propagandist, a role he cannot escape in his future life as he can never reveal his real role in the war.",4,0,The truth is more shocking than the uniform he wears... HE WAS AN AMERICAN SPY.,6,35,27475
894,liebelei,romance,1933,de,0,"Vienna in the beginning of the twentieth century. Cavalry Lieutenant Fritz Lobheimer is about to end his affair with Baroness Eggerdorff when he meets the young Christine, the daughter of an opera violinist. Baron Eggerdorff however soon hears of his past misfortune...",3,0,,6,25,27475
895,venice/venice,drama,1992,en,0,"Dean is a maverick American film director surprised that his most recent film has been chosen as the Official U.S. Entry at the Venice Film Festival. A beautiful French journalist arrives at the festival with the apparent intention of interviewing the unique and eccentric filmmaker. In the midst of all the festival madness, she is forced to confront the wide divergence between things as they really are and things as they seem to be - both on screen and off. And so, finally, are we. Shot half in Venice, Italy and half in Venice, California, ""Venice/Venice"" looks at the profound effect movies have had - and continue to have - on our lives, our loves and on our dreams of romance.",1,0,,0,0,27475
896,wild reeds,drama,1994,fr,0,"As the Algerian War draws to a close, a teenager with a girlfriend starts feeling homosexual urges for two of his classmates: a country boy, and a French-Algerian intellectual.",7,807775,,7,85,27475
897,for whom the bell tolls,adventure war,1943,en,3000000,Spain in the 1930s is the place to be for a man of action like Robert Jordan. There is a civil war going on and Jordan—who has joined up on the side that appeals most to idealists of that era—has been given a high-risk assignment up in the mountains. He awaits the right time to blow up a crucial bridge in order to halt the enemy's progress,13,17800000,Thunderous! Tender! Touching!,6,132,27475
898,"philadelphia story, the",comedy romance,1940,en,0,"When a rich woman's ex-husband and a tabloid-type reporter turn up just before her planned remarriage, she begins to learn the truth about herself.",13,0,Broadway's howling year-run comedy hit of the snooty society beauty who slipped and fell - IN LOVE!,7,641,27475
899,singin' in the rain,musical romance,1952,en,2540800,"In 1927 Hollywood, a silent film production company and cast make a difficult transition to sound.",22,7200000,What a Glorious Feeling!,8,2359,27475
900,"american in paris, an",musical romance,1951,en,22000000,An American man unwittingly gets involved with werewolves who have developed a serum allowing them to transform at will.,20,26570463,Things are about to get a little hairy.,5,510,27475
901,funny face,comedy musical,1957,en,0,A shy Greenwich Village book clerk is discovered by a fashion photographer and whisked off to Paris where she becomes a reluctant model.,12,0,'S Wonderful! 'S Marvelous!,7,534,27475
902,breakfast at tiffany's,drama romance,1961,en,2500000,"Holly Golightly is an eccentric New York City playgirl determined to marry a Brazilian millionaire. But when young writer Paul Varjak moves into her apartment building, her past threatens to get in their way.",24,9500000,"Audrey Hepburn plays that daring, darling Holly Golightly to a new high in entertainment delight!",7,3458,27475
903,vertigo,mystery thriller,1958,en,2479000,"A retired San Francisco detective suffering from acrophobia investigates the strange activities of an old friend's wife, all the while becoming dangerously obsessed with her.",21,7797728,Alfred Hitchcock engulfs you in a whirlpool of terror and tension!,8,4490,27475
904,rear window,mystery thriller,1954,en,1000000,A wheelchair-bound photographer spies on his neighbors from his apartment window and becomes convinced one of them has committed murder.,24,37034514,It only takes one witness to spoil the perfect crime.,8,5018,27475
905,it happened one night,comedy,1934,en,325000,"A renegade reporter and a crazy young heiress meet on a bus heading for New York, and end up stuck with each other when the bus leaves them behind at one of the stops.",14,4500000,Together for the first time!,7,881,27475
906,gaslight,mystery thriller,1944,en,1000000,"In an alternative Victorian Age Gotham City, Batman begins his war on crime while he investigates a new series of murders by Jack the Ripper.",34,3469151,"As the Ripper stalks Gotham City, the Dark Knight reveals the face of terror.",6,540,27475
907,"gay divorcee, the",comedy musical romance,1934,en,520000,"Seeking a divorce from her absentee husband, Mimi Glossop travels to an English seaside resort. There she falls in love with dancer Guy Holden, whom she later mistakes for the corespondent her lawyer hired.",7,0,The King and Queen of 'Carioca',7,80,27475
908,north by northwest,drama thriller,1959,en,4000000,"Advertising man Roger Thornhill is mistaken for a spy, triggering a deadly cross-country chase.",21,13275000,It's a deadly game of 'tag' and Cary Grant is 'it'...,8,3172,27475
909,"apartment, the",comedy drama,1960,en,3000000,"Bud Baxter is a minor clerk in a huge New York insurance company, until he discovers a quick way to climb the corporate ladder. He lends out his apartment to the executives as a place to take their mistresses. Although he often has to deal with the aftermath of their visits, one night he's left with a major problem to solve.",20,25000000,"Movie-wise, there has never been anything like it - laugh-wise, love-wise, or otherwise-wise!",8,1674,27475
910,some like it hot,comedy crime,1959,en,2883848,"Two musicians witness a mob hit and struggle to find a way out of the city before they are found by the gangsters. Their only opportunity is to join an all-girl band as they leave on a tour. To make their getaway they must first disguise themselves as women, then keep their identities secret and deal with the problems this brings - such as an attractive bandmate and a very determined suitor.",22,25000000,,8,2661,27475
911,charade,comedy mystery romance thriller,1963,en,4000000,"After Regina Lampert falls for the dashing Peter Joshua on a skiing holiday in the French Alps, she discovers upon her return to Paris that her husband has been murdered. Soon, she and Peter are giving chase to three of her late husband's World War II cronies, Tex, Scobie and Gideon, who are after a quarter of a million dollars the quartet stole while behind enemy lines. But why does Peter keep changing his name?",9,13475000,Is anyone really who they seem to be?,7,1003,27475
912,casablanca,drama romance war,1942,en,878000,"In Casablanca, Morocco in December 1941, a cynical American expatriate meets a former lover, with unforeseen complications.",21,10462500,They had a date with fate in Casablanca!,8,4149,27475
913,"maltese falcon, the",film-noir mystery,1941,en,375000,"A private detective takes on a case that involves him with three eccentric criminals, a beautiful liar, and their quest for a priceless statuette.",17,1772000,A story as EXPLOSIVE as his BLAZING automatics!,7,1228,27475
914,my fair lady,musical romance,1964,en,17000000,A snobbish phonetics professor agrees to a wager that he can take a flower girl and make her presentable in high society.,18,72661442,The loverliest motion picture of them all!,7,987,27475
915,sabrina,comedy romance,1954,en,2239000,"Linus and David Larrabee are the two sons of a very wealthy family. Linus is all work – busily running the family corporate empire, he has no time for a wife and family. David is all play – technically he is employed by the family business, but never shows up for work, spends all his time entertaining, and has been married and divorced three times. Meanwhile, Sabrina Fairchild is the young, shy, and awkward daughter of the household chauffeur, who goes away to Paris for two years, and returns to capture David's attention, while falling in love with Linus.",19,10000000,...the chauffeur's daughter who learned her stuff in Paris,7,965,27475
916,roman holiday,comedy romance,1953,en,1500000,"Overwhelmed by her suffocating schedule, touring European princess Ann takes off for a night while in Rome. When a sedative she took from her doctor kicks in, however, she falls asleep on a park bench and is found by an American reporter, Joe Bradley, who takes her back to his apartment for safety. At work the next morning, Joe finds out Ann's regal identity and bets his editor he can get exclusive interview with her, but romance soon gets in the way.",18,12000000,Romance in romantic Rome!,7,1536,27475
917,"little princess, the",children's drama,1939,en,0,"Wysteria is beaming with pride; her gardens are in bloom, her little Breezie friends are in town, and it's time for Ponyville's fanciest spring parade, the ultimate celebration of flowers, flowers, flowers! But things don't go according to plan when Wysteria accidentally awakens Spike the Dragon, a sleepy, silly 1,000-year-old dragon. For you see, legend holds that when a dragon is awakened, an new princess is about to be crowned. But who is the Princess of Ponyville?",6,0,,5,11,27475
918,meet me in st. louis,musical,1944,en,1707561,"In the year before the 1904 St. Louis World's Fair, the four Smith daughters learn lessons of life and love, even as they prepare for a reluctant move to New York.",10,7566000,M·G·M's glorious love story with music!,7,260,27475
919,"wizard of oz, the",adventure children's drama musical,1939,en,0,"This iconic American story was written in 1900 by L Frank Baum, a Chicago businessman, journalist, chicken breeder, actor, boutique owner, Hollywood movie director and lifelong fan of all things innovative and technological. His life spanned an era of remarkable invention and achievement in America and many of these developments helped to fuel this great storyteller's imagination.  His ambition was to create the first genuine American fairytale and the story continues to fascinate, inspire and engage millions of fans of all ages from all over the world. This documentary explores how The Wonderful Wizard of Oz has come to symbolise the American Dream and includes previously unseen footage from the Baum family archives, still photographs and clips from the early Oz films, as well as interviews with family members, literary experts and American historians as it tells the story of one man's life in parallel to the development of modern America.",1,0,,7,1,27475
920,gone with the wind,drama romance war,1939,en,4000000,"The spoiled daughter of a well-to-do plantation owner is forced to use every means at her disposal to claw her way out of poverty, following Maj. Gen. William Sherman's destructive ""March to the Sea,” during the American Civil War.",29,402352579,The greatest romance of all time!,8,3215,27475
921,my favorite year,comedy,1982,en,0,"New York City, 1954: Benjy Stone is the junior writer on the top rated variety/comedy show. His idol Alan Swann, an actor with a drinking problem, is to be that week's guest star.",7,0,,7,70,27475
922,sunset blvd. (a.k.a. sunset boulevard),film-noir,1950,en,0,"Commissioned by The Getty Museum on the occasion of their 2019 Getty Medal to the painter, draftsman, photographer, and bookmaker, Ed Ruscha. Utilizing The Getty Research Institute's preservation and digitization of over a million images from Ed's Streets of Los Angeles photo series, and excerpts from Jack Kerouac's ""On The Road,"" this film puts together two of Ed's major inspirations: Kerouac's text and the city of Los Angeles.",0,0,,0,0,27475
923,citizen kane,drama,1941,en,839727,"Newspaper magnate, Charles Foster Kane is taken from his mother as a boy and made the ward of a rich industrialist. As a result, every well-meaning, tyrannical or self-destructive move he makes for the rest of his life appears in some way to be a reaction to that deeply wounding event.",20,23218000,It's terrific!,8,4325,27475
924,2001: a space odyssey,drama mystery sci-fi thriller,1968,en,12000000,"Humanity finds a mysterious object buried beneath the lunar surface and sets off to find its origins with the help of HAL 9000, the world's most advanced super computer.",42,71923560,The Ultimate Trip.,8,9179,27475
925,golden earrings,adventure romance,1947,en,1000000,A British colonel escapes from the Gestapo to the Black Forest and poses as a Gypsy's mate.,2,7000000,Strange . . . Amazing . . . Their Love Story !,5,5,27475
926,all about eve,drama,1950,en,1400000,"From the moment she glimpses her idol at the stage door, Eve Harrington is determined to take the reins of power away from the great actress Margo Channing. Eve maneuvers her way into Margo's Broadway role, becomes a sensation and even causes turmoil in the lives of Margo's director boyfriend, her playwright and his wife. Only the cynical drama critic sees through Eve, admiring her audacity and perfect pattern of deceit.",20,8400000,It's all about women... and their men!,8,1170,27475
927,"women, the",comedy,1939,en,16000000,"The story centers on a group of gossipy, high-society women who spend their days at the beauty salon and haunting fashion shows. The sweet, happily-wedded Mary Haines finds her marriage in trouble when shop girl Crystal Allen gets her hooks into Mary's man.",12,50007546,,5,270,27475
928,rebecca,romance thriller,1940,en,1288000,"Story of a young woman who marries a fascinating widower only to find out that she must live in the shadow of his former wife, Rebecca, who died mysteriously several years earlier. The young wife must come to grips with the terrible secret of her handsome, cold husband, Max De Winter. She must also deal with the jealous, obsessed Mrs. Danvers, the housekeeper, who will not accept her as the mistress of the house.",20,6000000,The shadow of this woman darkened their love.,7,1263,27475
929,foreign correspondent,thriller,1940,en,0,"The European war was only beginning to erupt across national borders. Johnny Jones, an American crime reporter dispatched by his New York publisher to put a fresh spin on the drowsy dispatches emanating from overseas, has a nose for a good story—which promptly leads him to the crime of fascism and Nazi Germany's designs on European conquest. In attempting to learn more about a seemingly noble peace effort, Jones walks into the middle of an assassination, uncovers a spy ring and—not entirely coincidentally—falls in love.",10,0,The thrill spectacle of the year!,6,259,27475
930,notorious,film-noir romance thriller,1946,en,0,"""Notorious"" is the story of Christopher Wallace. Through raw talent and sheer determination, Wallace transforms himself from Brooklyn street hustler (once selling crack to pregnant women) to one of the greatest rappers of all time: The Notorious B.I.G. Follow his meteoric rise to fame and his refusal to succumb to expectations - redefining our notion of ""The American Dream.""",23,43051547,No dream is too B.I.G.,6,534,27475
931,spellbound,mystery romance thriller,1945,en,1500000,"When Dr. Anthony Edwardes arrives at a Vermont mental hospital to replace the outgoing hospital director, Dr. Constance Peterson, a psychoanalyst, discovers Edwardes is actually an impostor. The man confesses that the real Dr. Edwardes is dead and fears he may have killed him, but cannot recall anything. Dr. Peterson, however is convinced his impostor is innocent of the man's murder, and joins him on a quest to unravel his amnesia through psychoanalysis.",9,7000000,The maddest love that ever possessed a woman.,7,644,27475
932,"affair to remember, an",romance,1957,en,2100000,A couple falls in love and agrees to meet in six months at the Empire State Building - but will it happen?,10,3800000,In Italy... on the Mediterranean... across an ocean... and all over New York!,7,346,27475
933,to catch a thief,comedy romance thriller,1955,en,2500000,"An ex-thief is accused of enacting a new crime spree, so to clear his name he sets off to catch the new thief, who’s imitating his signature style.",13,8750000,WANTED by the police in all the luxury-spots of Europe!... A catch for any woman!,7,1138,27475
934,father of the bride,comedy,1950,en,20000000,"George Banks is an ordinary, middle-class man whose 22 year-old daughter Annie has decided to marry a man from an upper-class family, but George can't think of what life would be like without his daughter. His wife tries to make him happy for Annie, but when the wedding takes place at their home and a foreign wedding planner takes over the ceremony, he becomes slightly insane.",14,89325780,Love is wonderful. Until it happens to your only daughter.,6,1035,27475
935,"band wagon, the",comedy musical,1953,en,0,A Broadway artiste turns a faded film star's comeback vehicle into an artsy flop.,7,0,Get Aboard!,7,153,27475
936,ninotchka,comedy romance,1939,en,1365000,A stern Russian woman sent to Paris on official business finds herself attracted to a man who represents everything she is supposed to detest.,9,2279000,Garbo Laughs,7,270,27475
937,love in the afternoon,comedy romance,1957,en,2100000,Lovestruck conservatory student Ariane pretends to be just as much a cosmopolitan lover as the worldly mature Frank Flannagan hoping that l’amour will take hold.,11,2000000,Love is a game any number can play... especially in the afternoon...,7,223,27475
938,gigi,musical,1958,en,3319355,"A home, a motorcar, servants, the latest fashions: the most eligible and most finicky bachelor in Paris offers them all to Gigi. But she, who's gone from girlish gawkishness to cultured glamour before our eyes, yearns for that wonderful something money can't buy.",12,13200000,Thank heaven for Gigi,6,237,27475
939,"reluctant debutante, the",comedy drama,1958,en,0,"Jimmy and Sheila Broadbent, welcome to London Jimmy's 17-year-old daughter, Jane. Jane is from Jimmy's first marriage to an American and has come to visit her father and the step-mother she has never met. While visiting Sheila has the idea of making Jane a debutante, an idea Jane resists. Difficulties range from Jane's apathy to being placed on the marriage block, the determined efforts of Sheila's cousin, Mabel Claremont, to win wealthy David Fenner for her debutante daughter Clarissa, and Jane's attraction to David Parkson, an American drummer who plays in the orchestra at the coming-out balls.",3,0,MGM presents the Comedy-Romance in luscious COLOR!,7,28,27475
940,"adventures of robin hood, the",action adventure,1938,en,2033000,Robin Hood fights nobly for justice against the evil Sir Guy of Gisbourne while striving to win the hand of the beautiful Maid Marian.,14,3981000,Excitement... Danger... Suspense... as this classic adventure story sweeps across the screen!,7,528,27475
941,"mark of zorro, the",adventure,1940,en,0,"Around 1820 the son of a California nobleman comes home from Spain to find his native land under a villainous dictatorship. On the one hand he plays the useless fop, while on the other he is the masked avenger Zorro.",12,0,Ride With Zorro . . . The Dashing Don Of California's Most Adventurous Era !,7,150,27475
942,laura,crime film-noir mystery,1944,es,0,"After years of leave, Laura Lebrel returns to action. Lydia asks him for help on a case: Eugenio Ortiz, Laura's former instructor, has been murdered. But a new detective, Hector, finds evidence that incriminates Laura. She asks to be allowed to find the killer and Lydia gives her 24 hours to solve the case before arresting her.",304,0,,7,9,27475
943,"ghost and mrs. muir, the",drama romance,1947,en,0,"In 1900, strong-willed widow Lucy Muir goes to live in Gull Cottage by the British seaside, even though it appears to be haunted. On her very first night she meets the ghost of the crusty former owner, Captain Gregg—and refuses to be scared off. They eventually become friends and allies, after Lucy gets used to the idea of a man's ghost haunting her bedroom.",8,0,THE SPIRIT... so willing! THE FLESH... so weak! THE ROMANCE... so wonderful!,7,209,27475
