movie_id,title,year,tconst
1141,hoogste tijd,1995.0,tt0113328
1143,three lives and only one death,1996.0,tt0117968
1145,snowriders,1996.0,tt0117677
1146,curtis's charm,1995.0,tt0112759
1147,when we were kings,1996.0,tt0118147
1151,faust,1994.0,tt0109781
1152,he walked by night,1948.0,tt0040427
1153,raw deal,1948.0,tt0040723
1154,t-men,1947.0,tt0039881
1158,here comes cookie,1935.0,tt0026465
1159,love in bloom,1935.0,tt0026656
1160,six of a kind,1934.0,tt0025799
1163,mina tannenbaum,1994.0,tt0110521
1167,dear god,1996.0,tt0116059
1168,bad moon,1996.0,tt0115610
1169,american dream,1990.0,tt0099028
1170,best of the best 3: no turning back,1995.0,tt0112483
1171,bob roberts,1992.0,tt0103850
1172,cinema paradiso,1988.0,tt0095765
1175,delicatessen,1991.0,tt0101700
1177,enchanted april,1991.0,tt0101811
1178,paths of glory,1957.0,tt0050825
1180,hear my song,1991.0,tt0102014
1184,mediterraneo,1991.0,tt0102426
1185,my left foot,1989.0,tt0097937
1186,"sex, lies, and videotape",1989.0,tt0098724
1187,passion fish,1992.0,tt0105107
1188,strictly ballroom,1992.0,tt0105488
1191,madonna: truth or dare,1991.0,tt0102370
1192,paris is burning,1990.0,tt0100332
1193,one flew over the cuckoo's nest,1975.0,tt0073486
1194,up in smoke,1978.0,tt0078446
1196,star wars: episode v - the empire strikes back,1980.0,tt0080684
1199,brazil,1985.0,tt0088846
1200,aliens,1986.0,tt0090605
1203,12 angry men,1957.0,tt0050083
1204,lawrence of arabia,1962.0,tt0056172
1207,to kill a mockingbird,1962.0,tt0056592
1208,apocalypse now,1979.0,tt0078788
1210,star wars: episode vi - return of the jedi,1983.0,tt0086190
1213,goodfellas,1990.0,tt0099685
1214,alien,1979.0,tt0078748
1217,ran,1985.0,tt0089881
1219,psycho,1960.0,tt0054215
1222,full metal jacket,1987.0,tt0093058
1224,henry v,1989.0,tt0097499
1225,amadeus,1984.0,tt0086879
1225,amadeus,1984.0,tt0229208
1227,once upon a time in america,1984.0,tt0087843
1228,raging bull,1980.0,tt0081398
1230,annie hall,1977.0,tt0075686
1232,stalker,1979.0,tt0079944
1235,harold and maude,1971.0,tt0067185
1236,trust,1990.0,tt0103130
1238,local hero,1983.0,tt0085859
1242,glory,1989.0,tt0097441
1242,glory,1989.0,tt0775476
1244,manhattan,1979.0,tt0079522
1245,miller's crossing,1990.0,tt0100150
1246,dead poets society,1989.0,tt0097165
1248,touch of evil,1958.0,tt0052311
1252,chinatown,1974.0,tt0071315
1255,bad taste,1987.0,tt0092610
1256,duck soup,1933.0,tt0023969
1257,better off dead...,1985.0,tt0088794
1259,stand by me,1986.0,tt0092005
1260,m,1931.0,tt0022100
1264,diva,1981.0,tt0082269
1265,groundhog day,1993.0,tt0107048
1266,unforgiven,1992.0,tt0105695
1268,pump up the volume,1990.0,tt0100436
1270,back to the future,1985.0,tt0088763
1271,fried green tomatoes,1991.0,tt0101921
1272,patton,1970.0,tt0066206
1273,down by law,1986.0,tt0090967
1274,akira,1988.0,tt0094625
1275,highlander,1986.0,tt0091203
1276,cool hand luke,1967.0,tt0061512
1277,cyrano de bergerac,1990.0,tt0099334
1277,cyrano de bergerac,1990.0,tt5445580
1278,young frankenstein,1974.0,tt0072431
1279,night on earth,1991.0,tt0102536
1280,raise the red lantern,1991.0,tt0101640
1282,fantasia,1940.0,tt0032455
1283,high noon,1952.0,tt0044706
1286,somewhere in time,1980.0,tt0081534
1287,ben-hur,1959.0,tt0052618
1288,this is spinal tap,1984.0,tt0088258
1290,some kind of wonderful,1987.0,tt0094006
1291,indiana jones and the last crusade,1989.0,tt0097576
1292,being there,1979.0,tt0078841
1293,gandhi,1982.0,tt0083987
1297,real genius,1985.0,tt0089886
1301,forbidden planet,1956.0,tt0049223
1302,field of dreams,1989.0,tt0097351
1304,butch cassidy and the sundance kid,1969.0,tt0064115
1305,"paris, texas",1984.0,tt0087884
1307,when harry met sally...,1989.0,tt0098635
1308,i shot a man in vegas,1995.0,tt0113369
1309,parallel sons,1995.0,tt0114089
1310,hype!,1996.0,tt0116589
1311,santa with muscles,1996.0,tt0117550
1312,female perversions,1996.0,tt0116293
1313,mad dog time,1996.0,tt0116953
1314,breathing room,1996.0,tt0115754
1317,i'm not rappaport,1996.0,tt0116601
1318,blue juice,1995.0,tt0112537
1323,amityville 3-d,1983.0,tt0085159
1326,amityville ii: the possession,1982.0,tt0083550
1330,april fool's day,1986.0,tt0090655
1331,audrey rose,1977.0,tt0075704
1336,body parts,1991.0,tt0101492
1339,bram stoker's dracula,1992.0,tt0103874
1341,burnt offerings,1976.0,tt0074258
1342,candyman,1992.0,tt0103919
1343,cape fear,1991.0,tt0101540
1344,cape fear,1962.0,tt0055824
1345,carrie,1976.0,tt0074285
1346,cat people,1982.0,tt0083722
1352,albino alligator,1996.0,tt0115495
1354,breaking the waves,1996.0,tt0115751
1355,nightwatch,1997.0,tt0119791
1356,star trek: first contact,1996.0,tt0117731
1357,shine,1996.0,tt0117631
1358,sling blade,1996.0,tt0117666
1359,jingle all the way,1996.0,tt0116705
1361,paradise lost: the child murders at robin hood hills,1996.0,tt0117293
1365,ridicule,1996.0,tt0117477
1367,101 dalmatians,1996.0,tt0115433
1370,die hard 2,1990.0,tt0099423
1371,star trek: the motion picture,1979.0,tt0079945
1372,star trek vi: the undiscovered country,1991.0,tt0102975
1373,star trek v: the final frontier,1989.0,tt0098382
1375,star trek iii: the search for spock,1984.0,tt0088170
1376,star trek iv: the voyage home,1986.0,tt0092007
1377,batman returns,1992.0,tt0103776
1378,young guns,1988.0,tt0096487
1379,young guns ii,1990.0,tt0100994
1380,grease,1978.0,tt0077631
1381,grease 2,1982.0,tt0084021
1382,marked for death,1990.0,tt0100114
1383,adrenalin: fear the rush,1996.0,tt0115471
1385,under siege,1992.0,tt0105690
1386,terror in a texas town,1958.0,tt0052287
1387,jaws,1975.0,tt0073195
1388,jaws 2,1978.0,tt0077766
1389,jaws 3-d,1983.0,tt0085750
1390,my fellow americans,1996.0,tt0117119
1391,mars attacks!,1996.0,tt0116996
1392,citizen ruth,1996.0,tt0115906
1393,jerry maguire,1996.0,tt0116695
1394,raising arizona,1987.0,tt0093822
1395,tin men,1987.0,tt0094155
1396,sneakers,1992.0,tt0105435
1397,bastard out of carolina,1996.0,tt0115633
1398,in love and war,1996.0,tt0116621
1399,marvin's room,1996.0,tt0116999
1400,somebody is waiting,1996.0,tt0117691
1401,ghosts of mississippi,1996.0,tt0116410
1405,beavis and butt-head do america,1996.0,tt0115641
1407,scream,1996.0,tt0117571
1407,scream,1996.0,tt0176904
1409,michael,1996.0,tt0117038
1411,hamlet,1996.0,tt0116477
1412,some mother's son,1996.0,tt0117690
1414,mother,1996.0,tt0117091
1416,evita,1996.0,tt0116250
1419,walkabout,1971.0,tt0067959
1420,message to love: the isle of wight festival,1996.0,tt0117028
1421,grateful dead,1995.0,tt0113212
1422,murder at 1600,1997.0,tt0119731
1424,inside,1996.0,tt0116640
1425,fierce creatures,1997.0,tt0119115
1426,zeus and roxanne,1997.0,tt0120550
1427,turbulence,1997.0,tt0120390
1428,angel baby,1995.0,tt0112362
1431,beverly hills ninja,1997.0,tt0118708
1432,metro,1997.0,tt0119664
1436,falling in love again,1980.0,tt0080714
1438,dante's peak,1997.0,tt0118928
1439,meet wally sparks,1997.0,tt0119644
1440,amos & andrew,1993.0,tt0106266
1441,benny & joon,1993.0,tt0106387
1442,prefontaine,1997.0,tt0119937
1445,mchale's navy,1997.0,tt0119640
1446,kolya,1996.0,tt0116790
1447,gridlock'd,1997.0,tt0119225
1448,fire on the mountain,1996.0,tt0116310
1449,waiting for guffman,1996.0,tt0118111
1455,hotel de love,1996.0,tt0116565
1457,fools rush in,1997.0,tt0119141
1458,touch,1997.0,tt0120357
1459,absolute power,1997.0,tt0118548
1461,vegas vacation,1997.0,tt0120434
1462,unforgotten: twenty-five years after willowbrook,1996.0,tt0118042
1463,that old feeling,1997.0,tt0120318
1464,lost highway,1997.0,tt0116922
1465,rosewood,1997.0,tt0120036
1466,donnie brasco,1997.0,tt0119008
1468,booty call,1997.0,tt0118750
1470,rhyme & reason,1997.0,tt0120014
1471,boys life 2,1997.0,tt0118762
1472,city of industry,1997.0,tt0118859
1473,best men,1997.0,tt0118702
1475,kama sutra: a tale of love,1996.0,tt0116743
1476,private parts,1997.0,tt0119951
1477,love jones,1997.0,tt0119572
1480,smilla's sense of snow,1997.0,tt0120152
1483,crash,1996.0,tt0115964
1485,liar liar,1997.0,tt0119528
1487,selena,1997.0,tt0120094
1489,cats don't dance,1997.0,tt0118829
1490,b*a*p*s,1997.0,tt0118663
1493,love and other catastrophes,1996.0,tt0116931
1495,turbo: a power rangers movie,1997.0,tt0120389
1496,anna karenina,1997.0,tt0118623
1497,double team,1997.0,tt0119013
1498,inventing the abbotts,1997.0,tt0119381
1499,anaconda,1997.0,tt0118615
1500,grosse pointe blank,1997.0,tt0119229
1501,keys to tulsa,1997.0,tt0116762
1502,kissed,1996.0,tt0116783
1503,8 heads in a duffel bag,1997.0,tt0118541
1504,hollow reed,1996.0,tt0113314
1507,paradise road,1997.0,tt0119859
1508,traveller,1997.0,tt0120366
1509,all over me,1997.0,tt0118586
1511,a chef in love,1996.0,tt0117050
1513,romy and michele's high school reunion,1997.0,tt0120032
1515,volcano,1997.0,tt0120461
1516,children of the revolution,1996.0,tt0115886
1517,austin powers: international man of mystery,1997.0,tt0118655
1518,breakdown,1997.0,tt0118771
1518,breakdown,1997.0,tt0245020
1519,broken english,1996.0,tt0115760
1520,commandments,1997.0,tt0115927
1522,ripe,1996.0,tt0117482
1523,"truth or consequences, n.m.",1997.0,tt0120383
1525,warriors of virtue,1997.0,tt0120479
1526,fathers' day,1997.0,tt0119109
1528,intimate relations,1996.0,tt0116643
1529,nowhere,1997.0,tt0119809
1531,losing chase,1996.0,tt0116920
1532,sprung,1997.0,tt0120190
1535,love! valour! compassion!,1997.0,tt0119578
1539,twin town,1997.0,tt0120394
1541,addicted to love,1997.0,tt0118556
1542,brassed off,1996.0,tt0115744
1545,ponette,1996.0,tt0117359
1546,schizopolis,1996.0,tt0117561
1549,rough magic,1995.0,tt0114303
1550,trial and error,1997.0,tt0120373
1551,buddy,1997.0,tt0118787
1552,con air,1997.0,tt0118880
1553,late bloomers,1996.0,tt0116834
1556,speed 2: cruise control,1997.0,tt0120179
1558,sudden manhattan,1996.0,tt0117775
1561,wedding bell blues,1996.0,tt0118127
1562,batman & robin,1997.0,tt0118688
1563,dream with the fishes,1997.0,tt0119019
1565,head above water,1996.0,tt0116502
1566,hercules,1997.0,tt0119282
1568,murder and murder,1996.0,tt0116949
1569,my best friend's wedding,1997.0,tt0119738
1570,tetsuo ii: body hammer,1992.0,tt0105569
1573,face/off,1997.0,tt0119094
1574,fall,1997.0,tt0119098
1575,gabbeh,1996.0,tt0116384
1579,for ever mozart,1996.0,tt0116334
1580,men in black,1997.0,tt0119654
1581,out to sea,1997.0,tt0119848
1582,wild america,1997.0,tt0120512
1584,contact,1997.0,tt0118884
1585,love serenade,1996.0,tt0116930
1586,g.i. jane,1997.0,tt0119173
1587,conan the barbarian,1982.0,tt0082198
1588,george of the jungle,1997.0,tt0119190
1589,cop land,1997.0,tt0118887
1590,event horizon,1997.0,tt0119081
1591,spawn,1997.0,tt0120177
1592,air bud,1997.0,tt0118570
1593,picture perfect,1997.0,tt0119896
1594,in the company of men,1997.0,tt0119361
1595,free willy 3: the rescue,1997.0,tt0119152
1596,career girls,1997.0,tt0118818
1597,conspiracy theory,1997.0,tt0118883
1598,desperate measures,1998.0,tt0118966
1599,steel,1997.0,tt0120207
1600,she's so lovely,1997.0,tt0120112
1601,hoodlum,1997.0,tt0119311
1602,leave it to beaver,1997.0,tt0119509
1603,mimic,1997.0,tt0119675
1604,money talks,1997.0,tt0119695
1605,excess baggage,1997.0,tt0119086
1606,kull the conqueror,1997.0,tt0119484
1608,air force one,1997.0,tt0118571
1611,my own private idaho,1991.0,tt0102494
1612,"kiss me, guido",1997.0,tt0119465
1613,star maps,1997.0,tt0120197
1614,in & out,1997.0,tt0119360
1617,l.a. confidential,1997.0,tt0119488
1619,seven years in tibet,1997.0,tt0120102
1620,kiss the girls,1997.0,tt0119468
1621,soul food,1997.0,tt0120169
1622,kicked in the head,1997.0,tt0119457
1623,wishmaster,1997.0,tt0120524
1626,fire down below,1997.0,tt0119123
1627,u turn,1997.0,tt0120399
1633,ulee's gold,1997.0,tt0120402
1636,stag,1997.0,tt0120192
1639,chasing amy,1997.0,tt0118842
1640,how to be a player,1997.0,tt0119326
1644,i know what you did last summer,1997.0,tt0119345
1647,playing god,1997.0,tt0119906
1649,"fast, cheap & out of control",1997.0,tt0119107
1650,washington square,1997.0,tt0120481
1651,telling lies in america,1997.0,tt0120303
1652,year of the horse,1997.0,tt0120539
1653,gattaca,1997.0,tt0119177
1654,fairytale: a true story,1997.0,tt0119095
1655,phantoms,1998.0,tt0119891
1656,swept from the sea,1997.0,tt0120257
1657,wonderland,1997.0,tt0120529
1660,eve's bayou,1997.0,tt0119080
1661,switchback,1997.0,tt0119210
1662,gang related,1997.0,tt0118900
1663,stripes,1981.0,tt0083131
1664,nénette et boni,1996.0,tt0117221
1665,bean,1997.0,tt0118689
1666,hugo pool,1997.0,tt0119327
1667,mad city,1997.0,tt0119592
1668,one night stand,1997.0,tt0119832
1670,welcome to sarajevo,1997.0,tt0120490
1671,deceiver,1997.0,tt0119527
1673,boogie nights,1997.0,tt0118749
1674,witness,1985.0,tt0090329
1675,incognito,1997.0,tt0119365
1676,starship troopers,1997.0,tt0120201
1677,critical care,1997.0,tt0118901
1680,sliding doors,1998.0,tt0120148
1681,mortal kombat: annihilation,1997.0,tt0119707
1685,"i love you, i love you not",1996.0,tt0116592
1686,red corner,1997.0,tt0119994
1688,anastasia,1997.0,tt0118617
1690,alien: resurrection,1997.0,tt0118583
1693,amistad,1997.0,tt0118607
1695,artemisia,1997.0,tt0103722
1695,artemisia,1997.0,tt0123385
1696,bent,1997.0,tt0118698
1701,deconstructing harry,1997.0,tt0118954
1702,flubber,1997.0,tt0119137
1703,for richer or poorer,1997.0,tt0119142
1704,good will hunting,1997.0,tt0119217
1705,guy,1996.0,tt0116465
1707,home alone 3,1997.0,tt0119303
1708,ill gotten gains,1997.0,tt0119352
1709,legal deceit,1997.0,tt0130073
1711,midnight in the garden of good and evil,1997.0,tt0119668
1714,never met picasso,1996.0,tt0117167
1715,office killer,1997.0,tt0119819
1717,scream 2,1997.0,tt0120082
1718,stranger in the house,1997.0,tt0120222
1721,titanic,1997.0,tt0120338
1722,tomorrow never dies,1997.0,tt0120347
1723,twisted,1996.0,tt0117994
1724,full speed,1996.0,tt0118230
1729,jackie brown,1997.0,tt0119396
1730,kundun,1997.0,tt0119485
1731,mr. magoo,1997.0,tt0119718
1733,afterglow,1997.0,tt0118566
1735,great expectations,1998.0,tt0119223
1738,vermin,1998.0,tt0120881
1738,vermin,1998.0,tt0382363
1740,men of means,1998.0,tt0119655
1742,caught up,1998.0,tt0119988
1744,firestorm,1998.0,tt0120670
1746,senseless,1998.0,tt0120820
1747,wag the dog,1997.0,tt0120885
1748,dark city,1998.0,tt0118929
1750,star kid,1997.0,tt0120478
1752,hard rain,1998.0,tt0120696
1753,half baked,1998.0,tt0120693
1754,fallen,1998.0,tt0119099
1755,shooting fish,1997.0,tt0120122
1758,dangerous beauty,1998.0,tt0118892
1759,four days in september,1997.0,tt0119815
1760,spice world,1997.0,tt0120185
1762,deep rising,1998.0,tt0118956
1764,tainted,1998.0,tt0128690
1767,music from another room,1998.0,tt0119734
1770,b. monkey,1998.0,tt0120594
1772,blues brothers 2000,1998.0,tt0118747
1773,tokyo fist,1995.0,tt0114690
1774,mass transit,1998.0,tt0133090
1776,ride,1998.0,tt0120707
1779,sphere,1998.0,tt0120184
1783,palmetto,1998.0,tt0120782
1784,as good as it gets,1997.0,tt0119822
1785,king of new york,1990.0,tt0099939
1788,men with guns,1997.0,tt0119656
1788,men with guns,1997.0,tt0119657
1791,twilight,1998.0,tt0119594
1794,love and death on long island,1997.0,tt0119574
1796,in god's hands,1998.0,tt0140282
1797,everest,1998.0,tt0120661
1798,hush,1998.0,tt0118744
1799,suicide kings,1997.0,tt0120241
1805,wild things,1998.0,tt0120890
1806,paulie,1998.0,tt0125454
1810,primary colors,1998.0,tt0119942
1811,"niagara, niagara",1997.0,tt0119780
1812,wide awake,1998.0,tt0120510
1816,two girls and a guy,1997.0,tt0124179
1817,no looking back,1998.0,tt0119560
1822,meet the deedles,1998.0,tt0120645
1824,homegrown,1998.0,tt0119305
1826,barney's great adventure,1998.0,tt0120598
1829,chinese box,1997.0,tt0118851
1831,lost in space,1998.0,tt0120738
1832,heaven's burning,1997.0,tt0119272
1833,mercury rising,1998.0,tt0120749
1835,city of angels,1998.0,tt0120632
1839,my giant,1998.0,tt0120765
1840,he got game,1998.0,tt0124718
1842,illtown,1996.0,tt0118229
1843,slappy and the stinkers,1998.0,tt0120213
1844,live flesh,1997.0,tt0118819
1845,zero effect,1998.0,tt0120906
1846,nil by mouth,1997.0,tt0119792
1847,ratchet,1996.0,tt0117443
1849,prince valiant,1997.0,tt0119947
1851,leather jacket love story,1997.0,tt0119508
1854,kissing a fool,1998.0,tt0120723
1855,krippendorf's tribe,1998.0,tt0120725
1856,kurt & courtney,1998.0,tt0138563
1858,mr. nice guy,1997.0,tt0117786
1859,taste of cherry,1997.0,tt0120265
1861,junk mail,1997.0,tt0118785
1862,species ii,1998.0,tt0120841
1863,major league: back to the minors,1998.0,tt0120742
1864,sour grapes,1998.0,tt0120838
1867,tarzan and the lost city,1998.0,tt0120856
1869,black dog,1998.0,tt0120610
1870,"dancer, texas pop. 81",1998.0,tt0118925
1872,go now,1995.0,tt0113184
1874,still breathing,1997.0,tt0120211
1875,clockwatchers,1997.0,tt0118866
1876,deep impact,1998.0,tt0120647
1877,little men,1998.0,tt0145048
1878,woo,1998.0,tt0120531
1880,lawn dogs,1997.0,tt0119506
1881,quest for camelot,1998.0,tt0120800
1882,godzilla,1998.0,tt0120685
1883,bulworth,1998.0,tt0118798
1884,fear and loathing in las vegas,1998.0,tt0120669
1886,i got the hook up,1998.0,tt0131436
1887,almost heroes,1998.0,tt0119053
1888,hope floats,1998.0,tt0119313
1889,insomnia,1997.0,tt0119375
1890,little boy blue,1997.0,tt0119547
1893,beyond silence,1996.0,tt0116692
1894,six days seven nights,1998.0,tt0120828
1895,can't hardly wait,1998.0,tt0127723
1896,cousin bette,1998.0,tt0118894
1897,high art,1998.0,tt0139362
1901,dear jesse,1997.0,tt0150290
1902,dream for an insomniac,1996.0,tt0116141
1903,hav plenty,1997.0,tt0126938
1904,henry fool,1997.0,tt0122529
1905,marie baie des anges,1997.0,tt0143614
1906,mr. jealousy,1997.0,tt0119717
1907,mulan,1998.0,tt0120762
1908,resurrection man,1998.0,tt0140508
1910,i went down,1997.0,tt0126344
1911,doctor dolittle,1998.0,tt0118998
1912,out of sight,1998.0,tt0120780
1913,picnic at hanging rock,1975.0,tt0073540
1914,smoke signals,1998.0,tt0120321
1915,voyage to the beginning of the world,1997.0,tt0120443
1917,armageddon,1998.0,tt0120591
1918,lethal weapon 4,1998.0,tt0122151
1919,madeline,1998.0,tt0123987
1920,small soldiers,1998.0,tt0122718
1921,pi,1998.0,tt0138704
1922,whatever,1998.0,tt0140688
1923,there's something about mary,1998.0,tt0129387
1925,wings,1927.0,tt0018578
1927,all quiet on the western front,1930.0,tt0020629
1928,cimarron,1931.0,tt0021746
1929,grand hotel,1932.0,tt0022958
1929,grand hotel,1932.0,tt3180788
1930,cavalcade,1933.0,tt0023876
1931,mutiny on the bounty,1935.0,tt0026752
1934,you can't take it with you,1938.0,tt0030993
1935,how green was my valley,1941.0,tt0033729
1936,mrs. miniver,1942.0,tt0035093
1937,going my way,1944.0,tt0036872
1940,gentleman's agreement,1947.0,tt0039416
1941,hamlet,1948.0,tt0040416
1942,all the king's men,1949.0,tt0041113
1944,from here to eternity,1953.0,tt0045793
1945,on the waterfront,1954.0,tt0047296
1946,marty,1955.0,tt0048356
1947,west side story,1961.0,tt0055614
1948,tom jones,1963.0,tt0057590
1950,in the heat of the night,1967.0,tt0061811
1951,oliver!,1968.0,tt0063385
1952,midnight cowboy,1969.0,tt0064665
1954,rocky,1976.0,tt0075148
1955,kramer vs. kramer,1979.0,tt0079417
1956,ordinary people,1980.0,tt0081283
1957,chariots of fire,1981.0,tt0082158
1958,terms of endearment,1983.0,tt0086425
1959,out of africa,1985.0,tt0089755
1961,rain man,1988.0,tt0095953
1962,driving miss daisy,1989.0,tt0097239
1963,take the money and run,1969.0,tt0065063
1964,klute,1971.0,tt0067309
1965,repo man,1984.0,tt0087995
1966,metropolitan,1990.0,tt0100142
1967,labyrinth,1986.0,tt0091369
1973,freddy's dead: the final nightmare,1991.0,tt0101917
1974,friday the 13th,1980.0,tt0080761
1975,friday the 13th part 2,1981.0,tt0082418
1977,friday the 13th: the final chapter,1984.0,tt0087298
1979,friday the 13th part vi: jason lives,1986.0,tt0091080
1980,friday the 13th part vii: the new blood,1988.0,tt0095179
1981,friday the 13th part viii: jason takes manhattan,1989.0,tt0097388
1982,halloween,1978.0,tt0077651
1983,halloween ii,1981.0,tt0082495
1985,halloween 4: the return of michael myers,1988.0,tt0095271
1986,halloween 5: the revenge of michael myers,1989.0,tt0097474
1987,prom night,1980.0,tt0081383
1991,child's play,1988.0,tt0094862
1992,child's play 2,1990.0,tt0099253
1994,poltergeist,1982.0,tt0084516
1995,poltergeist ii: the other side,1986.0,tt0091778
1996,poltergeist iii,1988.0,tt0095889
1998,exorcist ii: the heretic,1977.0,tt0076009
2000,lethal weapon,1987.0,tt0093409
2001,lethal weapon 2,1989.0,tt0097733
2002,lethal weapon 3,1992.0,tt0104714
2003,gremlins,1984.0,tt0087363
2004,gremlins 2: the new batch,1990.0,tt0099700
2007,polish wedding,1998.0,tt0119910
2009,soylent green,1973.0,tt0070723
2011,back to the future part ii,1989.0,tt0096874
2012,back to the future part iii,1990.0,tt0099088
2017,babes in toyland,1961.0,tt0054649
2018,bambi,1942.0,tt0034492
2020,dangerous liaisons,1988.0,tt0094947
2021,dune,1984.0,tt0087182
2025,lolita,1997.0,tt0119558
2026,disturbing behavior,1998.0,tt0134619
2027,mafia!,1998.0,tt0120741
2028,saving private ryan,1998.0,tt0120815
2035,blackbeard's ghost,1968.0,tt0062737
2036,blank check,1994.0,tt0109287
2037,candleshoe,1977.0,tt0075807
2039,cheetah,1989.0,tt0097053
2041,condorman,1981.0,tt0082199
2042,d2: the mighty ducks,1994.0,tt0109520
2043,darby o'gill and the little people,1959.0,tt0052722
2046,flight of the navigator,1986.0,tt0091059
2050,herbie goes bananas,1980.0,tt0080861
2051,herbie goes to monte carlo,1977.0,tt0076137
2052,hocus pocus,1993.0,tt0107120
2053,"honey, i blew up the kid",1992.0,tt0104437
2054,"honey, i shrunk the kids",1989.0,tt0097523
2055,hot lead and cold feet,1978.0,tt0077698
2056,in search of the castaways,1962.0,tt0056095
2060,baseketball,1998.0,tt0131857
2061,full tilt boogie,1997.0,tt0119165
2064,roger & me,1989.0,tt0098213
2066,out of the past,1947.0,tt0039689
2067,doctor zhivago,1965.0,tt0059113
2068,fanny and alexander,1982.0,tt0083922
2070,tender mercies,1983.0,tt0086423
2071,and the band played on,1993.0,tt0106273
2073,fandango,1985.0,tt0089126
2075,mephisto,1981.0,tt0082736
2076,blue velvet,1986.0,tt0090756
2080,lady and the tramp,1955.0,tt0048280
2084,newsies,1992.0,tt0104990
2086,one magic christmas,1985.0,tt0089731
2087,peter pan,1953.0,tt0046183
2088,popeye,1980.0,tt0081353
2091,return from witch mountain,1978.0,tt0078158
2093,return to oz,1985.0,tt0089908
2096,sleeping beauty,1959.0,tt0053285
2097,something wicked this way comes,1983.0,tt0086336
2098,son of flubber,1963.0,tt0057518
2099,song of the south,1946.0,tt0038969
2100,splash,1984.0,tt0088161
2101,squanto: a warrior's tale,1994.0,tt0111271
2104,tex,1982.0,tt0084783
2105,tron,1982.0,tt0084827
2106,swing kids,1993.0,tt0108265
2108,l.a. story,1991.0,tt0102250
2110,dead men don't wear plaid,1982.0,tt0083798
2112,grand canyon,1991.0,tt0101969
2113,graveyard shift,1990.0,tt0099697
2115,indiana jones and the temple of doom,1984.0,tt0087469
2119,maximum overdrive,1986.0,tt0091499
2120,needful things,1993.0,tt0107665
2121,cujo,1983.0,tt0085382
2122,children of the corn,1984.0,tt0087050
2123,all dogs go to heaven,1989.0,tt0096787
2125,ever after: a cinderella story,1998.0,tt0120631
2126,snake eyes,1998.0,tt0120832
2127,"first love, last rites",1997.0,tt0128214
2128,safe men,1998.0,tt0120813
2130,atlantic city,1980.0,tt0080388
2132,who's afraid of virginia woolf?,1966.0,tt0061184
2133,adventures in babysitting,1987.0,tt0092513
2134,weird science,1985.0,tt0090305
2135,doctor dolittle,1967.0,tt0061584
2137,charlotte's web,1973.0,tt0070016
2138,watership down,1978.0,tt0078480
2143,legend,1985.0,tt0089469
2144,sixteen candles,1984.0,tt0088128
2145,pretty in pink,1986.0,tt0091790
2146,st. elmo's fire,1985.0,tt0090060
2149,house ii: the second story,1987.0,tt0093220
2152,air bud: golden receiver,1998.0,tt0140796
2154,how stella got her groove back,1998.0,tt0120703
2158,"henry: portrait of a serial killer, part 2",1996.0,tt0116516
2160,rosemary's baby,1968.0,tt0063522
2164,surf nazis must die,1987.0,tt0094077
2165,your friends and neighbors,1998.0,tt0119517
2166,return to paradise,1998.0,tt0124595
2167,blade,1998.0,tt0120611
2168,dance with me,1998.0,tt0120576
2169,dead man on campus,1998.0,tt0118301
2170,wrongfully accused,1998.0,tt0120901
2174,beetlejuice,1988.0,tt0094721
2175,déjà vu,1997.0,tt0119033
2176,rope,1948.0,tt0040746
2177,family plot,1976.0,tt0074512
2178,frenzy,1972.0,tt0068611
2179,topaz,1969.0,tt0065112
2180,torn curtain,1966.0,tt0061107
2181,marnie,1964.0,tt0058329
2185,i confess,1953.0,tt0045897
2186,strangers on a train,1951.0,tt0044079
2187,stage fright,1950.0,tt0042994
2188,54,1998.0,tt0120577
2193,willow,1988.0,tt0096446
2195,dirty work,1998.0,tt0120654
2196,knock off,1998.0,tt0120724
2197,firelight,1997.0,tt0119125
2198,modulations,1998.0,tt0139468
2199,phoenix,1998.0,tt0119892
2200,under capricorn,1949.0,tt0042004
2202,lifeboat,1944.0,tt0037017
2203,shadow of a doubt,1943.0,tt0036342
2204,saboteur,1942.0,tt0035279
2205,mr. & mrs. smith,1941.0,tt0033922
2206,suspicion,1941.0,tt0034248
2207,jamaica inn,1939.0,tt0031505
2209,young and innocent,1937.0,tt0029811
2210,sabotage,1936.0,tt0028212
2211,secret agent,1936.0,tt0028231
2217,elstree calling,1930.0,tt0020852
2219,murder!,1930.0,tt0021165
2221,blackmail,1929.0,tt0019702
2222,champagne,1928.0,tt0018756
2225,easy virtue,1927.0,tt0017843
2230,always tell your wife,1923.0,tt0818899
2231,rounders,1998.0,tt0128442
2232,cube,1997.0,tt0123755
2234,let's talk about sex,1998.0,tt0165857
2235,one man's hero,1999.0,tt0120775
2236,simon birch,1998.0,tt0124879
2237,without limits,1998.0,tt0119934
2240,my bodyguard,1980.0,tt0081207
2241,class,1983.0,tt0085346
2242,"grandview, u.s.a.",1984.0,tt0087359
2243,broadcast news,1987.0,tt0092699
2245,working girl,1988.0,tt0096463
2246,stars and bars,1988.0,tt0096166
2247,married to the mob,1988.0,tt0095593
2249,my blue heaven,1990.0,tt0100212
2249,my blue heaven,1990.0,tt0100213
2250,men don't leave,1990.0,tt0100134
2252,hero,1992.0,tt0104412
2253,toys,1992.0,tt0105629
